gene,gene_ID,chrom,strand,gene_start,gene_end,name
Cdc14b,NM_172587,chr13,-,64192544,64274988,chr13-2449
Prxl2c,NM_025370,chr13,-,64289797,64312710,chr13-2451
Ctsl,NM_009984,chr13,-,64361889,64370520,chr13-2453
Cdk20,NM_053180,chr13,+,64432552,64439721,chr13-2456
Fam240b,NM_001195435,chr13,-,64481245,64497792,chr13-2458
Spata31,NM_030047,chr13,+,64917405,64923195,chr13-2475
Cntnap3,NM_001081129,chr13,-,64737590,64903888,chr13-2475
Spata31d1c,NM_001083890,chr13,+,65033057,65038004,chr13-2480
Prss47,NM_001374209,chr13,-,65044612,65052396,chr13-2481
Mfsd14b,NM_133680,chr13,-,65065029,65112982,chr13-2483
Olfr466,NM_146819,chr13,+,65152225,65153152,chr13-2485
Nlrp4f,NM_175290,chr13,-,65177110,65205716,chr13-2487
Zfp369,NM_178364,chr13,+,65278853,65297795,chr13-2490
Gm7762,NM_001371118,chr13,-,65335640,65348594,chr13-2492
Gm10324,NM_001177832,chr13,+,66113452,66122836,chr13-2523
2410141K09Rik,NM_001290196,chr13,-,66431027,66441118,chr13-2536
Gm10767,NM_001177750,chr13,+,66905414,66909166,chr13-2555
Uqcrb,NM_026219,chr13,-,66900575,66905350,chr13-2555
Ptdss1,NM_008959,chr13,+,66932829,66998401,chr13-2556
Mterf3,NM_025547,chr13,-,66912094,66933072,chr13-2556
4933433G19Rik,NR_045851,chr13,-,66996817,67032405,chr13-2560
Zfp712,NM_001166218,chr13,-,67038593,67061170,chr13-2561
Zfp708,NM_001012325,chr13,-,67069397,67097976,chr13-2562
Rslcan18,NM_001256052,chr13,-,67096612,67114028,chr13-2563
Zfp759,NM_172392,chr13,+,67128227,67141787,chr13-2564
Rsl1,NM_001013769,chr13,+,67173181,67183498,chr13-2565
Zfp455,NM_001048204,chr13,+,67194505,67209298,chr13-2566
Zfp458,NM_001001152,chr13,-,67254917,67269068,chr13-2569
F630042J09Rik,NR_033540,chr13,+,67278593,67283361,chr13-2570
Zfp457,NM_001003666,chr13,-,67292450,67306412,chr13-2571
Zfp595,NM_177622,chr13,-,67312997,67332560,chr13-2572
Zfp953,NM_001038651,chr13,-,67339308,67360572,chr13-2573
Zfp429,NM_001080941,chr13,-,67389327,67399767,chr13-2574
Zfp456,NM_001001186,chr13,-,67363583,67375763,chr13-2574
Zfp459,NM_177811,chr13,-,67405712,67421418,chr13-2575
Zfp874a,NM_177712,chr13,-,67440430,67451624,chr13-2577
Zfp874b,NM_001076791,chr13,-,67471512,67484253,chr13-2578
Zfp58,NM_001007575,chr13,-,67490166,67500522,chr13-2579
Zfp87,NM_133228,chr13,-,67515781,67526231,chr13-2580
9430065F17Rik,NR_131100,chr13,+,67553201,67570892,chr13-2581
Zfp748,NM_001035231,chr13,-,67538640,67553152,chr13-2581
Zfp729b,NM_001163246,chr13,-,67589438,67609707,chr13-2583
Zfp729a,NM_183146,chr13,-,67617000,67637781,chr13-2584
Zfp738,NM_001001187,chr13,-,67667440,67683512,chr13-2586
Zfp85os,NR_027969,chr13,+,67729261,67756838,chr13-2588
Zfp65,NM_145622,chr13,-,67705305,67729173,chr13-2588
Zfp85,NM_001001130,chr13,-,67747799,67755202,chr13-2589
Zfp493,NM_028402,chr13,+,67779692,67789080,chr13-2590
Zfp273,NM_198322,chr13,+,67813815,67827000,chr13-2591
Gm10037,NM_001309373,chr13,+,67832729,67843292,chr13-2592
4930525G20Rik,NR_045194,chr13,-,67796593,67830985,chr13-2592
BC048507,NM_001001185,chr13,+,67863325,67863923,chr13-2593
Urml,NR_155295,chr13,-,68228435,68234731,chr13-2608
Gm8016,NR_152173,chr13,-,68353363,68356825,chr13-2613
Fastkd3,NM_027123,chr13,+,68582209,68592338,chr13-2622
1700001L19Rik,NM_027035,chr13,+,68597438,68614231,chr13-2622
Mtrr,NR_131892,chr13,-,68560779,68582169,chr13-2622
Adcy2,NM_153534,chr13,-,68620042,68999541,chr13-2638
Tent4a,NM_001169131,chr13,-,69497958,69533864,chr13-2660
Nsun2,NM_145354,chr13,+,69612015,69635779,chr13-2663
Srd5a1,NM_175283,chr13,-,69573448,69611463,chr13-2663
Ube2ql1,NM_001145162,chr13,-,69702831,69739897,chr13-2668
Med10,NM_138596,chr13,+,69809881,69816094,chr13-2671
4933416O17Rik,NR_138559,chr13,+,69959832,69963437,chr13-2677
Gm3772,NR_131156,chr13,+,70021958,70119949,chr13-2679
1700084F23Rik,NR_045965,chr13,-,70004049,70028348,chr13-2680
4930520P13Rik,NR_036596,chr13,+,70232821,70248122,chr13-2688
1700100L14Rik,NR_045934,chr13,+,70573240,70576104,chr13-2701
Ice1,NM_144837,chr13,-,70588688,70637634,chr13-2704
Adamts16,NM_172053,chr13,-,70727807,70841811,chr13-2712
8030423J24Rik,NR_157373,chr13,+,70882947,70884503,chr13-2714
Mir466f-4,NR_130325,chr13,+,71107088,71107209,chr13-2723
Irx1,NM_010573,chr13,-,71958231,71963723,chr13-2757
Irx2,NM_010574,chr13,+,72628819,72634196,chr13-2784
Gm20554,NR_030701,chr13,-,72623465,72628564,chr13-2784
D730050B12Rik,NR_046196,chr13,-,72809600,72816763,chr13-2791
4930555K05Rik,NR_126459,chr13,-,73206090,73229100,chr13-2808
Irx4,NM_018885,chr13,+,73260496,73269620,chr13-2809
Mrpl36,NM_053163,chr13,+,73331008,73332178,chr13-2812
Ndufs6,NM_010888,chr13,-,73319875,73328482,chr13-2812
Eprn,NR_045293,chr13,-,73344664,73347384,chr13-2812
Lpcat1,NM_001368682,chr13,+,73467230,73516413,chr13-2817
Slc6a3,NM_010020,chr13,+,73536746,73578672,chr13-2820
Clptm1l,NM_146047,chr13,+,73604001,73620639,chr13-2823
Tert,NM_009354,chr13,+,73626910,73649843,chr13-2824
Slc6a19os,NM_027780,chr13,+,73699825,73709856,chr13-2826
Slc6a18,NM_001136087,chr13,-,73661749,73678023,chr13-2826
Slc6a19,NM_028878,chr13,-,73679744,73700780,chr13-2827
Slc12a7,NM_011390,chr13,+,73763696,73816742,chr13-2829
Nkd2,NM_028186,chr13,-,73818533,73847631,chr13-2832
Brd9,NM_001024508,chr13,+,73937810,73960889,chr13-2836
Trip13,NM_027182,chr13,-,73912461,73937767,chr13-2836
Zdhhc11,NM_027704,chr13,+,73963850,73992990,chr13-2837
Tppp,NM_182839,chr13,+,74009418,74035753,chr13-2839
Cep72,NM_028959,chr13,-,74036494,74062285,chr13-2841
Slc9a3,NM_001081060,chr13,+,74121412,74169441,chr13-2843
Exoc3,NM_177333,chr13,-,74169804,74208700,chr13-2847
Ahrr,NM_001317351,chr13,-,74211117,74292331,chr13-2850
Pdcd6,NM_011051,chr13,-,74303120,74317326,chr13-2851
Ccdc127,NM_001168659,chr13,+,74350316,74359668,chr13-2853
Sdha,NM_023281,chr13,-,74322254,74350240,chr13-2853
Lrrc14b,NM_001033042,chr13,-,74359581,74364000,chr13-2853
Zfp72,NM_001374038,chr13,-,74369323,74390829,chr13-2854
Zfp825,NM_146231,chr13,-,74480056,74493950,chr13-2858
Erap1,NM_030711,chr13,+,74639852,74693205,chr13-2864
Cast,NM_001301153,chr13,-,74693293,74808760,chr13-2871
Pcsk1,NM_013628,chr13,+,75089856,75134859,chr13-2882
Mir682,NR_030451,chr13,+,75645045,75645141,chr13-2904
Ell2,NM_138953,chr13,+,75707483,75772358,chr13-2907
Glrx,NM_053108,chr13,+,75839885,75850151,chr13-2912
Rhobtb3,NM_028493,chr13,-,75869536,75943824,chr13-2916
Spata9,NM_029343,chr13,+,75967738,75998968,chr13-2917
Rfesd,NM_001131069,chr13,-,76001534,76018712,chr13-2919
Gpr150,NM_175495,chr13,-,76054850,76056996,chr13-2921
Ttc37,NM_001081352,chr13,+,76098733,76187694,chr13-2922
Arsk,NM_029847,chr13,-,76060421,76098660,chr13-2922
Fam81b,NM_001370926,chr13,-,76201707,76271944,chr13-2929
Mctp1,NM_030174,chr13,+,76384960,77031810,chr13-2934
2210408I21Rik,NM_001145676,chr13,+,77135535,77613679,chr13-2964
Slf1,NM_134071,chr13,-,77043087,77135468,chr13-2964
Fam172a,NR_028109,chr13,+,77708689,78166240,chr13-2987
Pou5f2,NM_029315,chr13,+,78024901,78026296,chr13-2999
A830082K12Rik,NR_045195,chr13,+,78198016,78236564,chr13-3006
Nr2f1,NM_010151,chr13,-,78188974,78198873,chr13-3006
Arrdc3,NR_153410,chr13,+,80883383,80896042,chr13-3114
5430425K12Rik,NR_103550,chr13,+,80940402,80948597,chr13-3116
9330111N05Rik,NR_015587,chr13,+,80964073,81079857,chr13-3117
Adgrv1,NM_054053,chr13,-,81095067,81633144,chr13-3144
Lysmd3,NM_030257,chr13,+,81657805,81671890,chr13-3145
Mblac2,NM_028372,chr13,+,81711416,81753275,chr13-3147
Polr3g,NM_001081176,chr13,-,81673836,81711013,chr13-3147
Cetn3,NM_007684,chr13,+,81783246,81797154,chr13-3150
Mir3961,NR_039537,chr13,-,82698274,82698333,chr13-3186
Mef2c,NM_001347575,chr13,+,83524742,83667079,chr13-3219
C130071C03Rik,NR_152245,chr13,+,83721380,83741308,chr13-3227
Mir9-2,NR_029545,chr13,+,83738813,83738885,chr13-3228
Mir9b-2,NR_162784,chr13,-,83738820,83738876,chr13-3228
2810049E08Rik,NR_036594,chr13,+,83891207,83928710,chr13-3234
Gm17750,NR_131220,chr13,-,84025296,84064774,chr13-3241
Tmem161b,NR_029419,chr13,+,84222295,84295966,chr13-3247
A230107N01Rik,NR_138587,chr13,-,84219580,84222175,chr13-3247
Ccnh,NM_001347587,chr13,+,85189384,85213731,chr13-3286
Rasa1,NM_145452,chr13,-,85214698,85289486,chr13-3290
Cox7c,NM_007749,chr13,-,86044797,86046795,chr13-3320
Edil3,NM_010103,chr13,+,88821471,89323225,chr13-3431
Hapln1,NM_013500,chr13,+,89540635,89611832,chr13-3460
Vcan,NM_019389,chr13,-,89655309,89742512,chr13-3468
Tmem167,NM_025335,chr13,+,90089666,90114921,chr13-3482
Xrcc4,NM_028012,chr13,-,89848913,90089608,chr13-3482
Rps23,NM_024175,chr13,+,90923121,90924732,chr13-3515
Atp6ap1l,NM_001145879,chr13,-,90883448,90905355,chr13-3515
Atg10,NM_025770,chr13,-,90935348,91223987,chr13-3527
A830009L08Rik,NR_045161,chr13,-,91368989,91388085,chr13-3534
Ssbp2,NM_024186,chr13,+,91461096,91706175,chr13-3537
Acot12,NM_028790,chr13,+,91741520,91786148,chr13-3548
4833422C13Rik,NR_028314,chr13,-,91713607,91741872,chr13-3548
Zcchc9,NM_145453,chr13,-,91796532,91807696,chr13-3551
Ckmt2,NM_198415,chr13,-,91853386,91876885,chr13-3554
Rasgrf2,NM_009027,chr13,-,91880406,92131828,chr13-3564
Dhfr,NM_010049,chr13,+,92354782,92389053,chr13-3573
Msh3,NM_001311120,chr13,-,92211877,92355003,chr13-3573
Ankrd34b,NM_175455,chr13,+,92425968,92441658,chr13-3576
Fam151b,NM_001163627,chr13,-,92449619,92484031,chr13-3578
Zfyve16,NM_173392,chr13,-,92487748,92530810,chr13-3580
Spz1,NM_030237,chr13,-,92574631,92576232,chr13-3582
Serinc5,NM_172588,chr13,+,92611137,92711946,chr13-3583
Thbs4,NM_011582,chr13,-,92751585,92794818,chr13-3590
Mtx3,NR_160868,chr13,+,92844767,92858218,chr13-3592
Gm4814,NR_036451,chr13,+,93073303,93074755,chr13-3601
A630019I02Rik,NR_046182,chr13,+,93094832,93098968,chr13-3602
Cmya5,NM_023821,chr13,-,93040714,93144724,chr13-3604
Tent2,NM_133905,chr13,-,93145854,93192417,chr13-3606
Homer1,NM_001347598,chr13,+,93303756,93367303,chr13-3611
Jmy,NM_021310,chr13,-,93430096,93499808,chr13-3618
Bhmt,NM_016668,chr13,-,93616890,93637758,chr13-3624
Dmgdh,NM_028772,chr13,+,93674435,93752823,chr13-3625
Bhmt2,NM_022884,chr13,-,93656096,93674302,chr13-3625
AW495222,NR_045086,chr13,-,93706099,93719175,chr13-3627
Arsb,NM_009712,chr13,+,93771678,93943016,chr13-3629
Mir5624,NR_049198,chr13,+,93790776,93790837,chr13-3630
Lhfpl2,NM_172589,chr13,+,94057795,94195409,chr13-3641
Scamp1,NM_001346609,chr13,-,94201309,94285831,chr13-3650
Ap3b1,NM_009680,chr13,+,94358959,94566316,chr13-3653
Gm9776,NR_045619,chr13,-,94356748,94358923,chr13-3653
Tbca,NM_009321,chr13,+,94788919,94842923,chr13-3670
Otp,NM_011021,chr13,+,94875635,94885125,chr13-3674
Wdr41,NM_172590,chr13,+,94976343,95023316,chr13-3678
Pde8b,NM_001346782,chr13,-,95024104,95250336,chr13-3689
Zbed3,NM_001302538,chr13,+,95323604,95337842,chr13-3691
Snora47,NR_034043,chr13,+,95330610,95330736,chr13-3692
Aggf1,NM_025630,chr13,-,95350682,95375357,chr13-3694
Crhbp,NM_198408,chr13,-,95431375,95444831,chr13-3696
S100z,NM_001081159,chr13,-,95477300,95478655,chr13-3698
F2rl1,NM_007974,chr13,-,95511729,95525240,chr13-3700
F2r,NM_010169,chr13,-,95601779,95618466,chr13-3703
F2rl2,NM_010170,chr13,+,95696919,95702768,chr13-3706
Iqgap2,NM_027711,chr13,-,95627176,95891922,chr13-3714
Sv2c,NM_029210,chr13,-,95959442,96132577,chr13-3724
Poc5,NM_026173,chr13,+,96388293,96415587,chr13-3734
Ankdd1b,NM_001369169,chr13,-,96417310,96471219,chr13-3737
Col4a3bp,NM_001164222,chr13,+,96542734,96640167,chr13-3740
Polk,NM_012048,chr13,-,96480686,96542579,chr13-3740
Hmgcr,NM_008255,chr13,-,96648961,96670936,chr13-3745
Ankrd31,NM_001370928,chr13,+,96748292,96909794,chr13-3748
Gcnt4,NM_001166065,chr13,+,96924688,96950914,chr13-3755
1700029F12Rik,NR_104276,chr13,-,97021863,97035254,chr13-3760
Fam169a,NM_001146045,chr13,+,97067286,97129522,chr13-3761
Gfm2,NM_001271465,chr13,+,97137936,97176443,chr13-3764
Nsa2,NM_021552,chr13,-,97129426,97137926,chr13-3764
Hexb,NM_010422,chr13,-,97176330,97198357,chr13-3766
Enc1,NM_007930,chr13,+,97241104,97253040,chr13-3768
Lncenc1,NR_110432,chr13,+,97434969,97497664,chr13-3776
Gm5086,NR_046157,chr13,+,97559999,97583994,chr13-3781
5330416C01Rik,NR_152140,chr13,-,97733497,97747411,chr13-3788
Eyelinc18,NR_152263,chr13,+,97751111,97760963,chr13-3789
Arhgef28,NM_012026,chr13,-,97898594,98206165,chr13-3807
Ankra2,NM_001271389,chr13,+,98263075,98274754,chr13-3809
Utp15,NM_178918,chr13,-,98246844,98262992,chr13-3809
Gm9828,NR_137279,chr13,+,98317115,98324415,chr13-3811
Btf3,NM_001170540,chr13,-,98309896,98317006,chr13-3811
Foxd1,NM_008242,chr13,+,98354244,98356705,chr13-3813
2310005E17Rik,NR_045498,chr13,-,98424109,98435065,chr13-3816
Tmem174,NM_026685,chr13,-,98634977,98637410,chr13-3824
Tmem171,NM_001373965,chr13,-,98686237,98694842,chr13-3826
Fcho2,NM_172591,chr13,-,98723405,98815449,chr13-3831
Tnpo1,NM_178716,chr13,-,98842080,98926384,chr13-3836
1700024P04Rik,NM_027064,chr13,-,98984089,98984565,chr13-3838
2310020H05Rik,NR_045495,chr13,-,99076527,99087921,chr13-3842
Zfp366,NM_001004149,chr13,+,99184822,99247032,chr13-3846
Mrps27,NM_173757,chr13,+,99344785,99415561,chr13-3852
Ptcd2,NM_026873,chr13,-,99319648,99344678,chr13-3852
6430562O15Rik,NR_015515,chr13,-,99410835,99412826,chr13-3855
Map1b,NM_008634,chr13,-,99421463,99516602,chr13-3859
Cartpt,NM_013732,chr13,-,99898482,99900683,chr13-3875
Mccc2,NM_030026,chr13,-,99948531,100015639,chr13-3879
Serf1,NM_011353,chr13,+,100108018,100114233,chr13-3883
Smn1,NM_011420,chr13,+,100124854,100137698,chr13-3883
Bdp1,NM_001081061,chr13,-,100017993,100104070,chr13-3883
Naip2,NM_001126182,chr13,-,100144062,100202122,chr13-3887
Naip5,NM_010870,chr13,-,100211739,100247336,chr13-3888
Naip7,NM_021545,chr13,-,100283114,100317688,chr13-3891
Naip6,NM_010871,chr13,-,100281120,100316616,chr13-3891
Naip1,NM_008670,chr13,-,100407769,100452864,chr13-3897
Gtf2h2,NM_022011,chr13,-,100468576,100492609,chr13-3898
Ocln,NM_001360539,chr13,-,100496504,100552718,chr13-3901
Marveld2,NM_001038602,chr13,-,100595956,100616971,chr13-3903
Ak6,NM_027592,chr13,+,100651342,100666415,chr13-3905
Taf9,NM_027139,chr13,+,100651342,100656060,chr13-3905
Ccdc125,NM_001168386,chr13,+,100669480,100697240,chr13-3905
Rad17,NM_001044371,chr13,-,100617163,100651061,chr13-3905
Mrps36,NM_001190264,chr13,-,100735939,100744659,chr13-3908
Cdk7,NM_009874,chr13,-,100697024,100730942,chr13-3908
Ccnb1,NM_172301,chr13,-,100778738,100786486,chr13-3910
Cenph,NM_021886,chr13,-,100759673,100775899,chr13-3910
Slc30a5,NM_022885,chr13,-,100802647,100833427,chr13-3912
5930438M14Rik,NR_046158,chr13,+,101232126,101247551,chr13-3928
4933416M06Rik,NR_045846,chr13,+,101254318,101293396,chr13-3929
4922502H24Rik,NR_046187,chr13,-,101391870,101397580,chr13-3934
Pik3r1,NM_001077495,chr13,-,101680760,101768217,chr13-3949
Cd180,NM_001360519,chr13,+,102693546,102706631,chr13-3986
1700099I09Rik,NR_130171,chr13,+,102760254,102761896,chr13-3989
Mast4,NM_175171,chr13,-,102732488,103334492,chr13-4012
Gm30551,NR_136924,chr13,-,103591394,103707633,chr13-4027
Srek1,NM_001361085,chr13,-,103741612,103774608,chr13-4029
Erbin,NM_001289473,chr13,-,103818785,103920586,chr13-4035
Sgtb,NM_001361054,chr13,+,104109740,104141859,chr13-4043
Nln,NM_029447,chr13,-,104023438,104109614,chr13-4043
Trim23,NM_001361539,chr13,+,104178838,104203475,chr13-4046
Trappc13,NM_001360778,chr13,-,104142152,104178466,chr13-4046
Shld3,NM_001365338,chr13,-,104173720,104178459,chr13-4046
Cenpk,NM_021790,chr13,+,104229387,104249622,chr13-4048
Ppwd1,NM_172807,chr13,-,104205121,104228844,chr13-4048
Adamts6,NR_136938,chr13,+,104287834,104496695,chr13-4050
Srek1ip1,NR_135272,chr13,+,104817169,104838676,chr13-4071
Cwc27,NM_026072,chr13,-,104631326,104816953,chr13-4071
Shisal2b,NM_029984,chr13,-,104845282,104863893,chr13-4073
Rgs7bp,NM_029879,chr13,-,104947152,105054930,chr13-4081
Nt5el,NM_025751,chr13,+,105082121,105121782,chr13-4082
Rnf180,NM_001360890,chr13,-,105130569,105294485,chr13-4090
Htr1a,NM_008308,chr13,+,105443692,105448133,chr13-4096
Dimt1,NM_025447,chr13,+,106947128,106960224,chr13-4156
Ipo11,NM_001360897,chr13,-,106794438,106936958,chr13-4156
3830408C21Rik,NR_015471,chr13,+,107022569,107033518,chr13-4159
Kif2a,NM_008442,chr13,-,106960584,107022114,chr13-4159
AI197445,NR_045083,chr13,+,107469821,107479188,chr13-4177
1700006H21Rik,NR_045900,chr13,+,107687396,107692168,chr13-4186
Zswim6,NM_145456,chr13,-,107724616,107890064,chr13-4194
Smim15,NM_001048250,chr13,+,108044473,108049146,chr13-4200
Ercc8,NM_028042,chr13,+,108158737,108194982,chr13-4205
Ndufaf2,NM_001127346,chr13,-,108052588,108158625,chr13-4205
Elovl7,NM_029001,chr13,+,108214403,108287107,chr13-4207
Depdc1b,NM_178683,chr13,+,108316336,108389557,chr13-4211
Pde4d,NM_011056,chr13,+,108654176,109955969,chr13-4225
Mir582,NR_030644,chr13,+,109324743,109324823,chr13-4251
Mir1904,NR_035442,chr13,+,109903808,109903888,chr13-4275
Rab3c,NM_001360099,chr13,-,110054187,110280996,chr13-4290
Gapt,NM_177713,chr13,-,110352614,110357172,chr13-4293
Plk2,NM_152804,chr13,+,110395043,110400843,chr13-4294
Gm38397,NR_131193,chr13,+,110903498,110908280,chr13-4315
4930526H09Rik,NR_131194,chr13,-,110882410,110903846,chr13-4315
3110015C05Rik,NR_045908,chr13,-,111211468,111229431,chr13-4328
Actbl2,NM_175497,chr13,+,111255012,111257749,chr13-4329
Gpbp1,NM_001361923,chr13,-,111425679,111490127,chr13-4338
Gm15290,NR_151444,chr13,-,111522349,111549909,chr13-4340
Mier3,NM_172593,chr13,+,111686177,111718594,chr13-4346
Map3k1,NM_011945,chr13,-,111746427,111808993,chr13-4351
Gm15326,NR_130345,chr13,+,111867935,111871937,chr13-4353
Ankrd55,NM_029898,chr13,+,112288450,112384002,chr13-4370
Il6st,NM_010560,chr13,+,112464069,112506860,chr13-4377
Il31ra,NM_139299,chr13,-,112522806,112580662,chr13-4382
Slc38a9,NM_178746,chr13,+,112660765,112738752,chr13-4385
Ddx4,NM_001145885,chr13,-,112598332,112652310,chr13-4385
Plpp1,NM_008247,chr13,+,112800776,112867894,chr13-4391
Dhx29,NM_172594,chr13,+,112927679,112969432,chr13-4396
Mtrex,NM_028151,chr13,-,112867779,112927380,chr13-4396
Ccno,NM_001081062,chr13,+,112987801,112990778,chr13-4398
Mcidas,NM_001037914,chr13,+,112993867,113000394,chr13-4398
Mir449b,NR_030602,chr13,+,113037418,113037498,chr13-4400
Cdc20b,NM_001281487,chr13,+,113035378,113091135,chr13-4400
Mir449c,NR_030452,chr13,+,113035982,113036091,chr13-4400
Mir449a,NR_029961,chr13,+,113037533,113037624,chr13-4400
Gpx8,NM_027127,chr13,-,113042762,113046388,chr13-4400
Gzma,NM_010370,chr13,-,113093823,113100981,chr13-4403
1700084D21Rik,NR_131045,chr13,+,113136075,113144012,chr13-4404
Gzmk,NM_008196,chr13,-,113171629,113180965,chr13-4406
Esm1,NM_023612,chr13,+,113209658,113218104,chr13-4407
4921509O07Rik,NR_045501,chr13,-,113446287,113502844,chr13-4419
Snx18,NM_130796,chr13,-,113592178,113618564,chr13-4423
Hspb3,NM_019960,chr13,-,113662895,113663676,chr13-4425
Arl15,NM_172595,chr13,+,113794507,114157461,chr13-4430
A430090L17Rik,NR_045836,chr13,-,114124347,114151592,chr13-4445
Ndufs4,NM_010887,chr13,-,114287794,114388094,chr13-4454
Fst,NM_008046,chr13,-,114452261,114458951,chr13-4457
4930544M13Rik,NR_045976,chr13,+,114607227,114697822,chr13-4463
4930467J12Rik,NR_152116,chr13,-,114586511,114607084,chr13-4463
Mocs2,NM_001113375,chr13,+,114818236,114829420,chr13-4471
Itga2,NM_008396,chr13,-,114833080,114932100,chr13-4476
Pelo,NM_134058,chr13,-,115088354,115090158,chr13-4482
Itga1,NM_001033228,chr13,-,114958080,115101964,chr13-4483
Isl1,NM_021459,chr13,-,116298269,116309688,chr13-4531
4930435F18Rik,NR_153406,chr13,-,116802094,116838178,chr13-4552
Parp8,NM_001081009,chr13,-,116850843,117025531,chr13-4560
Gm6416,NR_046023,chr13,+,117130024,117135884,chr13-4564
Emb,NM_010330,chr13,+,117220572,117274415,chr13-4567
Hcn1,NM_010408,chr13,+,117602319,117981028,chr13-4583
4933413L06Rik,NR_045508,chr13,-,117706763,117720011,chr13-4587
Mrps30,NM_021556,chr13,-,118380109,118387252,chr13-4614
1700003P14Rik,NR_045982,chr13,+,118556167,118588629,chr13-4621
Gm10732,NR_131153,chr13,-,118603409,118658743,chr13-4625
Fgf10,NM_008002,chr13,+,118714698,118792573,chr13-4627
Nnt,NM_001308506,chr13,-,119335526,119409257,chr13-4655
Paip1,NM_001079849,chr13,+,119428599,119460323,chr13-4656
4833420G17Rik,NM_001360805,chr13,+,119462758,119486120,chr13-4657
Tmem267,NM_001370626,chr13,+,119488472,119610459,chr13-4658
3110070M22Rik,NR_027974,chr13,-,119487256,119488384,chr13-4658
Ccl28,NM_020279,chr13,+,119623818,119654358,chr13-4660
Hmgcs1,NM_001291439,chr13,+,119690350,119708260,chr13-4663
1700074H08Rik,NR_138420,chr13,+,119680041,119681582,chr13-4663
Nim1k,NM_175538,chr13,-,119710093,119755882,chr13-4666
Zfp131,NM_001302550,chr13,-,119765185,119791122,chr13-4667
AF067063,NM_001001449,chr13,-,119827960,119830217,chr13-4669
Tcstv1,NM_018756,chr13,-,119893386,119894785,chr13-4671
Gm21761,NM_001310632,chr13,-,119912034,119913468,chr13-4672
B020031M17Rik,NM_001033769,chr13,-,119949356,119950806,chr13-4674
Gm21188,NM_001302966,chr13,-,120034604,120052204,chr13-4678
Gm20767,NM_001039648,chr13,+,120140245,120155335,chr13-4681
Gm21818,NM_001371093,chr13,+,120172407,120173890,chr13-4682
AF067061,NM_001310627,chr13,+,120263094,120264517,chr13-4686
Tcstv3,NM_153523,chr13,+,120316861,120318261,chr13-4688
BC147527,NM_001037925,chr13,+,120300391,120308841,chr13-4688
Gm2897,NM_001177715,chr14,+,3049284,3076838,chr14-2
Gm5795,NM_001270806,chr14,+,3188283,3196683,chr14-8
D830030K20Rik,NM_001320366,chr14,+,3208492,3234562,chr14-9
1700110I01Rik,NR_038059,chr14,+,3262401,3305831,chr14-11
Gm3629,NR_164364,chr14,+,3262339,3263660,chr14-11
Gm3752,NM_001374190,chr14,+,3332363,4132783,chr14-14
Gm10413,NM_029288,chr14,+,3395092,3403534,chr14-16
Gm10409,NR_033121,chr14,+,3412613,3433857,chr14-17
Gm3020,NR_033117,chr14,+,3412613,3430174,chr14-17
Gm10408,NM_001256501,chr14,+,3449311,3459279,chr14-18
Gm3005,NM_001374135,chr14,+,3571790,3594220,chr14-23
Gm3002,NR_033388,chr14,+,3814912,3830681,chr14-33
Gm5796,NM_001029930,chr14,+,4023940,4041368,chr14-41
2610042L04Rik,NM_001309398,chr14,+,4334762,4354687,chr14-54
Gm3173,NM_001374160,chr14,+,4498547,4520509,chr14-60
Gm3264,NM_001242945,chr14,+,4855522,4876908,chr14-75
4930555G01Rik,NM_175393,chr14,+,5050628,5059243,chr14-83
Gm3317,NM_001242941,chr14,+,5163641,5170292,chr14-87
Gm3488,NM_001256885,chr14,+,5163641,5170292,chr14-87
Gm3500,NM_001256886,chr14,-,5718333,5741602,chr14-110
Gm3383,NM_001291094,chr14,-,5790560,5807939,chr14-113
LOC100861615,NM_001270812,chr14,-,6259746,6287250,chr14-132
Gm3636,NM_001309401,chr14,-,6735682,6757057,chr14-151
Gm3667,NM_001374148,chr14,-,6868499,6889931,chr14-156
Gm10406,NM_001164727,chr14,-,7006114,7027449,chr14-162
Gm3696,NM_001024712,chr14,-,7083024,7105503,chr14-165
Gm5797,NM_001025085,chr14,-,7323987,7332395,chr14-174
4930521O11Rik,NR_152169,chr14,-,7375409,7381919,chr14-176
4933406F09Rik,NR_015568,chr14,+,7412472,7422685,chr14-177
Gm3558,NM_001270842,chr14,-,7545150,7568566,chr14-183
Flnb,NM_134080,chr14,+,7817956,7951587,chr14-193
Gm45521,NM_001371278,chr14,+,7957299,7961217,chr14-199
Dnase1l3,NM_007870,chr14,-,7965189,7994182,chr14-200
Abhd6,NM_001331065,chr14,+,8002887,8056770,chr14-201
Pxk,NM_001360316,chr14,+,8098210,8165117,chr14-204
Htd2,NM_001348727,chr14,+,8080312,8091846,chr14-204
Rpp14,NM_025938,chr14,+,8080312,8091846,chr14-204
Pdhb,NM_024221,chr14,-,8165990,8172992,chr14-207
Kctd6,NM_001305937,chr14,+,8216247,8223569,chr14-209
Acox2,NM_053115,chr14,-,8225510,8259019,chr14-211
Fam107a,NM_001360339,chr14,-,8296269,8317607,chr14-213
2610318M16Rik,NR_151471,chr14,+,8367439,8371218,chr14-215
Oit1,NM_146050,chr14,-,8348947,8378763,chr14-216
4930455B14Rik,NR_045968,chr14,+,8666389,8673378,chr14-227
4930452B06Rik,NM_028934,chr14,-,8431171,8666290,chr14-227
