gene,gene_ID,chrom,strand,gene_start,gene_end,name
Atp13a3,NM_001128096,chr16,-,30312423,30388530,chr16-1095
Tmem44,NM_001357413,chr16,-,30511854,30550578,chr16-1102
Lsg1,NM_178069,chr16,-,30561368,30587589,chr16-1103
Xxylt1,NM_198626,chr16,-,30955502,31081432,chr16-1123
Acap2,NM_030138,chr16,-,31092412,31201238,chr16-1128
Ppp1r2,NM_025800,chr16,-,31251540,31275277,chr16-1131
Apod,NM_007470,chr16,-,31296191,31314808,chr16-1132
Bdh1,NM_175177,chr16,+,31422296,31458901,chr16-1136
Dlg1,NM_001252434,chr16,+,31663934,31873356,chr16-1146
Meltf,NM_013900,chr16,+,31878809,31899019,chr16-1155
Ncbp2,NM_026554,chr16,+,31948545,31958472,chr16-1157
Pigz,NM_172822,chr16,+,31933850,31946046,chr16-1157
Senp5,NM_001357088,chr16,-,31975821,32003287,chr16-1160
Cep19,NM_025892,chr16,+,32099788,32108068,chr16-1163
Pigx,NM_024464,chr16,-,32084415,32099727,chr16-1163
Pak2,NM_177326,chr16,-,32016289,32079342,chr16-1163
Nrros,NM_001347182,chr16,-,32142785,32165594,chr16-1166
Bex6,NM_001033539,chr16,+,32179799,32186944,chr16-1167
Wdr53,NM_001185162,chr16,+,32247226,32257083,chr16-1169
Fbxo45,NM_173439,chr16,-,32230111,32247025,chr16-1169
Smco1,NM_183283,chr16,+,32271479,32274781,chr16-1170
Rnf168,NM_027355,chr16,+,32277460,32301439,chr16-1171
Ubxn7,NM_177633,chr16,+,32332251,32393747,chr16-1173
Tctex1d2,NM_001347183,chr16,+,32419701,32429099,chr16-1176
Tm4sf19,NM_001160402,chr16,+,32400505,32408227,chr16-1176
Pcyt1a,NM_009981,chr16,+,32430920,32475065,chr16-1177
Zdhhc19,NM_199309,chr16,+,32496280,32507214,chr16-1179
Slc51a,NM_145932,chr16,-,32475577,32487879,chr16-1179
Tfrc,NM_011638,chr16,+,32608895,32632794,chr16-1184
Tnk2,NM_016788,chr16,+,32644642,32683493,chr16-1185
Muc4,NM_080457,chr16,+,32735885,32782390,chr16-1189
Muc20,NM_146071,chr16,-,32785783,32797435,chr16-1191
Smbd1,NM_001256309,chr16,-,32804887,32810446,chr16-1192
Rubcn,NM_001200038,chr16,-,32821701,32868366,chr16-1194
Fyttd1,NM_027226,chr16,+,32877783,32908963,chr16-1195
Lrch3,NM_001310673,chr16,+,32914099,33016029,chr16-1196
Lmln,NM_172823,chr16,+,33062520,33125659,chr16-1202
Iqcg,NM_178378,chr16,-,33014269,33056186,chr16-1202
Osbpl11,NM_176840,chr16,+,33185070,33243312,chr16-1207
Snx4,NM_080557,chr16,+,33251455,33299562,chr16-1210
Zfp148,NM_011749,chr16,+,33380774,33503903,chr16-1215
Slc12a8,NM_001370999,chr16,+,33517327,33664138,chr16-1220
Heg1,NM_175256,chr16,+,33684465,33768195,chr16-1227
Muc13,NM_010739,chr16,+,33794036,33819927,chr16-1231
Itgb5,NM_010580,chr16,+,33829664,33949338,chr16-1233
Umps,NM_001348087,chr16,-,33954781,33967038,chr16-1238
Kalrn,NM_001164268,chr16,-,34152024,34514027,chr16-1260
Ropn1,NM_030744,chr16,+,34651210,34678610,chr16-1266
Ccdc14,NM_172824,chr16,+,34690615,34725194,chr16-1267
Mylk,NM_139300,chr16,+,34784949,35002434,chr16-1271
Hacd2,NM_023587,chr16,+,35022420,35109175,chr16-1280
Adcy5,NM_001012765,chr16,+,35154863,35305743,chr16-1286
Sec22a,NM_133704,chr16,-,35311130,35363918,chr16-1294
Pdia5,NM_028295,chr16,-,35397311,35490873,chr16-1299
1600019K03Rik,NR_040481,chr16,-,35503169,35509419,chr16-1300
Sema5b,NM_013661,chr16,+,35541361,35664258,chr16-1301
Hspbap1,NM_175111,chr16,+,35770385,35828462,chr16-1310
Parp14,NM_001039530,chr16,-,35832877,35871382,chr16-1314
Parp9,NM_030253,chr16,+,35938469,35972621,chr16-1317
Dtx3l,NM_001013371,chr16,-,35926514,35939027,chr16-1317
Kpna1,NM_008465,chr16,+,35983362,36036162,chr16-1319
Ccdc58,NM_001159421,chr16,+,36071659,36092118,chr16-1322
Fam162a,NM_027342,chr16,-,36043843,36071561,chr16-1322
Csta1,NM_001033239,chr16,-,36119945,36131189,chr16-1325
Stfa2l1,NM_173869,chr16,+,36156810,36161948,chr16-1326
Stfa3,NM_025288,chr16,-,36450536,36455392,chr16-1338
Casr,NM_013803,chr16,-,36490584,36562134,chr16-1342
Cd86,NM_019388,chr16,-,36603868,36666077,chr16-1346
Ildr1,NM_001285791,chr16,+,36693977,36726804,chr16-1347
Slc15a2,NM_001145899,chr16,-,36771876,36784962,chr16-1351
Eaf2,NM_134111,chr16,-,36792883,36874826,chr16-1354
Golgb1,NM_030035,chr16,+,36885010,36933085,chr16-1355
Hcls1,NM_008225,chr16,+,36934982,36963214,chr16-1357
Fbxo40,NM_001358217,chr16,-,36963460,36990467,chr16-1359
Polq,NM_001159369,chr16,+,37011785,37095417,chr16-1360
Stxbp5l,NM_172440,chr16,-,37107309,37384958,chr16-1375
Rabl3,NM_001042499,chr16,+,37539893,37572385,chr16-1381
Gtf2e1,NM_001355727,chr16,-,37509795,37539789,chr16-1381
Hgd,NR_027778,chr16,+,37580152,37632026,chr16-1383
Ndufb4,NM_026610,chr16,-,37647601,37654368,chr16-1386
Fstl1,NM_008047,chr16,+,37777054,37836516,chr16-1391
Lrrc58,NM_177093,chr16,+,37868399,37888857,chr16-1394
Gm36028,NM_001370898,chr16,-,37850910,37861190,chr16-1394
Gpr156,NM_153394,chr16,+,37916495,38007529,chr16-1396
4930542C21Rik,NR_040565,chr16,+,38017322,38054526,chr16-1400
Gsk3b,NM_001347232,chr16,+,38089000,38246084,chr16-1403
Nr1i2,NM_001098404,chr16,-,38248348,38294824,chr16-1411
Maats1,NM_001081025,chr16,-,38297753,38341860,chr16-1413
Popdc2,NM_022318,chr16,+,38362189,38378216,chr16-1414
Pla1a,NM_134102,chr16,-,38396116,38433145,chr16-1417
Cd80,NM_001359898,chr16,+,38458932,38495958,chr16-1418
Adprh,NM_007414,chr16,-,38445398,38452689,chr16-1418
Timmdc1,NM_024273,chr16,-,38497842,38522663,chr16-1420
Tmem39a,NM_001205287,chr16,+,38562813,38592162,chr16-1422
Poglut1,NR_153380,chr16,-,38525057,38550256,chr16-1422
Arhgap31,NM_020260,chr16,-,38598342,38713035,chr16-1428
B4galt4,NM_001285793,chr16,+,38742258,38769054,chr16-1429
Upk1b,NM_178924,chr16,-,38773183,38800203,chr16-1432
Igsf11,NM_170599,chr16,+,38902344,39027157,chr16-1436
Lsamp,NM_001361282,chr16,+,39984363,42181679,chr16-1479
Gap43,NM_008083,chr16,-,42248560,42340651,chr16-1573
4932412D23Rik,NR_040522,chr16,-,42796387,42875762,chr16-1595
Zbtb20,NM_001285805,chr16,+,42907644,43619123,chr16-1596
Tigit,NM_001146325,chr16,-,43648860,43664184,chr16-1626
Drd3,NM_007877,chr16,+,43762220,43822932,chr16-1630
Ccdc191,NM_027801,chr16,+,43889901,43964314,chr16-1635
Qtrt2,NM_029128,chr16,-,43861412,43889676,chr16-1635
Zdhhc23,NM_001007460,chr16,-,43965036,43979809,chr16-1639
Gramd1c,NM_001359085,chr16,-,43980349,44042008,chr16-1641
Naa50,NM_028108,chr16,+,44139808,44163364,chr16-1645
Atp6v1a,NM_001358203,chr16,-,44085403,44139259,chr16-1645
Usf3,NM_001029889,chr16,+,44173396,44227466,chr16-1646
Spice1,NM_144550,chr16,+,44347400,44388492,chr16-1653
Sidt1,NM_001159419,chr16,-,44240179,44332838,chr16-1653
Cfap44,NM_001033247,chr16,+,44394798,44482428,chr16-1655
Boc,NM_172506,chr16,-,44485044,44558870,chr16-1662
Nepro,NM_145972,chr16,+,44724300,44737284,chr16-1668
Gtpbp8,NM_001159329,chr16,-,44738878,44746363,chr16-1669
Cd200r1,NM_021325,chr16,+,44765735,44794977,chr16-1670
Cd200r4,NM_207244,chr16,+,44820727,44839150,chr16-1672
Cd200r2,NM_206535,chr16,+,44867096,44915840,chr16-1674
Cd200r3,NM_027578,chr16,+,44943677,44981380,chr16-1677
Ccdc80,NM_026439,chr16,+,45094010,45127924,chr16-1683
Atg3,NM_001356366,chr16,+,45158828,45188538,chr16-1686
Slc35a5,NM_001356453,chr16,-,45139572,45158673,chr16-1686
Btla,NM_177584,chr16,+,45224336,45252895,chr16-1688
Cd200,NM_001358443,chr16,-,45382134,45409053,chr16-1696
Gm609,NM_001005854,chr16,-,45416754,45492969,chr16-1699
Slc9c1,NM_198106,chr16,+,45535265,45607001,chr16-1701
Gcsam,NM_008099,chr16,+,45610439,45622867,chr16-1704
BC016579,NM_145389,chr16,-,45626847,45654118,chr16-1706
Tmprss7,NM_172455,chr16,-,45656316,45693658,chr16-1707
Tagln3,NM_019754,chr16,-,45711229,45724531,chr16-1708
Abhd10,NM_001272070,chr16,-,45729724,45742955,chr16-1709
Phldb2,NM_001357078,chr16,-,45746230,45844751,chr16-1713
Plcxd2,NM_001134480,chr16,-,45959260,46010413,chr16-1720
Cd96,NM_032465,chr16,-,46035656,46120248,chr16-1724
Nectin3,NM_021495,chr16,-,46447160,46496967,chr16-1739
Dppa4,NM_001018002,chr16,+,48283734,48294292,chr16-1811
Dppa2,NM_028615,chr16,+,48310273,48319513,chr16-1812
Gm5485,NR_015373,chr16,-,48399452,48412416,chr16-1816
Morc1,NM_010816,chr16,+,48431236,48630905,chr16-1817
Trat1,NM_198297,chr16,-,48730773,48772062,chr16-1830
Retnlb,NM_023881,chr16,+,48816855,48818892,chr16-1832
Retnla,NM_020509,chr16,+,48842608,48844461,chr16-1833
Retnlg,NM_181596,chr16,+,48872607,48874498,chr16-1834
Cip2a,NM_172616,chr16,+,48994187,49019705,chr16-1839
Dzip3,NM_001356425,chr16,-,48924227,48994142,chr16-1839
Myh15,NM_001166210,chr16,+,49057399,49199561,chr16-1842
Ift57,NM_028680,chr16,+,49699293,49765126,chr16-1867
Cd47,NM_010581,chr16,+,49855653,49911683,chr16-1874
Gm6936,NR_045001,chr16,+,49980459,49997475,chr16-1879
Gm4827,NR_045935,chr16,-,50019657,50072852,chr16-1882
Bbx,NM_001347240,chr16,-,50191843,50432466,chr16-1897
G730013B05Rik,NR_040379,chr16,+,50528501,50559459,chr16-1901
4930542D17Rik,NR_040566,chr16,+,50590502,50654166,chr16-1903
Dubr,NR_028300,chr16,-,50726750,50732773,chr16-1909
Cblb,NM_001033238,chr16,+,52031548,52208046,chr16-1961
Alcam,NM_009655,chr16,-,52248995,52453081,chr16-1978
4930404A05Rik,NR_040495,chr16,-,52799507,52815744,chr16-1992
Zpld1,NM_178720,chr16,-,55225174,55283237,chr16-2091
Nfkbiz,NM_001159395,chr16,-,55811376,55838641,chr16-2113
Nxpe3,NM_001134457,chr16,-,55839952,55895279,chr16-2115
Cep97,NM_028815,chr16,-,55899887,55934848,chr16-2117
Zbtb11,NM_173026,chr16,+,55973803,56008912,chr16-2118
Rpl24,NM_024218,chr16,+,55966274,55971437,chr16-2118
Trmt10c,NM_029092,chr16,-,56033719,56037786,chr16-2121
Pcnp,NM_001356448,chr16,-,56015507,56029717,chr16-2121
Senp7,NM_001360073,chr16,+,56057529,56190031,chr16-2122
Impg2,NM_174876,chr16,+,56204312,56273753,chr16-2128
Abi3bp,NM_178790,chr16,+,56477845,56690135,chr16-2139
Tfg,NM_001357125,chr16,-,56690328,56717450,chr16-2148
Adgrg7,NM_172825,chr16,-,56724608,56795858,chr16-2151
Tmem45a,NM_019631,chr16,-,56805160,56886163,chr16-2155
Lnp1,NM_001347042,chr16,-,56914099,56927939,chr16-2157
Tmem45a2,NM_183281,chr16,-,57036966,57071346,chr16-2162
Tomm70a,NM_138599,chr16,+,57121713,57154530,chr16-2164
Nit2,NM_023175,chr16,-,57156664,57167332,chr16-2166
Tbc1d23,NM_001358433,chr16,-,57168863,57231466,chr16-2169
Tmem30c,NM_027651,chr16,-,57266138,57292851,chr16-2171
Cmss1,NM_025599,chr16,-,57301999,57606867,chr16-2184
Col8a1,NM_007739,chr16,-,57624255,57754737,chr16-2190
Dcbld2,NM_028523,chr16,+,58408534,58469745,chr16-2216
St3gal6,NM_001357435,chr16,-,58469741,58524253,chr16-2220
Ftdc1,NM_001033404,chr16,-,58613685,58616978,chr16-2224
Cpox,NM_007757,chr16,+,58670207,58680389,chr16-2226
Cldnd1,NR_045518,chr16,+,58727909,58734247,chr16-2229
Olfr183,NM_146485,chr16,+,58995403,59000616,chr16-2239
Olfr187,NM_146322,chr16,-,59035779,59039749,chr16-2241
Gabrr3,NM_001081190,chr16,+,59407381,59461739,chr16-2256
Riox2,NM_025910,chr16,+,59471774,59492451,chr16-2258
Crybg3,NM_174848,chr16,-,59492087,59601047,chr16-2264
4930547E14Rik,NR_040564,chr16,+,59636944,59672993,chr16-2265
Arl6,NM_001347244,chr16,-,59612948,59639409,chr16-2265
Epha6,NM_007938,chr16,-,59653482,60605531,chr16-2304
Nsun3,NM_178925,chr16,-,62734851,62786716,chr16-2391
Arl13b,NM_026577,chr16,-,62793672,62847040,chr16-2393
Pros1,NM_011173,chr16,+,62854306,62929342,chr16-2394
Epha3,NM_001362452,chr16,-,63543531,63864175,chr16-2434
4930453N24Rik,NM_026273,chr16,-,64766104,64770939,chr16-2470
Cggbp1,NM_178647,chr16,+,64852000,64859491,chr16-2474
Zfp654,NM_001347245,chr16,-,64780346,64851723,chr16-2474
Htr1f,NM_008310,chr16,-,64924728,65105784,chr16-2484
Pou1f1,NM_008849,chr16,+,65520511,65535013,chr16-2500
Chmp2b,NM_026879,chr16,-,65539128,65562762,chr16-2502
Vgll3,NM_001368761,chr16,+,65815188,65866368,chr16-2512
Cadm2,NM_001145977,chr16,-,66655420,67620908,chr16-2584
4930428D20Rik,NR_130991,chr16,-,69796140,69800381,chr16-2672
Speer2,NM_173069,chr16,-,69856873,69863744,chr16-2674
Gbe1,NM_028803,chr16,+,70313948,70569720,chr16-2692
D16Ertd519e,NR_040474,chr16,+,70616424,70624822,chr16-2704
4931420L22Rik,NR_040561,chr16,+,71131075,71139029,chr16-2725
4930567J20Rik,NR_040576,chr16,+,71249903,71267176,chr16-2729
8030451O07Rik,NR_131115,chr16,-,72226382,72234327,chr16-2769
Robo1,NM_019413,chr16,+,72663148,73046100,chr16-2786
Robo2,NM_001358491,chr16,-,73892305,75092770,chr16-2883
Rbm11,NM_198302,chr16,+,75592890,75602825,chr16-2903
Lipi,NM_001252513,chr16,-,75540513,75586061,chr16-2903
Hspa13,NM_030201,chr16,-,75755190,75766818,chr16-2910
Samsn1,NM_023380,chr16,-,75858793,75909266,chr16-2916
4930578N18Rik,NR_040575,chr16,+,76122612,76156086,chr16-2924
Nrip1,NM_001358238,chr16,-,76287402,76373827,chr16-2934
Fau,NM_001160239,chr16,-,76403205,76403711,chr16-2936
Usp25,NM_013918,chr16,+,77014068,77116780,chr16-2960
1700041M19Rik,NR_040573,chr16,-,77004227,77010881,chr16-2960
E330011O21Rik,NR_045698,chr16,-,78250862,78255454,chr16-3010
Cxadr,NM_001276263,chr16,+,78301670,78329968,chr16-3012
Btg3,NM_001297747,chr16,-,78359859,78377181,chr16-3015
D16Ertd472e,NM_025967,chr16,-,78540335,78576688,chr16-3023
Chodl,NM_139134,chr16,+,78930947,78951733,chr16-3037
Tmprss15,NM_008941,chr16,-,78953007,79091097,chr16-3043
Ncam2,NM_010954,chr16,+,81200696,81597805,chr16-3128
4930553E22Rik,NR_040567,chr16,+,84371142,84375505,chr16-3254
4930529L06Rik,NR_040537,chr16,+,84679788,84685147,chr16-3267
Mrpl39,NM_017404,chr16,-,84717579,84735302,chr16-3269
Jam2,NM_023844,chr16,+,84774122,84826375,chr16-3270
Gabpa,NM_008065,chr16,+,84835123,84863778,chr16-3273
Atp5j,NM_001302213,chr16,-,84827870,84835625,chr16-3273
App,NM_001198825,chr16,-,84954435,85173707,chr16-3286
Cyyr1,NM_144853,chr16,-,85456243,85550373,chr16-3302
4930556C24Rik,NR_040506,chr16,+,85819210,85826772,chr16-3312
Adamts1,NM_009621,chr16,-,85793827,85803113,chr16-3312
Adamts5,NM_011782,chr16,-,85858156,85901125,chr16-3316
N6amt1,NM_026366,chr16,+,87354184,87368649,chr16-3374
Rwdd2b,NM_016924,chr16,-,87433330,87440592,chr16-3377
Ltn1,NM_001081068,chr16,-,87376650,87432606,chr16-3377
Usp16,NM_024258,chr16,+,87454984,87483513,chr16-3378
B130034C11Rik,NR_040375,chr16,+,87496072,87504038,chr16-3379
Cct8,NM_009840,chr16,-,87483324,87495869,chr16-3379
Map3k7cl,NM_144854,chr16,+,87553329,87595336,chr16-3382
Bach1,NM_007520,chr16,+,87698953,87733346,chr16-3387
Grik1,NM_001346964,chr16,-,87912415,88290265,chr16-3411
4930553J12Rik,NR_138570,chr16,+,88798891,88820892,chr16-3431
Tiam1,NM_001145886,chr16,-,89787110,89974699,chr16-3478
Sod1,NM_011434,chr16,+,90220761,90226333,chr16-3488
Scaf4,NM_178923,chr16,-,90228950,90284503,chr16-3491
Hunk,NM_015755,chr16,+,90386396,90499553,chr16-3495
Mrap,NM_029844,chr16,+,90738206,90749784,chr16-3509
Mis18a,NM_025642,chr16,-,90719311,90727371,chr16-3509
Urb1,NM_029497,chr16,-,90751526,90810413,chr16-3512
Eva1c,NM_001316760,chr16,+,90826718,90905109,chr16-3513
Cfap298,NM_026502,chr16,-,90925810,90934849,chr16-3517
4930404I05Rik,NR_028368,chr16,+,91011248,91016503,chr16-3520
Synj1,NM_001164483,chr16,-,90936096,91011308,chr16-3520
Paxbp1,NR_152264,chr16,-,91014036,91044379,chr16-3521
4932438H23Rik,NM_001163695,chr16,-,91055523,91069152,chr16-3522
Olig2,NM_016967,chr16,+,91225549,91228677,chr16-3529
Ifnar2,NM_010509,chr16,+,91372782,91405587,chr16-3534
Il10rb,NM_008349,chr16,+,91406234,91425834,chr16-3536
A930006K02Rik,NR_077219,chr16,+,91465103,91470123,chr16-3538
Ifnar1,NM_010508,chr16,+,91485214,91510522,chr16-3539
Ifngr2,NM_008338,chr16,+,91547058,91564007,chr16-3541
Tmem50b,NM_030018,chr16,-,91574507,91597680,chr16-3543
Son,NM_019973,chr16,+,91647823,91663318,chr16-3545
Gart,NM_001357351,chr16,-,91621396,91646972,chr16-3545
Donson,NM_021720,chr16,-,91679264,91688728,chr16-3547
Atp5o,NM_138597,chr16,-,91925222,91931630,chr16-3557
Kcne2,NM_134110,chr16,+,92292388,92298133,chr16-3571
Smim11,NM_138743,chr16,+,92301302,92313041,chr16-3572
Kcne1,NM_008424,chr16,-,92346000,92359468,chr16-3574
Gm29805,NR_105054,chr16,-,92377070,92382683,chr16-3575
Rcan1,NM_001081549,chr16,-,92391950,92466169,chr16-3578
Clic6,NM_172469,chr16,+,92498146,92541241,chr16-3579
2410124H12Rik,NM_029740,chr16,+,92478741,92497365,chr16-3579
Runx1,NM_001111022,chr16,-,92601465,92826074,chr16-3593
1810053B23Rik,NR_040487,chr16,-,93346056,93359543,chr16-3614
1700029J03Rik,NR_040494,chr16,-,93396814,93458872,chr16-3618
Cbr1,NM_007620,chr16,+,93607836,93610349,chr16-3624
Setd4,NM_145482,chr16,-,93583460,93603815,chr16-3624
Cbr3,NM_173047,chr16,+,93683218,93690991,chr16-3627
Dop1b,NM_026700,chr16,+,93711906,93740278,chr16-3628
Morc3,NM_001045529,chr16,+,93832120,93876073,chr16-3633
Chaf1b,NM_028083,chr16,+,93883900,93906106,chr16-3635
Cldn14,NM_019500,chr16,-,93919030,94008837,chr16-3640
Sim2,NM_011377,chr16,+,94085259,94127032,chr16-3643
Hlcs,NM_139145,chr16,-,94129305,94313563,chr16-3652
Ripply3,NM_133229,chr16,+,94328421,94336935,chr16-3653
Ttc3,NM_009441,chr16,+,94370738,94469221,chr16-3654
Pigp,NM_019543,chr16,-,94364451,94371015,chr16-3654
Vps26c,NM_007834,chr16,-,94497723,94526629,chr16-3661
Dyrk1a,NM_007890,chr16,+,94570205,94695519,chr16-3662
Kcnj6,NM_001025584,chr16,-,94748682,94997696,chr16-3679
Kcnj15,NM_001271695,chr16,+,95257557,95300258,chr16-3690
Erg,NM_001302152,chr16,-,95359168,95586593,chr16-3703
Ets2,NM_011809,chr16,+,95702406,95721049,chr16-3708
1600002D24Rik,NR_040484,chr16,-,95841885,95929077,chr16-3717
Psmg1,NM_019537,chr16,-,95979932,95990960,chr16-3719
Brwd1,NM_176928,chr16,-,96066667,96082428,chr16-3723
Hmgn1,NM_008251,chr16,-,96121587,96127725,chr16-3725
Lca5l,NM_001001492,chr16,-,96158405,96192257,chr16-3727
Sh3bgr,NM_015825,chr16,+,96200469,96228933,chr16-3728
B3galt5,NM_001122993,chr16,+,96235800,96319858,chr16-3729
Dscam,NM_031174,chr16,-,96592078,97170735,chr16-3766
Bace2,NM_019517,chr16,+,97356727,97442936,chr16-3774
Mx1,NR_003520,chr16,-,97447034,97462906,chr16-3778
Fam3b,NM_020622,chr16,-,97470964,97504936,chr16-3780
Mx2,NR_003508,chr16,+,97536080,97560901,chr16-3781
Tmprss2,NM_015775,chr16,-,97564681,97611195,chr16-3784
Ripk4,NM_023663,chr16,-,97741932,97763779,chr16-3790
Prdm15,NM_001359077,chr16,-,97791466,97851850,chr16-3794
C2cd2,NM_174847,chr16,-,97855208,97922633,chr16-3796
Pisd-ps2,NR_003519,chr17,-,3064317,3084183,chr17-4
Scaf8,NM_134123,chr17,+,3114971,3198859,chr17-5
Tiam2,NM_001122998,chr17,+,3326572,3519397,chr17-14
1700102H20Rik,NR_045303,chr17,+,3557823,3559863,chr17-23
Tfb1m,NM_146074,chr17,-,3519250,3557755,chr17-23
Nox3,NM_198958,chr17,-,3635239,3696261,chr17-28
4930470H14Rik,NR_045764,chr17,-,4044657,4082995,chr17-44
4930548J01Rik,NR_045462,chr17,-,4119445,4122102,chr17-45
4930517M08Rik,NR_130984,chr17,+,4634979,4637477,chr17-66
Arid1b,NM_001085355,chr17,+,4995073,5347656,chr17-80
Tmem242,NM_027457,chr17,-,5410863,5440260,chr17-98
Zdhhc14,NM_146073,chr17,+,5492599,5753891,chr17-100
3300005D01Rik,NR_045079,chr17,+,5799489,5803242,chr17-112
Snx9,NM_025664,chr17,+,5841323,5931956,chr17-114
Synj2,NM_001113353,chr17,+,5941279,6039390,chr17-118
Gtf2h5,NM_181392,chr17,+,6079827,6085485,chr17-124
Serac1,NM_177311,chr17,-,6040570,6079739,chr17-124
Tulp4,NM_001103181,chr17,+,6106829,6240637,chr17-125
Tmem181a,NM_001357884,chr17,+,6256859,6308314,chr17-131
Sytl3,NM_031395,chr17,+,6673609,6738044,chr17-147
Ezr,NM_009510,chr17,-,6738130,6782780,chr17-152
Rsph3b,NM_001083945,chr17,-,6904715,6948356,chr17-158
Tagap1,NM_147155,chr17,-,6954964,6961156,chr17-159
Gm1604b,NM_001033442,chr17,+,7025542,7087597,chr17-162
Rps6ka2,NM_011299,chr17,+,7170114,7303316,chr17-167
Fndc1,NM_001081416,chr17,-,7738568,7827302,chr17-193
Tagap,NM_145968,chr17,+,7925999,7934897,chr17-197
Fgfr1op,NM_201230,chr17,+,8165517,8196470,chr17-206
Ccr6,NM_001190334,chr17,+,8243806,8257129,chr17-209
Mpc1,NM_018819,chr17,+,8283786,8297667,chr17-211
Sft2d1,NM_001357890,chr17,+,8311087,8327442,chr17-212
4930506C21Rik,NR_073374,chr17,-,8293365,8311118,chr17-212
T2,NM_001161832,chr17,+,8372395,8422726,chr17-214
T,NM_009309,chr17,+,8434422,8442496,chr17-217
Pde10a,NM_001290707,chr17,+,8526800,8986648,chr17-221
1700010I14Rik,NM_025851,chr17,+,8988332,9008319,chr17-239
6530411M01Rik,NR_027881,chr17,-,9147718,9168022,chr17-246
4930452A19Rik,NR_045433,chr17,-,9750751,9775866,chr17-271
1700110C19Rik,NR_045461,chr17,+,10324601,10329312,chr17-292
Qk,NM_021881,chr17,-,10210179,10319361,chr17-292
Prkn,NM_001317726,chr17,+,10840358,11557236,chr17-313
Pacrg,NM_027032,chr17,-,10403011,10840191,chr17-313
Agpat4,NM_026644,chr17,+,12119283,12219640,chr17-364
4732491K20Rik,NR_045290,chr17,+,12318852,12327250,chr17-372
Map3k4,NM_001357722,chr17,-,12227620,12318796,chr17-372
Plg,NM_008877,chr17,+,12378608,12419384,chr17-375
Slc22a3,NM_011395,chr17,-,12419973,12507704,chr17-380
Slc22a2,NM_013667,chr17,+,12584188,12628489,chr17-383
Slc22a1,NM_009202,chr17,-,12648874,12675838,chr17-387
Airn,NR_002853,chr17,+,12741310,12815557,chr17-389
Igf2r,NM_010515,chr17,-,12682405,12769706,chr17-390
Mas1,NM_008552,chr17,-,12838840,12868143,chr17-394
Tcp1,NM_013686,chr17,+,12916328,12925067,chr17-396
Mrpl18,NM_026310,chr17,-,12911354,12916091,chr17-396
Pnldc1,NM_001034866,chr17,-,12888901,12910000,chr17-396
Acat3,NM_153151,chr17,-,12923958,12940396,chr17-397
Acat2,NM_009338,chr17,-,12943041,12960725,chr17-398
Wtap,NM_175394,chr17,-,12971019,12992539,chr17-399
Sod2,NM_013671,chr17,+,13007838,13018119,chr17-400
Unc93a,NM_199252,chr17,-,13108616,13131791,chr17-405
2700054A10Rik,NR_045437,chr17,-,13487020,13554094,chr17-421
Afdn,NR_151731,chr17,+,13760540,13905794,chr17-427
Tcte2,NM_022311,chr17,-,13716435,13761403,chr17-427
Dact2,NM_172826,chr17,-,14195229,14203831,chr17-445
Smoc2,NM_022315,chr17,+,14279505,14404790,chr17-448
Thbs2,NM_011581,chr17,-,14665499,14694262,chr17-464
Wdr27,NM_175173,chr17,-,14818671,14943124,chr17-474
Phf10,NM_001360983,chr17,-,14947743,14961260,chr17-475
Ermard,NM_001360401,chr17,+,15041639,15064232,chr17-478
Gm5091,NR_046164,chr17,-,15231584,15240783,chr17-486
Gm10510,NR_033511,chr17,-,15350812,15354461,chr17-491
Fam120b,NM_024203,chr17,+,15396245,15433581,chr17-492
Dll1,NM_007865,chr17,-,15367353,15375823,chr17-492
Tbp,NM_013684,chr17,+,15499887,15517427,chr17-496
Psmb1,NM_011185,chr17,-,15475720,15498276,chr17-496
Prdm9,NM_001361436,chr17,-,15553234,15564354,chr17-499
4933401D09Rik,NR_045431,chr17,+,15631787,15641102,chr17-502
Chd1,NM_007690,chr17,+,15704966,15772612,chr17-505
Rgmb,NM_001372256,chr17,-,15804660,15831246,chr17-510
Gm6712,NM_001324550,chr17,+,17294442,17319585,chr17-568
Riok2,NM_025934,chr17,+,17374331,17394899,chr17-571
Lix1,NM_025681,chr17,+,17402685,17459388,chr17-573
Lnpep,NM_172827,chr17,-,17527722,17624489,chr17-581
Vmn2r90,NM_001104539,chr17,+,17703940,17734167,chr17-585
Spaca6,NM_001162909,chr17,+,17830974,17839071,chr17-590
Has1,NM_008215,chr17,-,17843325,17855188,chr17-591
Fpr1,NM_013521,chr17,-,17876470,17883939,chr17-592
Vmn2r124,NM_001271883,chr17,+,18049483,18074220,chr17-598
Vmn2r93,NM_001104542,chr17,+,18298280,18326441,chr17-608
Vmn2r94,NM_001104543,chr17,-,18243569,18277566,chr17-608
Vmn2r95,NM_001102581,chr17,+,18424103,18452324,chr17-613
Vmn2r96,NM_001104547,chr17,+,18581726,18598157,chr17-620
Vmn2r99,NM_001104551,chr17,+,19362134,19394590,chr17-651
Vmn2r100,NM_001104562,chr17,+,19504810,19532060,chr17-657
Vmn2r101,NM_001104563,chr17,+,19577230,19612317,chr17-660
Vmn2r102,NM_001104564,chr17,+,19660398,19694748,chr17-663
Vmn2r103,NM_001104565,chr17,+,19773362,19812536,chr17-667
