,paint,chrom,prefix,gene,Atp,BC,Ccdc,Cd,Cyp,Eif,Fam,Gm,Gpr,Il,Krt,Krtap,Lrrc,Mir,Olfr,Ppp,Rab,Rnf,Rpl,Slc,Snord,Tmem,Trim,Usp,Vmn,Wdr,Zfp,Rhox,Skint,Dnah
1257,1299,chr15,",Adamts,Amacr,C,Gm,Npr,Rai,Rxfp,Slc,Sub,Tars,Zfr","1700047G03Rik,4930556M19Rik,Adamts12,Amacr,C1qtnf3,Gm19276,Gm5144,Npr3,Rai14,Rxfp3,Slc45a2,Sub1,Tars,Zfr",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1258,1300,chr15,",Cdh,Drosha,Golph,Mir,Mtmr,Pdzd,Zfr","6030458C11Rik,Cdh6,Drosha,Golph3,Mir1898,Mtmr12,Pdzd2,Zfr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,1303,chr15,",Cdh","4921515E04Rik,Cdh9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,1304,chr15,",Cdh,Gm","4921515E04Rik,Cdh10,Gm35496",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,1305,chr15,"Acot,Cdh","Acot10,Cdh12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1306,chr15,Cdh,Cdh12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,1307,chr15,"Cdh,Hnrnpa","Cdh18,Hnrnpa1l2-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,1308,chr15,"Basp,Gm,Myo","Basp1,Gm5468,Myo10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,1309,chr15,"Fbxl,Gm,March,Mir,Myo,Retreg,Zfp","Fbxl7,Gm41279,March11,Mir7212,Myo10,Retreg1,Zfp622",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1266,1310,chr15,"Ank,Dnah,Mir,Otulin,Otulinl,Trio","Ank,Dnah5,Mir7117,Otulin,Otulinl,Trio",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1267,1311,chr15,Mir,Mir3964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,1312,chr15,",Ankrd,Atpsckmt,Cct,Cmbl,Ctnnd,Dap,March,Ropn","4930430F21Rik,Ankrd33b,Atpsckmt,Cct5,Cmbl,Ctnnd2,Dap,March6,Ropn1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,1313,chr15,"Cpq,Gm,Sdc,Sema,Snhg,Snord,Tas","Cpq,Gm41289,Sdc2,Sema5a,Snhg18,Snord123,Tas2r119",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1270,1314,chr15,",Cpq,Erich,Gm,Laptm,Matn,Mtdh,Nipal,Pop,Rida,Rpl,Tspyl","1700084J12Rik,4930592A05Rik,9430069I07Rik,Cpq,Erich5,Gm12191,Laptm4b,Matn2,Mtdh,Nipal2,Pop1,Rida,Rpl30,Tspyl5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1271,1315,chr15,",BC,Cox,Kcns,Mir,Nipal,Osr,Rgs,Stk,Vps","4930413F20Rik,BC048602,Cox6c,Kcns2,Mir599,Mir875,Nipal2,Osr2,Rgs22,Stk3,Vps13b",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1316,chr15,",Ankrd,Fbxo,Gm,Grhl,Mir,Ncald,Pabpc,Polr,Rgs,Rnf,Snx,Spag,Ywhaz,Zfp","4930447A16Rik,Ankrd46,Fbxo43,Gm15941,Gm16136,Grhl2,Mir8097,Ncald,Pabpc1,Polr2k,Rgs22,Rnf19a,Snx31,Spag1,Ywhaz,Zfp706",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1273,1317,chr15,",Atp,Azin,Baalc,Cthrc,Dcaf,Fzd,Gm,Klf,Mir,Ncald,Odf,Rims,Rrm,Slc,Ubr","2310043O21Rik,Atp6v1c1,Azin1,Baalc,Cthrc1,Dcaf13,Fzd6,Gm45924,Klf10,Mir6951,Ncald,Odf1,Rims2,Rrm2b,Slc25a32,Ubr5",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1274,1318,chr15,",AU,Dcstamp,Dpys,Gm,Lrp,Rims,Zfpm","9330182O14Rik,AU022793,Dcstamp,Dpys,Gm16291,Gm16294,Gm33251,Gm33301,Lrp12,Rims2,Zfpm2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1319,chr15,",Abra,Oxr,Zfpm","4930555K19Rik,Abra,Oxr1,Zfpm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,1320,chr15,"Angpt,Eif,Emc,Gm,Rspo","Angpt1,Eif3e,Emc2,Gm10373,Rspo2",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,1321,chr15,",A,Ebag,Eny,Kcnv,Nudcd,Pkhd,Sybu,Tmem,Trhr","2310069G16Rik,A930017M01Rik,Ebag9,Eny2,Kcnv1,Nudcd1,Pkhd1l1,Sybu,Tmem74,Trhr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1278,1322,chr15,,"1700022A22Rik,4930523O13Rik,4930548G14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,1323,chr15,Csmd,Csmd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,1324,chr15,Csmd,Csmd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,1325,chr15,"Gm,Mir,Trps","Gm19303,Mir1907,Trps1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,1326,chr15,"Aard,Eif,Gm,Med,Rad,Slc,Utp","Aard,Eif3h,Gm19303,Med30,Rad21,Slc30a8,Utp23",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1283,1327,chr15,"Ext,Mir,Samd","Ext1,Mir28c,Samd12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,1328,chr15,"Ccn,Col,Colec,Deptor,Dscc,Enpp,Gm,Mal,Mrpl,Mtbp,Sntb,Taf,Tnfrsf","Ccn3,Col14a1,Colec10,Deptor,Dscc1,Enpp2,Gm2491,Gm26684,Gm9920,Mal2,Mrpl13,Mtbp,Sntb1,Taf2,Tnfrsf11b",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,1329,chr15,"Has,Slc,Sntb","Has2,Has2os,Slc22a22,Sntb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1286,1330,chr15,",Anxa,Atad,Derl,Fam,Fbxo,Fer,Klhl,Slc,Tbc,Wdyhv,Zhx","9130401M01Rik,Anxa13,Atad2,Derl1,Fam83a,Fam91a1,Fbxo32,Fer1l6,Klhl38,Slc22a22,Tbc1d31,Wdyhv1,Zhx1,Zhx2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1287,1331,chr15,",Gm,Mtss,Ndufb,Nsmce,Rnf,Sqle,Tatdn,Tmem,Trib,Trmt,Washc,Zfp","4933412E24Rik,Gm19510,Mtss1,Ndufb9,Nsmce2,Rnf139,Sqle,Tatdn1,Tmem65,Trib1,Trmt12,Washc5,Zfp572",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1288,1332,chr15,",A,D,Lratd","9930014A18Rik,A1bg,D030024E09Rik,Lratd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,1333,chr15,"D,H,Myc,Pvt","D030024E09Rik,H2afy3,Myc,Pvt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,1334,chr15,",Adcy,Asap,Fam,Gm,Gsdmc,Gsdmcl,Gsdmcl-ps","1700065I16Rik,Adcy8,Asap1,Fam49b,Gm20740,Gsdmc,Gsdmc2,Gsdmc3,Gsdmc4,Gsdmcl-ps,Gsdmcl1,Gsdmcl2",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,1335,chr15,"Adcy,Efr,Hhla,Kcnq,Oc","Adcy8,Efr3a,Hhla1,Kcnq3,Oc90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,1336,chr15,",Ccn,Kcnq,Lrrc,Ndrg,Phf,Sla,St,Tg,Tmem","1700012I11Rik,Ccn4,Kcnq3,Lrrc6,Ndrg1,Phf20l1,Sla,St3gal1,Tg,Tmem71",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1293,1337,chr15,"Gm,Khdrbs,Mir,Zfat","Gm41341,Khdrbs3,Mir30b,Mir30d,Zfat",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,1338,chr15,",Gm","4930504C09Rik,Gm19782",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,1339,chr15,"Col,Fam","Col22a1,Fam135b",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,1340,chr15,"Ago,Chrac,Dennd,Gpr,Kcnk,Mir,Peg,Ptk,Ptp,Slc,Trappc","Ago2,Chrac1,Dennd3,Gpr20,Kcnk9,Mir151,Peg13,Ptk2,Ptp4a3,Slc45a4,Trappc9",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1297,1341,chr15,",Adgrb,Arc,Cyp,Gm,Gml,Jrk,Ly,Lynx,Lypd,Mroh,Ndufb,Psca,Ptp,Slurp,Them","4933427E11Rik,Adgrb1,Arc,Cyp11b1,Cyp11b2,Gm32168,Gm33174,Gm6569,Gml,Gml2,Jrk,Ly6a,Ly6c1,Ly6c2,Ly6d,Ly6e,Ly6g,Ly6g2,Ly6g6g,Ly6i,Ly6k,Ly6m,Lynx1,Lypd2,Mroh4,Mroh5,Ndufb4c,Psca,Ptp4a3,Slurp1,Slurp2,Them6",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,1342,chr15,",Adck,Arhgap,BC,Bop,C,Ccdc,Cpsf,Cyc,Cyhr,Dgat,Eef,Eppk,Exosc,Fam,Fbxl,Foxh,Gpaa,Gpihbp,Gpt,Grina,Gsdmd,Hgh,Hsf,Iqank,Kifc,Lrrc,Ly,Maf,Mafa,Mapk,Mfsd,Mir,Mirt,Mroh,Naprt,Nrbp,Oplah,Parp,Plec,Ppp,Puf,Pycrl,Recql,Rhpn,Scrib,Scrt,Scx,Sharpin,Slc,Smpd,Spatc,Tigd,Tonsl,Top,Tssk,Tsta,Vps,Zc,Zfp","9030619P08Rik,Adck5,Arhgap39,BC024139,Bop1,C030006K11Rik,Ccdc166,Cpsf1,Cyc1,Cyhr1,Dgat1,Eef1d,Eppk1,Exosc4,Fam83h,Fbxl6,Foxh1,Gpaa1,Gpihbp1,Gpt,Grina,Gsdmd,Hgh1,Hsf1,Iqank1,Kifc2,Lrrc14,Lrrc24,Ly6f,Ly6h,Ly6l,Maf1,Mafa,Mapk15,Mfsd3,Mir1942,Mir3079,Mir6952,Mir6953,Mir6954,Mirt2,Mroh1,Mroh6,Naprt,Nrbp2,Oplah,Parp10,Plec,Ppp1r16a,Puf60,Pycrl,Recql4,Rhpn1,Scrib,Scrt1,Scx,Sharpin,Slc39a4,Slc52a2,Smpd5,Spatc1,Tigd5,Tonsl,Top1mt,Tssk5,Tsta3,Vps28,Zc3h3,Zfp41,Zfp623,Zfp707",0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1299,1343,chr15,",Apol,Arhgap,Cacng,Commd,Eif,Foxred,Ift,Mb,Myh,Ncf,Pvalb,Rbfox,Rpl,Txn,Zfp","1110038F14Rik,1700025B11Rik,1700109K24Rik,Apol10a,Apol10b,Apol11a,Apol11b,Apol6,Apol7a,Apol7b,Apol7c,Apol7e,Apol8,Apol9a,Apol9b,Arhgap39,Cacng2,Commd5,Eif3d,Foxred2,Ift27,Mb,Myh9,Ncf4,Pvalb,Rbfox2,Rpl8,Txn2,Zfp251,Zfp647,Zfp7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1300,1344,chr15,",Ankrd,Baiap,C,Card,Cby,Cdc,Csf,Csnk,Cyth,Ddx,Dmc,Eif,Elfn,Fam,Galr,Gcat,Gga,Gm,Gtpbp,H,Il,Josd,Kcnj,Kctd,Kdelr,Lgals,Maff,Mfng,Micall,Mir,Mpst,Ncf,Nol,Pdxp,Pick,Pla,Polr,Rac,Sh,Slc,Sox,Sstr,Sun,Tex,Tmem,Tmprss,Tomm,Triobp,Tst","1700088E04Rik,Ankrd54,Baiap2l2,C1qtnf6,Card10,Cby1,Cdc42ep1,Csf2rb,Csf2rb2,Csnk1e,Cyth4,Ddx17,Dmc1,Eif3l,Elfn2,Fam227a,Galr3,Gcat,Gga1,Gm10863,Gm10865,Gm16576,Gm17753,Gm36738,Gtpbp1,H1f0,Il2rb,Josd1,Kcnj4,Kctd17,Kdelr3,Lgals1,Lgals2,Maff,Mfng,Micall1,Mir1943,Mir6955,Mir6956,Mir7676-1,Mir7676-2,Mpst,Ncf4,Nol12,Pdxp,Pick1,Pla2g6,Polr2f,Rac2,Sh3bp1,Slc16a8,Sox10,Sstr3,Sun2,Tex33,Tmem184b,Tmprss6,Tomm22,Triobp,Tst",0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1301,1345,chr15,",A,Adsl,Apobec,Atf,Cacna,Cbx,D,Dnal,Enthd,Fam,Gm,Grap,Mchr,Mgat,Mief,Mir,Mrtfa,Npcd,Nptxr,Pdgfb,Rpl,Rps,Sgsm,Snord,Syngr,Tab,Tnrc","4930483J18Rik,8430426J06Rik,A430088P11Rik,Adsl,Apobec3,Atf4,Cacna1i,Cbx6,Cbx7,D730005E14Rik,Dnal4,Enthd1,Fam83f,Gm16576,Gm31369,Grap2,Mchr1,Mgat3,Mief1,Mir5113,Mir6957,Mir7213,Mrtfa,Npcd,Nptxr,Pdgfb,Rpl3,Rps19bp1,Sgsm3,Snord43,Snord83b,Syngr1,Tab1,Tnrc6b",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1302,1346,chr15,",Aco,Ccdc,Cenpm,Chadl,Csdc,Cyp,Desi,Dnajb,Ep,Gm,L,Mei,Mir,Naga,Ndufa,Pheta,Phf,Pmm,Polr,Rangap,Rbx,Sept,Shisa,Slc,Smdt,Snu,Srebf,St,Tef,Tnfrsf,Tob,Wbp,Xpnpep,Xrcc,Zc","1500009C09Rik,1700029P11Rik,4930407I10Rik,8430426J06Rik,Aco2,Ccdc134,Cenpm,Chadl,Csdc2,Cyp2d10,Cyp2d11,Cyp2d12,Cyp2d13,Cyp2d22,Cyp2d34,Cyp2d37-ps,Cyp2d9,Desi1,Dnajb7,Ep300,Gm17597,L3mbtl2,Mei1,Mir33,Mir7684,Naga,Ndufa6,Pheta2,Phf5a,Pmm1,Polr3h,Rangap1,Rbx1,Sept3,Shisa8,Slc25a17,Smdt1,Snu13,Srebf2,St13,Tef,Tnfrsf13c,Tob2,Wbp2nl,Xpnpep3,Xrcc6,Zc3h7b",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1303,1347,chr15,",A,Arfgap,Bik,Cyb,Cyp,Efcab,Gm,Mcat,Mir,Mpped,Nfam,Pacsin,Parvb,Pnpla,Poldip,Rnu,Rrp,Samm,Scube,Serhl,Sult,Tbrg,Tcf,Tspo,Ttll","1700001L05Rik,A4galt,Arfgap3,Bik,Cyb5r3,Cyp2d26,Cyp2d40,Efcab6,Gm20324,Mcat,Mir12186,Mir3080,Mir6392,Mpped1,Nfam1,Pacsin2,Parvb,Pnpla3,Pnpla5,Poldip3,Rnu12,Rrp7a,Samm50,Scube1,Serhl,Sult4a1,Tbrg3,Tcf20,Tspo,Ttll1,Ttll12",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,1348,chr15,",AU,Arhgap,Atxn,Fam,Fbln,Gm,Lncppara,Mir,Mirlet,Nup,Parvb,Parvg,Phf,Ppara,Prr,Ribc,Rtl,Shisal,Smc,Upk,Wnt","5031439G07Rik,7530416G11Rik,AU022754,Arhgap8,Atxn10,Fam118a,Fbln1,Gm19277,Gm20556,Lncppara,Mir1249,Mirlet7b,Mirlet7c-2,Nup50,Parvb,Parvg,Phf21b,Ppara,Prr5,Ribc2,Rtl6,Shisal1,Smc1b,Upk3a,Wnt7b",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,1349,chr15,"Cdpf,Celsr,Cerk,Gm,Gramd,Gtse,Pkdrej,Ppara,Tbc,Trmu,Ttc","Cdpf1,Celsr1,Cerk,Gm15569,Gramd4,Gtse1,Pkdrej,Ppara,Tbc1d22a,Trmu,Ttc38",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,1350,chr15,"B,Brd,Mir,Tafa,Zdhhc","B230214G05Rik,Brd1,Mir6393,Tafa5,Zdhhc25",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,1351,chr15,",Acr,Adm,Alg,Arsa,C,Chkb,Cpt,Creld,Dennd,Gm,Hdac,Klhdc,Lmf,Mapk,Miox,Mir,Mlc,Mov,Ncaph,Odf,Panx,Pim,Plxnb,Ppp,Rabl,Sbf,Sco,Selenoo,Shank,Syce,Syt,Trabd,Ttll,Tubgcp,Tymp,Zbed","1810021B22Rik,Acr,Adm2,Alg10b,Alg12,Arsa,C230037L18Rik,Chkb,Cpt1b,Creld2,Dennd6b,Gm36221,Gm44502,Hdac10,Klhdc7b,Lmf2,Mapk11,Mapk12,Mapk8ip2,Miox,Mir6958,Mir6959,Mir7118,Mir7648,Mlc1,Mov10l1,Ncaph2,Odf3b,Panx2,Pim3,Plxnb2,Ppp6r2,Rabl2,Sbf1,Sco2,Selenoo,Shank3,Syce3,Syt10,Trabd,Ttll8,Tubgcp6,Tymp,Zbed4",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,1352,chr15,"Abcd,Cpne,Gm,Kif,Lrrk,Slc,Spn-ps","Abcd2,Cpne8,Gm36480,Kif21a,Lrrk2,Slc2a13,Spn-ps",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1309,1353,chr15,"Cntn,Gm,Gxylt,Lrrk,Pdzrn,Smgc","Cntn1,Gm26760,Gxylt1,Lrrk2,Pdzrn4,Smgc",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,1354,chr15,",Adamts,D,Gxylt,Irak,Pphln,Prickle,Pus,Tmem,Twf,Yaf,Zcrb","9430014N10Rik,Adamts20,D630010B17Rik,Gxylt1,Irak4,Pphln1,Prickle1,Pus7l,Tmem117,Twf1,Yaf2,Zcrb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1311,1355,chr15,",Ano,D,Dbx,Gm,LOC,Nell,Tmem","2610037D02Rik,4833422M21Rik,Ano6,D030018L15Rik,Dbx2,Gm4371,Gm6961,LOC100043315,LOC102634389,Nell2,Tmem117",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1312,1356,chr15,",Amigo,Arid,E,Endou,Gm,Pced,Rapgef,Rpap,Scaf,Slc","4833422M21Rik,Amigo2,Arid2,E330033B04Rik,Endou,Gm32885,Pced1b,Rapgef3,Rpap3,Scaf11,Slc38a1,Slc38a2,Slc38a4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1313,1357,chr15,",Adcy,Arf,Asb,C,Cacnb,Ccdc,Ccnt,Col,Ddn,Ddx,Dhh,Dnajc,Fkbp,Gm,H,Hdac,Kansl,Kcnh,Kmt,Lalba,Lmbr,Mcrs,Mir,Olfr,Pfkm,Prkag,Prph,Rapgef,Rhebl,Rnd,Senp,Slc,Snora,Spats,Tmem,Troap,Tuba,Vdr,Wnt,Zfp","1700031M16Rik,4930415O20Rik,4930578M01Rik,9330020H09Rik,Adcy6,Arf3,Asb8,C1ql4,Cacnb3,Ccdc184,Ccdc65,Ccnt1,Col2a1,Ddn,Ddx23,Dhh,Dnajc22,Fkbp11,Gm34284,H1f7,Hdac7,Kansl2,Kcnh3,Kmt2d,Lalba,Lmbr1l,Mcrs1,Mir1291,Mir6960,Olfr257,Olfr279,Olfr281,Olfr282,Olfr283,Olfr284,Olfr285,Olfr286,Olfr287,Olfr288,Pfkm,Prkag1,Prph,Rapgef3,Rhebl1,Rnd1,Senp1,Slc48a1,Snora2b,Snora34,Spats2,Tmem106c,Troap,Tuba1a,Tuba1b,Tuba1c,Vdr,Wnt1,Wnt10b,Zfp641",0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1314,1358,chr15,",Aqp,Asic,Atf,Bcdin,Bin,C,Cela,Cers,Cox,Csrnp,Dazap,Dip,Faim,Fam,Fmnl,Galnt,Gm,Gpd,Higd,I,Larp,Letmd,Lima,Mcrs,Methig,Mettl,Mir,Nckap,Pou,Prpf,Racgap,Slc,Smagp,Smarcd,Tfcp,Tmbim,Tmprss","1700120C14Rik,2310068J16Rik,Aqp2,Aqp5,Aqp6,Asic1,Atf1,Bcdin3d,Bin2,C330013E15Rik,Cela1,Cers5,Cox14,Csrnp2,Dazap2,Dip2b,Faim2,Fam186a,Fam186b,Fmnl3,Galnt6,Gm16537,Gm5475,Gpd1,Higd1c,I730030J21Rik,Larp4,Letmd1,Lima1,Mcrs1,Methig1,Mettl7a1,Mettl7a2,Mettl7a3,Mir6961,Nckap5l,Pou6f1,Prpf40b,Racgap1,Slc11a2,Smagp,Smarcd1,Tfcp2,Tmbim6,Tmprss12",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1315,1359,chr15,"A,AU,Acvr,Acvrl,Ankrd,Atg,Csad,Eif,Fignl,Gm,Grasp,Igfbp,Itgb,Krt,Mir,Nr,Rarg,Scn,Slc,Smim,Soat,Spryd,Tns,Zfp","A330009N23Rik,AU021063,Acvr1b,Acvrl1,Ankrd33,Atg101,Csad,Eif4b,Fignl2,Gm5414,Gm5476,Gm5477,Gm5478,Gm6042,Grasp,Igfbp6,Itgb7,Krt1,Krt18,Krt2,Krt4,Krt5,Krt6a,Krt6b,Krt7,Krt71,Krt72,Krt73,Krt74,Krt75,Krt76,Krt77,Krt78,Krt79,Krt8,Krt80,Krt81,Krt82,Krt83,Krt84,Krt85,Krt86,Krt87,Krt88,Krt90,Mir1941,Mir6962,Nr4a1,Rarg,Scn8a,Slc4a8,Smim41,Soat2,Spryd3,Tns2,Zfp740",0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1316,1360,chr15,"Aaas,Amhr,Atf,Atp,Calcoco,Cbx,Cistr,Copz,D,Espl,Glycam,Gm,Gpr,Gtsf,Hnrnpa,Hotair,Hoxc,Itga,LOC,Map,Mfsd,Mir,Mucl,Myg,Nckap,Nfe,Npff,Pcbp,Pde,Pfdn,Ppp,Prr,Rarg,Smug,Sp,Tarbp,Zfp","Aaas,Amhr2,Atf7,Atp5g2,Calcoco1,Cbx5,Cistr,Copz1,D930007P13Rik,Espl1,Glycam1,Gm10052,Gm36246,Gm36878,Gm5643,Gpr84,Gtsf1,Gtsf2,Hnrnpa1,Hotair,Hoxc10,Hoxc11,Hoxc12,Hoxc13,Hoxc4,Hoxc5,Hoxc6,Hoxc8,Hoxc9,Itga5,LOC105246046,Map3k12,Mfsd5,Mir12187,Mir148b,Mir196a-2,Mir615,Mir688,Mir6963,Mucl1,Myg1,Nckap1l,Nfe2,Npff,Pcbp2,Pde1b,Pfdn5,Ppp1r1a,Prr13,Rarg,Smug1,Sp1,Sp7,Tarbp2,Zfp385a",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1317,1361,chr16,",Adcy,Cluap,Coro,Crebbp,Dnase,Glis,Gm,Mefv,Naa,Nlrc,Olfr,Pam,Slx,Srl,Tfap,Trap,Vasn,Zfp","1700037C18Rik,4930455F16Rik,Adcy9,Cluap1,Coro7,Crebbp,Dnase1,Glis2,Gm41410,Gm5766,Mefv,Naa60,Nlrc3,Olfr15,Olfr161,Pam16,Slx4,Srl,Tfap4,Trap1,Vasn,Zfp174,Zfp263,Zfp597",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
