200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,MLI1_pol_ass,MLI1_spk_ass,log2FC_M2P
chr15-g445,chr15,89000000,89200000,0.5058349999999999,"Mov10l1, Panx2, 1810021B22Rik, Trabd, Selenoo, Tubgcp6, Hdac10, Mapk12, Mapk11, Mir7118, Plxnb2, Mir6958, Dennd6b",13.0,"72159, 11182, 4657, 11012, 11302, 24053, 5398, 10120, 7123, 61, 25243, 73, 14262",72159.0,61.0,15126.53846153846,11012.0,15,0,1,1,0,2.779355341599049
chr15-g446,chr15,89200000,89400000,0.479675,"Ppp6r2, Sbf1, Adm2, Mir6959, Miox, Ncaph2, Sco2, Lmf2, Tymp, Klhdc7b, Odf3b, Syce3",12.0,"75454, 27076, 2011, 75, 2535, 17132, 2262, 4656, 5406, 5763, 1806, 20330",75454.0,75.0,13708.833333333334,5031.0,15,0,1,1,0,2.5980720451696326
chr15-g447,chr15,89400000,89600000,0.486815,"Syce3, Cpt1b, Gm44502, Chkb, Mapk8ip2, Arsa, Shank3, C230037L18Rik, Acr, Gm36221, Rabl2",11.0,"20330, 9458, 13523, 3579, 8537, 4949, 60653, 8599, 6260, 1036, 9397",60653.0,1036.0,13301.90909090909,8599.0,15,0,1,0,0,2.8097024643284327
chr15-g452,chr15,90400000,90600000,0.39514,Cpne8,1.0,191908,191908.0,191908.0,191908.0,191908.0,15,0,0,0,0,-4.220263273134487
chr15-g453,chr15,90600000,90800000,0.412535,Cpne8,1.0,191908,191908.0,191908.0,191908.0,191908.0,15,0,0,0,0,-4.220263273134487
chr15-g455,chr15,91000000,91200000,0.40719,"Kif21a, Abcd2",2.0,"116677, 46137",116677.0,46137.0,81407.0,81407.0,15,0,0,0,0,2.3848102636821342
chr15-g456,chr15,91200000,91400000,0.4155149999999999,Slc2a13,1.0,305571,305571.0,305571.0,305571.0,305571.0,15,0,0,0,0,6.862136774860023
chr15-g457,chr15,91400000,91600000,0.41561,Slc2a13,1.0,305571,305571.0,305571.0,305571.0,305571.0,15,0,0,0,0,6.862136774860023
chr15-g458,chr15,91600000,91800000,0.411565,Lrrk2,1.0,142901,142901.0,142901.0,142901.0,142901.0,15,0,1,0,0,-5.825144844689074
chr15-g459,chr15,91800000,92000000,0.407825,"Lrrk2, Smgc",2.0,"142901, 23108",142901.0,23108.0,83004.5,83004.5,15,0,0,0,0,-5.825144844689074
chr15-g461,chr15,92200000,92400000,0.40037,"Cntn1, Gm26760, Pdzrn4",3.0,"290803, 33730, 375010",375010.0,33730.0,233181.0,290803.0,15,0,0,0,0,-2.324988192873997
chr15-g462,chr15,92400000,92600000,0.40333,Pdzrn4,1.0,375010,375010.0,375010.0,375010.0,375010.0,15,0,0,0,0,-2.324988192873997
chr15-g463,chr15,92600000,92800000,0.418315,Pdzrn4,1.0,375010,375010.0,375010.0,375010.0,375010.0,15,0,0,0,0,-2.324988192873997
chr15-g473,chr15,94600000,94800000,0.43276,Tmem117,1.0,466913,466913.0,466913.0,466913.0,466913.0,15,1,0,0,0,4.472026963509025
chr15-g474,chr15,94800000,95000000,0.412185,Tmem117,1.0,466913,466913.0,466913.0,466913.0,466913.0,15,0,0,0,0,4.472026963509025
chr15-g475,chr15,95000000,95200000,0.41479,"Tmem117, LOC100043315",2.0,"466913, 51697",466913.0,51697.0,259305.0,259305.0,15,0,0,0,0,4.472026963509025
chr15-g476,chr15,95200000,95400000,0.4212599999999999,Nell2,1.0,309319,309319.0,309319.0,309319.0,309319.0,15,0,0,0,0,-4.485737899467625
chr15-g477,chr15,95400000,95600000,0.4170149999999999,Nell2,1.0,309319,309319.0,309319.0,309319.0,309319.0,15,0,0,0,0,-4.485737899467625
chr15-g478,chr15,95600000,95800000,0.4293,"Dbx2, Gm6961, Ano6",3.0,"31209, 4345, 184630",184630.0,4345.0,73394.66666666667,31209.0,15,0,0,0,0,-2.1922592182083807
chr15-g479,chr15,95800000,96000000,0.4482549999999999,"Ano6, LOC102634389",2.0,"184630, 5614",184630.0,5614.0,95122.0,95122.0,15,0,0,0,0,-2.1922592182083807
chr15-g481,chr15,96200000,96400000,0.428245,"Gm4371, 4833422M21Rik, E330033B04Rik, Arid2",4.0,"20671, 22815, 6712, 117942",117942.0,6712.0,42035.0,21743.0,15,0,0,0,0,2.1542224046726024
chr15-g482,chr15,96400000,96600000,0.4393899999999999,"Arid2, Scaf11, Slc38a1",3.0,"117942, 49146, 71496",117942.0,49146.0,79528.0,71496.0,15,0,0,0,0,2.224261958847584
chr15-g483,chr15,96600000,96800000,0.454105,"Slc38a1, Slc38a2",2.0,"71496, 12337",71496.0,12337.0,41916.5,41916.5,15,0,0,0,0,2.352640802732412
chr15-g486,chr15,97200000,97400000,0.459285,"Pced1b, Amigo2",2.0,"138585, 3214",138585.0,3214.0,70899.5,70899.5,15,0,0,0,0,2.4427660348085296
chr15-g488,chr15,97600000,97800000,0.484135,"Rpap3, Endou, Rapgef3, Slc48a1, Hdac7",5.0,"30718, 20387, 22897, 8328, 51839",51839.0,8328.0,26833.8,22897.0,15,0,0,0,0,2.6651881483572746
chr15-g489,chr15,97800000,98000000,0.506405,"Hdac7, Vdr, Tmem106c, Col2a1",4.0,"51839, 53870, 6058, 29123",53870.0,6058.0,35222.5,40481.0,15,0,0,0,0,3.2576212142775804
chr15-g490,chr15,98000000,98200000,0.4622399999999999,"Col2a1, Senp1, Pfkm, Asb8, Ccdc184, Olfr288",6.0,"29123, 54826, 39859, 30939, 2329, 9530",54826.0,2329.0,27767.666666666668,30031.0,15,0,0,0,0,2.404000114361383
chr15-g491,chr15,98200000,98400000,0.431505,"Olfr287, Olfr286, H1f7, Zfp641, Olfr257, Olfr285, Olfr284, 1700031M16Rik, Olfr283",9.0,"14086, 7776, 1326, 10040, 960, 960, 918, 17691, 1102",17691.0,918.0,6095.444444444444,1326.0,15,0,0,0,0,2.7652586810106112
chr15-g493,chr15,98600000,98800000,0.50057,"Adcy6, Cacnb3, Ddx23, Rnd1, Ccdc65, Fkbp11, Arf3, Wnt10b, Wnt1",9.0,"17648, 9770, 17383, 8257, 2677, 3831, 25493, 6399, 3974",25493.0,2677.0,10603.555555555557,8257.0,15,0,0,0,0,5.500072904357359
chr15-g494,chr15,98800000,99000000,0.4933349999999999,"Ddn, Prkag1, Kmt2d, Rhebl1, Dhh, Lmbr1l, Tuba1b, Tuba1a, 4930578M01Rik",9.0,"4144, 18712, 39537, 3655, 7386, 14178, 2960, 3655, 3317",39537.0,2960.0,10838.222222222224,4144.0,15,0,0,0,0,3.1150679281949785
chr15-g496,chr15,99200000,99400000,0.49124,"Spats2, Kcnh3, Mcrs1, 1700120C14Rik, Fam186b, Prpf40b, Fmnl3, Tmbim6",8.0,"85622, 18226, 9145, 10254, 16163, 21781, 53271, 17103",85622.0,9145.0,28945.625,17664.5,15,0,0,0,0,2.5596229426881685
chr15-g497,chr15,99400000,99600000,0.501865,"Tmbim6, Nckap5l, Bcdin3d, Faim2, Aqp5, Aqp2",6.0,"17103, 35715, 4647, 31161, 3802, 5490",35715.0,3802.0,16319.666666666666,11296.5,15,0,1,0,0,2.4946264774962907
chr15-g498,chr15,99600000,99800000,0.4845599999999999,"Aqp6, Racgap1, Asic1, Smarcd1, Gpd1, Gm16537, Cox14, Cers5, Lima1",9.0,"4278, 31161, 30754, 11709, 7428, 8941, 2519, 36924, 96989",96989.0,2519.0,25633.666666666668,11709.0,15,0,0,0,0,3.0836791821178497
chr15-g499,chr15,99800000,100000000,0.449795,"Lima1, Fam186a, Larp4, 2310068J16Rik",4.0,"96989, 13311, 43579, 1121",96989.0,1121.0,38750.0,28445.0,15,0,1,0,0,2.831757010956033
chr15-g500,chr15,100000000,100200000,0.4526,"Larp4, Dip2b",2.0,"43579, 180810",180810.0,43579.0,112194.5,112194.5,15,0,0,0,0,2.2750997707997564
chr15-g501,chr15,100200000,100400000,0.46143,"Dip2b, Atf1, Tmprss12, Mettl7a1, Mettl7a3, Higd1c, Mettl7a2, Methig1, Slc11a2",9.0,"180810, 33390, 12217, 9532, 5241, 19371, 8620, 31236, 30398",180810.0,5241.0,36757.22222222222,19371.0,15,0,1,0,0,2.344302433490426
chr15-g502,chr15,100400000,100600000,0.474805,"Slc11a2, Gm5475, Letmd1, Csrnp2, Tfcp2, Pou6f1",6.0,"30398, 4958, 10242, 15670, 49261, 24667",49261.0,4958.0,22532.666666666668,20168.5,15,0,1,0,0,2.607182307603106
chr15-g503,chr15,100600000,100800000,0.4926,"Dazap2, C330013E15Rik, Smagp, Mir6961, Bin2, Cela1, Galnt6, I730030J21Rik, Slc4a8",9.0,"5100, 971, 15601, 67, 28422, 13499, 39462, 2233, 62225",62225.0,67.0,18620.0,13499.0,15,0,1,0,0,3.083322990596636
chr15-g504,chr15,100800000,101000000,0.4697099999999999,"Slc4a8, Scn8a",2.0,"62225, 175294",175294.0,62225.0,118759.5,118759.5,15,0,0,0,0,3.083322990596636
chr15-g505,chr15,101000000,101200000,0.504195,"Scn8a, Fignl2, Ankrd33, Acvrl1, Acvr1b, Mir6962",6.0,"175294, 4208, 4270, 16815, 39613, 63",175294.0,63.0,40043.833333333336,10542.5,15,0,0,0,0,3.1024430621111194
chr15-g506,chr15,101200000,101400000,0.51091,"Acvr1b, AU021063, Grasp, A330009N23Rik, Nr4a1, Atg101, Smim41, Krt80, Mir1941",9.0,"39613, 909, 8550, 3996, 7949, 6634, 4202, 21848, 83",39613.0,83.0,10420.444444444443,6634.0,15,0,0,0,0,3.1024430621111194
chr15-g511,chr15,102200000,102400000,0.486235,"Csad, Zfp740, Itgb7, Rarg, Mfsd5, Espl1, Pfdn5, Myg1, Mir12187, Aaas, Gm36246, Sp7",12.0,"28055, 11966, 15941, 22585, 2289, 28064, 5374, 6430, 62, 12513, 4313, 10366",28064.0,62.0,12329.833333333334,11166.0,15,0,1,0,0,2.0764508844882306
chr15-g513,chr15,102600000,102800000,0.4518149999999999,"Atf7, LOC105246046, Mir688, Atp5g2, Calcoco1, Cistr",6.0,"96829, 5004, 75, 8180, 15402, 469",96829.0,75.0,20993.166666666668,6592.0,15,0,1,0,0,2.990691411824511
chr15-g515,chr15,103000000,103200000,0.481885,"Mir615, Hoxc5, Hoxc6, Hoxc4, D930007P13Rik, Smug1, Cbx5",7.0,"92, 3422, 2320, 2458, 23759, 9995, 48307",48307.0,92.0,12907.57142857143,3422.0,15,0,0,0,0,2.287873980673126
chr15-g516,chr15,103200000,103400000,0.45895,"Cbx5, Gm10052, Hnrnpa1, Gm5643, Nfe2, Copz1, Mir148b, Gpr84, Zfp385a, Itga5, Mir6963",11.0,"48307, 4153, 6302, 4502, 10192, 26977, 97, 2204, 26192, 22506, 71",48307.0,71.0,13773.0,6302.0,15,1,0,0,0,2.234169353179712
chr16-g19,chr16,3800000,4000000,0.454185,"Olfr15, Zfp174, Zfp597, Naa60, Gm41410, Cluap1, 1700037C18Rik, Nlrc3, Slx4",9.0,"939, 11658, 10831, 20163, 13475, 32139, 2892, 31626, 22573",32139.0,939.0,16255.111111111111,13475.0,16,0,0,0,0,4.294803960290132
chr16-g47,chr16,9400000,9600000,0.421535,Grin2a,1.0,427913,427913.0,427913.0,427913.0,427913.0,16,0,0,0,0,2.8419700774360748
chr16-g48,chr16,9600000,9800000,0.4286299999999999,Grin2a,1.0,427913,427913.0,427913.0,427913.0,427913.0,16,0,0,0,0,2.8419700774360748
chr16-g49,chr16,9800000,10000000,0.44455,Grin2a,1.0,427913,427913.0,427913.0,427913.0,427913.0,16,0,0,0,0,2.8419700774360748
chr16-g55,chr16,11000000,11200000,0.45902,"Gm4262, Snn, Txndc11, Zc3h7a, 4930509G22Rik, Rsl1d1",6.0,"6287, 8689, 59622, 39800, 14117, 10256",59622.0,6287.0,23128.5,12186.5,16,0,0,0,0,2.543448452093919
chr16-g82,chr16,16400000,16600000,0.393435,Fgd4,1.0,183064,183064.0,183064.0,183064.0,183064.0,16,0,0,0,0,3.8174589926355327
chr16-g86,chr16,17200000,17400000,0.4583549999999999,"Ube2l3, Rimbp3, Hic2, Tmem191c, Pi4ka, Serpind1",6.0,"49478, 5848, 29844, 2362, 125964, 12204",125964.0,2362.0,37616.66666666666,21024.0,16,0,0,0,0,2.0393257834911007
chr16-g88,chr16,17600000,17800000,0.459715,"Smpd4, Ccdc74a, Med15, Klhl22, Scarf2",5.0,"25477, 4269, 71740, 33762, 11012",71740.0,4269.0,29252.0,25477.0,16,0,0,0,0,3.254558403216816
chr16-g91,chr16,18200000,18400000,0.485025,"Ccdc188, 4933432I09Rik, Zdhhc8, Trmt2a, Ranbp1, Dgcr8, Mir1306, Gm24572, Tango2, Arvcf, Mir185",11.0,"2468, 4178, 14384, 5890, 8716, 35204, 79, 88, 47274, 58893, 65",58893.0,65.0,16112.636363636364,5890.0,16,0,0,0,0,2.779612936139852
chr16-g92,chr16,18400000,18600000,0.49209,"Arvcf, Comt, Txnrd2, Gnb1l, Tbx1",5.0,"58893, 19835, 52657, 67810, 8968",67810.0,8968.0,41632.6,52657.0,16,0,0,0,0,2.801977895187752
chr16-g94,chr16,18800000,19000000,0.43164,"Cdc45, Ufd1, 2510002D24Rik, Mrpl40, Hira",5.0,"31526, 22968, 3534, 4620, 93559",93559.0,3534.0,31241.4,22968.0,16,0,0,0,0,2.215892359197237
chr16-g100,chr16,20000000,20200000,0.415595,"Klhl24, Yeats2",2.0,"30191, 91511",91511.0,30191.0,60851.0,60851.0,16,0,0,0,0,3.111612873034282
chr16-g102,chr16,20400000,20600000,0.4577099999999999,"Abcc5, Eif2b5, Dvl3, Abcf3, Ap2m1, Gm15760, Vwa5b2",7.0,"95091, 10509, 17028, 13001, 9430, 3445, 15796",95091.0,3445.0,23471.42857142857,13001.0,16,0,0,0,0,2.244445618972818
chr16-g103,chr16,20600000,20800000,0.4738249999999999,"Vwa5b2, Eef1akmt4-ece2, Eef1akmt4, Mir1224, Alg3, Camk2n2, Ece2, Eif4g1, Psmd2, Snord66, Fam131a, Polr2h, Clcn2, Thpo, Chrd",15.0,"15796, 34315, 7269, 85, 5304, 2064, 16065, 20157, 11763, 58, 7980, 4440, 13671, 10058, 9258",34315.0,58.0,10552.2,9258.0,16,0,0,0,0,2.058302292201959
chr16-g112,chr16,22400000,22600000,0.461435,"Etv5, Dgkg, 9230117E06Rik, Mir8095",4.0,"58258, 190663, 6206, 129",190663.0,129.0,63814.0,32232.0,16,0,0,0,0,-7.251943231078481
chr16-g113,chr16,22600000,22800000,0.453335,"Dgkg, Mir6362",2.0,"190663, 107",190663.0,107.0,95385.0,95385.0,16,0,0,0,0,-7.251943231078481
chr16-g116,chr16,23200000,23400000,0.44775,"C730014E05Rik, St6gal1, BC106179",3.0,"29097, 135611, 3961",135611.0,3961.0,56223.0,29097.0,16,0,0,0,0,3.796433613180264
chr16-g117,chr16,23400000,23600000,0.439875,"Rtp1, Masp1",2.0,"4828, 52455",52455.0,4828.0,28641.5,28641.5,16,0,0,0,0,5.143119527671115
chr16-g129,chr16,25800000,26000000,0.40284,"Trp63, P3h2",2.0,"208324, 146530",208324.0,146530.0,177427.0,177427.0,16,0,0,0,0,-4.392041494739428
chr16-g130,chr16,26000000,26200000,0.3997149999999999,P3h2,1.0,146530,146530.0,146530.0,146530.0,146530.0,16,0,0,0,0,-4.392041494739428
chr16-g132,chr16,26400000,26600000,0.39249,"Cldn16, Tmem207, Il1rap",3.0,"19630, 22979, 143443",143443.0,19630.0,62017.333333333336,22979.0,16,0,0,0,0,-5.587728132964359
chr16-g133,chr16,26600000,26800000,0.38753,"Il1rap, Gm20319",2.0,"143443, 40821",143443.0,40821.0,92132.0,92132.0,16,0,0,0,0,-5.587728132964359
chr16-g144,chr16,28800000,29000000,0.448975,Mb21d2,1.0,103523,103523.0,103523.0,103523.0,103523.0,16,0,0,0,0,2.863441707980811
chr16-g150,chr16,30000000,30200000,0.476955,"4632428C04Rik, 9030404E10Rik, Hes1",3.0,"12764, 17638, 2440",17638.0,2440.0,10947.333333333334,12764.0,16,0,0,0,0,3.2436780609681395
chr16-g154,chr16,30800000,31000000,0.47011,Xxylt1,1.0,125930,125930.0,125930.0,125930.0,125930.0,16,0,0,0,0,2.3764995298137928
chr16-g155,chr16,31000000,31200000,0.4565099999999999,"Xxylt1, Acap2",2.0,"125930, 108826",125930.0,108826.0,117378.0,117378.0,16,0,0,0,0,2.3764995298137928
chr16-g158,chr16,31600000,31800000,0.40412,"Gm536, Dlg1",2.0,"3476, 209422",209422.0,3476.0,106449.0,106449.0,16,0,0,0,0,2.349638039943467
chr16-g159,chr16,31800000,32000000,0.441095,"Dlg1, Meltf, Ncbp2, Pigz, 0610012G03Rik, Gm15694, Senp5",7.0,"209422, 20210, 9927, 12196, 1456, 961, 27466",209422.0,961.0,40234.0,12196.0,16,0,0,0,0,2.349638039943467
chr16-g161,chr16,32200000,32400000,0.424125,"Wdr53, Fbxo45, Smco1, Mir1946a, Rnf168, Ubxn7",6.0,"9857, 16914, 3302, 134, 23979, 61496",61496.0,134.0,19280.33333333333,13385.5,16,0,0,0,0,2.2120546392902503
chr16-g162,chr16,32400000,32600000,0.457545,"Tctex1d2, Tm4sf19, Pcyt1a, Zdhhc19, Slc51a",5.0,"9398, 7722, 44145, 10934, 12302",44145.0,7722.0,16900.2,10934.0,16,0,0,0,0,2.175322214263669
chr16-g163,chr16,32600000,32800000,0.4730249999999999,"Tfrc, Tnk2, Tnk2os, Muc4, Muc20",5.0,"23899, 38851, 2975, 46505, 11652",46505.0,2975.0,24776.4,23899.0,16,0,0,0,0,3.2802064093020302
chr16-g165,chr16,33000000,33200000,0.4516399999999999,"Lrch3, Iqcg, Rpl35a, Lmln, Mir1947, Osbpl11",6.0,"101930, 41917, 3675, 63139, 85, 58242",101930.0,85.0,44831.333333333336,50079.5,16,0,0,0,0,2.629789620832905
chr16-g170,chr16,34000000,34200000,0.46073,Kalrn,1.0,362003,362003.0,362003.0,362003.0,362003.0,16,1,0,0,0,-5.524257128445107
chr16-g171,chr16,34200000,34400000,0.45189,Kalrn,1.0,362003,362003.0,362003.0,362003.0,362003.0,16,0,0,0,0,-5.524257128445107
chr16-g172,chr16,34400000,34600000,0.4491449999999999,Kalrn,1.0,362003,362003.0,362003.0,362003.0,362003.0,16,1,0,0,0,-5.524257128445107
chr16-g175,chr16,35000000,35200000,0.45943,"Mylk, Hacd2, Adcy5",3.0,"217485, 86755, 150880",217485.0,86755.0,151706.66666666666,150880.0,16,0,0,0,0,5.731266505254639
chr16-g176,chr16,35200000,35400000,0.4624699999999999,"Adcy5, Sec22a, Pdia5",3.0,"150880, 52788, 93562",150880.0,52788.0,99076.66666666669,93562.0,16,0,0,0,0,5.731266505254639
chr16-g177,chr16,35400000,35600000,0.48016,"Pdia5, 1600019K03Rik, Sema5b",3.0,"93562, 6250, 122897",122897.0,6250.0,74236.33333333333,93562.0,16,0,0,0,0,2.10625829215978
chr16-g178,chr16,35600000,35800000,0.4624049999999999,"Sema5b, Slc49a4, Hspbap1",3.0,"122897, 75309, 58077",122897.0,58077.0,85427.66666666667,75309.0,16,0,0,0,0,2.10625829215978
chr16-g183,chr16,36600000,36800000,0.42435,"Cd86, Ildr1, Slc15a2, Eaf2",4.0,"62209, 32827, 13086, 81943",81943.0,13086.0,47516.25,47518.0,16,0,0,0,0,4.424279655312635
chr16-g185,chr16,37000000,37200000,0.384025,"Polq, Stxbp5l",2.0,"83632, 277649",277649.0,83632.0,180640.5,180640.5,16,0,0,0,0,4.405673419371261
chr16-g186,chr16,37200000,37400000,0.367135,Stxbp5l,1.0,277649,277649.0,277649.0,277649.0,277649.0,16,0,0,0,0,4.405673419371261
chr16-g189,chr16,37800000,38000000,0.4392399999999999,"Fstl1, Lrrc58, Gm36028, Gpr156",4.0,"59462, 20458, 10280, 91034",91034.0,10280.0,45308.5,39960.0,16,0,0,0,0,1.969470733819064
chr16-g192,chr16,38400000,38600000,0.44869,"Pla1a, Adprh, Cd80, Timmdc1, Poglut1, Tmem39a, Arhgap31",7.0,"37029, 7291, 37026, 24821, 25199, 29349, 114693",114693.0,7291.0,39344.0,29349.0,16,0,0,0,0,-2.213582695085412
chr16-g193,chr16,38600000,38800000,0.4494599999999999,"Arhgap31, B4galt4, Upk1b",3.0,"114693, 26796, 27020",114693.0,26796.0,56169.66666666666,27020.0,16,0,0,0,0,-6.87393383475788
chr16-g199,chr16,39800000,40000000,0.37791,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g200,chr16,40000000,40200000,0.3689,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,1,3.5688745446116656
chr16-g201,chr16,40200000,40400000,0.3748799999999999,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g202,chr16,40400000,40600000,0.374535,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g203,chr16,40600000,40800000,0.375285,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g204,chr16,40800000,41000000,0.374175,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g205,chr16,41000000,41200000,0.37394,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g206,chr16,41200000,41400000,0.379335,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g207,chr16,41400000,41600000,0.3846299999999999,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g208,chr16,41600000,41800000,0.381345,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g209,chr16,41800000,42000000,0.38383,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g210,chr16,42000000,42200000,0.39272,Lsamp,1.0,2197316,2197316.0,2197316.0,2197316.0,2197316.0,16,0,0,0,0,3.5688745446116656
chr16-g211,chr16,42200000,42400000,0.403795,"Gap43, Mir6540",2.0,"92091, 108",92091.0,108.0,46099.5,46099.5,16,0,0,0,0,5.714485938435143
chr16-g214,chr16,42800000,43000000,0.376365,"4932412D23Rik, Gm19522, Zbtb20",3.0,"79375, 27701, 711479",711479.0,27701.0,272851.6666666667,79375.0,16,0,0,0,0,3.725597534223569
chr16-g215,chr16,43000000,43200000,0.372145,Zbtb20,1.0,711479,711479.0,711479.0,711479.0,711479.0,16,0,0,0,0,3.725597534223569
chr16-g216,chr16,43200000,43400000,0.38077,Zbtb20,1.0,711479,711479.0,711479.0,711479.0,711479.0,16,0,0,0,0,3.725597534223569
chr16-g217,chr16,43400000,43600000,0.4096149999999999,"Zbtb20, Gm15713",2.0,"711479, 9679",711479.0,9679.0,360579.0,360579.0,16,0,0,0,0,3.725597534223569
chr16-g218,chr16,43600000,43800000,0.424695,"Zbtb20, Mir568, Tigit, Drd3",4.0,"711479, 83, 15324, 60712",711479.0,83.0,196899.5,38018.0,16,0,0,0,0,3.725597534223569
chr16-g220,chr16,44000000,44200000,0.41714,"Gramd1c, Mir3470b, Atp6v1a, Naa50, Usf3",5.0,"61659, 126, 53856, 23556, 54070",61659.0,126.0,38653.4,53856.0,16,0,1,0,0,2.3051306886499408
chr16-g223,chr16,44600000,44800000,0.424145,"Nepro, Gtpbp8, Cd200r1",3.0,"12984, 7485, 29242",29242.0,7485.0,16570.333333333332,12984.0,16,0,1,0,0,2.187746700849899
chr16-g226,chr16,45200000,45400000,0.3968299999999999,"Btla, Cd200",2.0,"28559, 26919",28559.0,26919.0,27739.0,27739.0,16,0,0,0,0,5.227196756088684
chr16-g227,chr16,45400000,45600000,0.399255,"Cd200, Gm609, Slc9c1",3.0,"26919, 76215, 71736",76215.0,26919.0,58290.0,71736.0,16,0,0,0,0,5.227196756088684
chr16-g228,chr16,45600000,45800000,0.416785,"Slc9c1, Gcsam, BC016579, Tmprss7, Tagln3, Abhd10, Phldb2",7.0,"71736, 12428, 27271, 37342, 13302, 13231, 98521",98521.0,12428.0,39118.71428571428,27271.0,16,0,0,0,0,3.5896591486863185
chr16-g248,chr16,49600000,49800000,0.399485,Ift57,1.0,65833,65833.0,65833.0,65833.0,65833.0,16,0,0,0,0,-2.263419398794181
chr16-g260,chr16,52000000,52200000,0.401775,Cblb,1.0,176498,176498.0,176498.0,176498.0,176498.0,16,0,0,0,0,5.810860167515321
chr16-g261,chr16,52200000,52400000,0.38378,"Cblb, Alcam",2.0,"176498, 204086",204086.0,176498.0,190292.0,190292.0,16,0,0,0,0,5.810860167515321
chr16-g279,chr16,55800000,56000000,0.434805,"Nfkbiz, Nxpe3, Cep97, Zbtb11, Rpl24, Zbtb11os1",6.0,"27265, 55327, 34961, 35109, 5163, 1350",55327.0,1350.0,26529.166666666668,31113.0,16,0,0,0,0,2.368009093537334
chr16-g292,chr16,58400000,58600000,0.41599,"Dcbld2, St3gal6",2.0,"61211, 54512",61211.0,54512.0,57861.5,57861.5,16,0,0,0,0,2.3733732882117518
chr16-g298,chr16,59600000,59800000,0.38956,"Crybg3, Arl6, 4930547E14Rik, Epha6",4.0,"108960, 26461, 36049, 952049",952049.0,26461.0,280879.75,72504.5,16,1,0,0,0,-2.841958063705995
chr16-g299,chr16,59800000,60000000,0.384445,Epha6,1.0,952049,952049.0,952049.0,952049.0,952049.0,16,0,0,0,0,-3.8335473972785
chr16-g300,chr16,60000000,60200000,0.3678849999999999,Epha6,1.0,952049,952049.0,952049.0,952049.0,952049.0,16,0,0,0,0,-3.8335473972785
chr16-g301,chr16,60200000,60400000,0.36579,Epha6,1.0,952049,952049.0,952049.0,952049.0,952049.0,16,0,0,0,0,-3.8335473972785
chr16-g302,chr16,60400000,60600000,0.3632649999999999,Epha6,1.0,952049,952049.0,952049.0,952049.0,952049.0,16,0,0,0,0,-3.8335473972785
chr16-g303,chr16,60600000,60800000,0.37103,Epha6,1.0,952049,952049.0,952049.0,952049.0,952049.0,16,0,0,0,0,-3.8335473972785
chr16-g313,chr16,62600000,62800000,0.403775,"Nsun3, Arl13b",2.0,"51865, 53368",53368.0,51865.0,52616.5,52616.5,16,0,0,0,0,2.501067371880403
chr16-g327,chr16,65400000,65600000,0.3833949999999999,"Pou1f1, Chmp2b",2.0,"14502, 23634",23634.0,14502.0,19068.0,19068.0,16,0,0,0,0,2.959902160994796
chr16-g333,chr16,66600000,66800000,0.3625899999999999,"1700010K23Rik, Cadm2",2.0,"7509, 965488",965488.0,7509.0,486498.5,486498.5,16,0,0,0,0,2.05717947734427
chr16-g334,chr16,66800000,67000000,0.360255,Cadm2,1.0,965488,965488.0,965488.0,965488.0,965488.0,16,0,0,0,0,2.05717947734427
chr16-g335,chr16,67000000,67200000,0.35229,Cadm2,1.0,965488,965488.0,965488.0,965488.0,965488.0,16,0,0,0,0,2.05717947734427
chr16-g336,chr16,67200000,67400000,0.350985,Cadm2,1.0,965488,965488.0,965488.0,965488.0,965488.0,16,0,0,0,0,2.05717947734427
chr16-g337,chr16,67400000,67600000,0.3506149999999999,Cadm2,1.0,965488,965488.0,965488.0,965488.0,965488.0,16,0,0,0,0,2.05717947734427
chr16-g338,chr16,67600000,67800000,0.369235,Cadm2,1.0,965488,965488.0,965488.0,965488.0,965488.0,16,0,0,0,0,2.05717947734427
