200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,Granule_pol_ass,Granule_spk_ass,log2FC_G2P
chr16-g363,chr16,72600000,72800000,0.40029,Robo1,1.0,382952,382952.0,382952.0,382952.0,382952.0,16,0,0,0,1,7.097142619505025
chr16-g364,chr16,72800000,73000000,0.39109,Robo1,1.0,382952,382952.0,382952.0,382952.0,382952.0,16,0,0,0,0,7.097142619505025
chr16-g365,chr16,73000000,73200000,0.39924,Robo1,1.0,382952,382952.0,382952.0,382952.0,382952.0,16,0,0,0,1,7.097142619505025
chr16-g369,chr16,73800000,74000000,0.367405,Robo2,1.0,1200465,1200465.0,1200465.0,1200465.0,1200465.0,16,0,0,0,1,-3.5303651295799523
chr16-g370,chr16,74000000,74200000,0.367565,Robo2,1.0,1200465,1200465.0,1200465.0,1200465.0,1200465.0,16,0,0,0,1,-3.5303651295799523
chr16-g371,chr16,74200000,74400000,0.3668499999999999,"Robo2, Mir691",2.0,"1200465, 78",1200465.0,78.0,600271.5,600271.5,16,0,0,0,0,-3.5303651295799523
chr16-g372,chr16,74400000,74600000,0.37326,Robo2,1.0,1200465,1200465.0,1200465.0,1200465.0,1200465.0,16,0,0,0,0,-3.5303651295799523
chr16-g373,chr16,74600000,74800000,0.3735749999999999,Robo2,1.0,1200465,1200465.0,1200465.0,1200465.0,1200465.0,16,0,0,0,0,-3.5303651295799523
chr16-g374,chr16,74800000,75000000,0.36217,Robo2,1.0,1200465,1200465.0,1200465.0,1200465.0,1200465.0,16,0,0,0,0,-3.5303651295799523
chr16-g375,chr16,75000000,75200000,0.35986,Robo2,1.0,1200465,1200465.0,1200465.0,1200465.0,1200465.0,16,0,0,0,0,-3.5303651295799523
chr16-g385,chr16,77000000,77200000,0.396725,"Usp25, 1700041M19Rik",2.0,"102712, 6654",102712.0,6654.0,54683.0,54683.0,16,0,0,0,0,2.9176503556676656
chr16-g423,chr16,84600000,84800000,0.412655,"4930529L06Rik, Mir155, Mir155hg, Mrpl39, Jam2",5.0,"5359, 65, 2222, 17723, 52253",52253.0,65.0,15524.4,5359.0,16,0,0,0,0,1.1844882464938449
chr16-g424,chr16,84800000,85000000,0.421675,"Jam2, Gabpa, Atp5j, Gm10791, App",5.0,"52253, 28655, 7755, 7241, 219272",219272.0,7241.0,63035.2,28655.0,16,0,0,0,0,1.1844882464938449
chr16-g439,chr16,87800000,88000000,0.40592,"4930590A17Rik, Grik1",2.0,"42984, 377850",377850.0,42984.0,210417.0,210417.0,16,0,0,0,1,-6.132846290341876
chr16-g440,chr16,88000000,88200000,0.39738,Grik1,1.0,377850,377850.0,377850.0,377850.0,377850.0,16,0,0,0,0,-6.132846290341876
chr16-g441,chr16,88200000,88400000,0.38728,Grik1,1.0,377850,377850.0,377850.0,377850.0,377850.0,16,0,0,0,0,-6.132846290341876
chr16-g448,chr16,89600000,89800000,0.44369,Tiam1,1.0,187589,187589.0,187589.0,187589.0,187589.0,16,0,0,0,0,9.71511491453909
chr16-g449,chr16,89800000,90000000,0.47596,Tiam1,1.0,187589,187589.0,187589.0,187589.0,187589.0,16,0,0,0,0,9.71511491453909
chr16-g451,chr16,90200000,90400000,0.449685,"Sod1, Scaf4, Hunk",3.0,"5572, 55553, 113157",113157.0,5572.0,58094.0,55553.0,16,0,0,0,0,-2.654233934454369
chr16-g452,chr16,90400000,90600000,0.4689949999999999,Hunk,1.0,113157,113157.0,113157.0,113157.0,113157.0,16,0,0,0,0,-5.402825885565951
chr16-g455,chr16,91000000,91200000,0.451845,"Synj1, 4930404I05Rik, Paxbp1, 4932438H23Rik",4.0,"75212, 5255, 30343, 13629",75212.0,5255.0,31109.75,21986.0,16,0,0,0,0,-2.471630242042887
chr16-g458,chr16,91600000,91800000,0.4477449999999999,"Dnajc28, Gart, Son, Gm36712, Gm10785, Donson, Cryzl1, Itsn1",8.0,"4743, 25576, 15495, 2949, 26858, 9464, 39481, 102982",102982.0,2949.0,28443.5,20535.5,16,0,0,0,0,2.2749890872026235
chr16-g459,chr16,91800000,92000000,0.4712900000000001,"Itsn1, Atp5o",2.0,"102982, 6408",102982.0,6408.0,54695.0,54695.0,16,0,0,0,0,2.392472995390409
chr16-g472,chr16,94400000,94600000,0.43993,"Ttc3, Vps26c, Dyrk1a",3.0,"98483, 28906, 125314",125314.0,28906.0,84234.33333333333,98483.0,16,0,0,0,0,2.0527184370214147
chr16-g473,chr16,94600000,94800000,0.446195,"Dyrk1a, Kcnj6",2.0,"125314, 249014",249014.0,125314.0,187164.0,187164.0,16,0,0,0,0,3.3813787096485064
chr16-g474,chr16,94800000,95000000,0.4662549999999999,Kcnj6,1.0,249014,249014.0,249014.0,249014.0,249014.0,16,0,0,0,0,7.410985620637498
chr16-g481,chr16,96200000,96400000,0.45206,"Sh3bgr, B3galt5, Igsf5",3.0,"28464, 84058, 42274",84058.0,28464.0,51598.66666666666,42274.0,16,0,0,0,0,-2.283419021567875
chr16-g482,chr16,96400000,96600000,0.453085,"Igsf5, Itgb2l, Pcp4, Dscam",4.0,"42274, 21317, 58188, 578657",578657.0,21317.0,175109.0,50231.0,16,0,0,0,0,-2.780353400945597
chr16-g483,chr16,96600000,96800000,0.43803,Dscam,1.0,578657,578657.0,578657.0,578657.0,578657.0,16,0,0,0,0,-2.780353400945597
chr16-g484,chr16,96800000,97000000,0.423465,Dscam,1.0,578657,578657.0,578657.0,578657.0,578657.0,16,0,0,0,0,-2.780353400945597
chr16-g485,chr16,97000000,97200000,0.427495,Dscam,1.0,578657,578657.0,578657.0,578657.0,578657.0,16,0,0,0,0,-2.780353400945597
chr17-g29,chr17,5800000,6000000,0.4729649999999999,"3300005D01Rik, Snx9, Synj2",3.0,"3753, 90633, 98111",98111.0,3753.0,64165.66666666666,90633.0,17,0,0,0,0,2.629848428632623
chr17-g30,chr17,6000000,6200000,0.447285,"Synj2, Serac1, Gtf2h5, Tulp4",4.0,"98111, 39169, 5658, 133808",133808.0,5658.0,69186.5,68640.0,17,0,0,0,0,3.2694313456840614
chr17-g31,chr17,6200000,6400000,0.4717599999999999,"Tulp4, Tmem181a, Dynlt1a, Gm29719",4.0,"133808, 51455, 11131, 70130",133808.0,11131.0,66631.0,60792.5,17,0,0,0,0,3.2694313456840614
chr17-g33,chr17,6600000,6800000,0.4759299999999999,"Dynlt1f, Dynlt1c, Tmem181c-ps, Sytl3, Ezr",5.0,"6229, 6113, 10823, 64435, 44650",64435.0,6113.0,26450.0,10823.0,17,0,0,0,0,3.833893721620706
chr17-g42,chr17,8400000,8600000,0.46476,"T2, T, Pde10a",3.0,"50331, 8074, 459848",459848.0,8074.0,172751.0,50331.0,17,0,0,0,0,2.499580970448912
chr17-g43,chr17,8600000,8800000,0.4495649999999999,Pde10a,1.0,459848,459848.0,459848.0,459848.0,459848.0,17,0,0,0,0,2.499580970448912
chr17-g44,chr17,8800000,9000000,0.46662,"Pde10a, 1700010I14Rik",2.0,"459848, 19987",459848.0,19987.0,239917.5,239917.5,17,0,0,0,0,2.499580970448912
chr17-g51,chr17,10200000,10400000,0.40685,"Qk, Cahm, 1700110C19Rik",3.0,"109182, 1223, 4711",109182.0,1223.0,38372.0,4711.0,17,0,0,0,0,3.616292503027125
chr17-g60,chr17,12000000,12200000,0.457675,Agpat4,1.0,100357,100357.0,100357.0,100357.0,100357.0,17,0,1,0,0,4.61742045517058
chr17-g61,chr17,12200000,12400000,0.46885,"Agpat4, Map3k4, 4732491K20Rik, Plg",4.0,"100357, 91176, 8398, 40776",100357.0,8398.0,60176.75,65976.0,17,0,1,0,0,4.61742045517058
chr17-g64,chr17,12800000,13000000,0.45246,"Airn, Mas1, Mrgprh, Pnldc1, Tcp1, Snora20, Mrpl18, Acat3, Acat2, Wtap",10.0,"74247, 29303, 1809, 21099, 8739, 61, 4737, 16438, 17684, 21520",74247.0,61.0,19563.7,17061.0,17,0,0,0,0,2.1403321692692754
chr17-g68,chr17,13650000,13800000,0.4420266666666666,"Tcte2, Afdn",2.0,"44968, 145254",145254.0,44968.0,95111.0,95111.0,17,0,0,0,0,2.6763059111627623
chr17-g74,chr17,14800000,15000000,0.42715,"Wdr27, 1600012H06Rik, Phf10, 9030025P20Rik",4.0,"124453, 2756, 13517, 12714",124453.0,2756.0,38360.0,13115.5,17,0,0,0,0,2.3431573201383453
chr17-g77,chr17,15400000,15600000,0.4324349999999999,"Fam120b, Tbp, Psmb1, Pdcd2, Prdm9",5.0,"37336, 17540, 22556, 5727, 11120",37336.0,5727.0,18855.8,17540.0,17,0,0,0,0,2.4075186661213963
chr17-g87,chr17,17400000,17600000,0.39415,"Lix1, Lnpep",2.0,"56703, 96767",96767.0,56703.0,76735.0,76735.0,17,0,0,0,0,2.5628475116130582
chr17-g88,chr17,17600000,17800000,0.392755,"Lnpep, Vmn2r90",2.0,"96767, 30227",96767.0,30227.0,63497.0,63497.0,17,0,0,0,0,2.5628475116130582
chr17-g108,chr17,21600000,21800000,0.3850299999999999,"Zfp983, Gm10509, Zfp760, Zfp229",4.0,"14356, 12666, 17896, 15246",17896.0,12666.0,15041.0,14801.0,17,0,0,0,0,2.4742043313634303
chr17-g122,chr17,24400000,24600000,0.5048050000000001,"Abca3, Rnps1, D330041H03Rik, Eci1, Dnase1l2, E4f1, Bricd5, Pgp, Mlst8, Caskin1, Traf7, Rab26os, Pkd1, Rab26, Tsc2",15.0,"58182, 11223, 5033, 12634, 2334, 11615, 1586, 2685, 5529, 20125, 19089, 494, 46565, 4694, 36812",58182.0,494.0,15906.666666666666,11223.0,17,0,0,0,0,2.197601845850402
chr17-g123,chr17,24600000,24800000,0.502435,"Tsc2, Nthl1, Slc9a3r2, Zfp598, Npw, Noxo1, Gfer, Syngr3, Rps2, Snora64, Snhg9, Snora78, Tbl3, Ndufb10, Rnf151, Msrb1, Rpl3l, Hs3st6",18.0,"36812, 6157, 11024, 12337, 1224, 4296, 2966, 4858, 1865, 117, 435, 157, 7001, 2363, 2218, 6186, 8321, 5697",36812.0,117.0,6335.222222222223,4577.0,17,0,0,0,0,3.1876536344638526
chr17-g124,chr17,24800000,25000000,0.4671299999999999,"Meiob, Fahd1, Hagh, Igfals, Spsb3, Nme3, Mrps34, Nubp2, Eme2, Mapk8ip3, Jpt2, Cramp1l",12.0,"35406, 1407, 13961, 3265, 4667, 1030, 1170, 3740, 2936, 39472, 18154, 54005",54005.0,1030.0,14934.416666666666,4203.5,17,0,0,0,0,2.7364558714556297
chr17-g125,chr17,25000000,25200000,0.49023,"Cramp1l, Ift140, Tmem204, Telo2, Ptx4, Clcn7, Mir12188, Ccdc154, Gm38655, Unkl, BC003965",11.0,"54005, 83412, 23413, 16399, 4509, 25473, 74, 9453, 9665, 46043, 3102",83412.0,74.0,25049.81818181818,16399.0,17,0,0,0,0,2.114723607429138
chr17-g126,chr17,25200000,25400000,0.5084249999999999,"Unkl, Tsr3, Gnptg, Mir3547, Baiap3, Gm17801, Ube2i, Prss34, Prss29, Prss28, Tpsab1, Tpsg1, Tpsb2, Cacna1h",14.0,"46043, 2630, 5845, 88, 13706, 1405, 13800, 1768, 4031, 3231, 2318, 3890, 1760, 59497",59497.0,88.0,11429.42857142857,3560.5,17,0,0,0,0,2.0611808552023745
chr17-g128,chr17,25600000,25800000,0.5162150000000001,"Lmf1, Gng13, Chtf18, Rpusd1, Mslnl, Msln, Ciao3, Ccdc78, Mir6966, Metrn, Haghl, Fam173a",12.0,"83653, 1575, 8386, 3748, 12291, 5766, 9557, 3934, 72, 2475, 2800, 2288",83653.0,72.0,11378.75,3841.0,17,0,0,0,0,2.975494999718644
chr17-g130,chr17,26000000,26200000,0.4728799999999999,"Rab11fip3, Decr2, Nme4, Mrpl28, Tmem8, Axin1, Pdia2, Arhgdig",8.0,"80483, 8954, 3726, 3111, 9938, 57126, 3089, 2168",80483.0,2168.0,21074.375,6340.0,17,0,0,0,0,2.2010098987180737
chr17-g132,chr17,26400000,26600000,0.49892,"Neurl1b, Dusp1, Ergic1",3.0,"31462, 2882, 95422",95422.0,2882.0,43255.333333333336,31462.0,17,0,0,0,0,4.638864011231814
chr17-g133,chr17,26600000,26800000,0.455755,"Ergic1, Atp6v0e, Crebrf, Bnip1",4.0,"95422, 23251, 60977, 11443",95422.0,11443.0,47773.25,42114.0,17,0,0,0,0,2.671270002877112
chr17-g137,chr17,27400000,27600000,0.531785,"Grm4, Hmga1, Hmga1b, AI413582, Nudt3",5.0,"77630, 7099, 7019, 1959, 44062",77630.0,1959.0,27553.8,7099.0,17,0,0,0,0,4.354343937817688
chr17-g138,chr17,27600000,27800000,0.5075550000000001,"Nudt3, Rps10, Pacsin1, Spdef, Ilrun",5.0,"44062, 4830, 55527, 16558, 69311",69311.0,4830.0,38057.6,44062.0,17,0,0,0,0,2.567248498616859
chr17-g139,chr17,27800000,28000000,0.48092,"Ilrun, Snrpc, Uhrf1bp1, Anks1, Taf11",5.0,"69311, 11881, 43534, 153474, 8121",153474.0,8121.0,57264.2,43534.0,17,0,0,0,0,2.297208432417218
chr17-g140,chr17,28000000,28200000,0.520605,"Anks1, Tcp11, Scube3, Zfp523",4.0,"153474, 13893, 14126, 28691",153474.0,13893.0,52546.0,21408.5,17,0,0,0,0,2.259674998862137
chr17-g141,chr17,28200000,28400000,0.52297,"Zfp523, Def6, Ppard, 1810013A23Rik, Fance, Rpl10a, Tead3, Tulp1, Fkbp5",9.0,"28691, 20831, 68716, 1456, 13045, 2469, 19133, 13702, 87397",87397.0,1456.0,28382.222222222223,19133.0,17,0,0,0,0,2.2543116545878874
chr17-g142,chr17,28400000,28600000,0.467785,"Fkbp5, Armc12, Clpsl2, Mir6969, Clps, Lhfpl5, Srpk1",7.0,"87397, 8115, 3132, 61, 2557, 7875, 32934",87397.0,61.0,20295.85714285714,7875.0,17,0,0,0,0,2.2543116545878874
chr17-g145,chr17,29000000,29200000,0.49033,"Stk38, Srsf3, Trp53cor1, Cdkn1a, Rab44, Cpne5",6.0,"37116, 10713, 21653, 9744, 34796, 81270",81270.0,9744.0,32548.666666666668,28224.5,17,0,0,0,0,2.714891721134346
chr17-g148,chr17,29600000,29800000,0.48787,"Tbc1d22b, Gm28043, Rnf8, Cmtr1, Ccdc167",5.0,"57007, 91191, 26876, 45385, 13686",91191.0,13686.0,46829.0,45385.0,17,0,0,0,0,2.01878668481634
chr17-g149,chr17,29800000,30000000,0.4966,Mdga1,1.0,60623,60623.0,60623.0,60623.0,60623.0,17,0,0,0,0,3.6240322696612073
chr17-g156,chr17,31200000,31400000,0.48578,"Ubash3a, Rsph1, Slc37a1, Pde9a",4.0,"34338, 22277, 55216, 90076",90076.0,22277.0,50476.75,44777.0,17,0,0,0,0,-2.622008882090665
chr17-g157,chr17,31400000,31600000,0.48766,"Pde9a, Wdr4, Ndufv3, Pknox1",4.0,"90076, 18166, 11211, 42921",90076.0,11211.0,40593.5,30543.5,17,0,0,0,0,-1.9230862556009272
chr17-g158,chr17,31600000,31800000,0.494575,"Pknox1, Cbs, U2af1, Cryaa",4.0,"42921, 24583, 11684, 3800",42921.0,3800.0,20747.0,18133.5,17,0,0,0,0,2.680124172123996
chr17-g163,chr17,32600000,32800000,0.43467,"Cyp4f37, Cyp4f40, Cyp4f15, Zfp871, Zfp811",5.0,"14866, 17887, 17722, 22791, 14256",22791.0,14256.0,17504.4,17722.0,17,0,0,0,0,2.308232190209475
chr17-g164,chr17,32800000,33000000,0.433925,"Zfp811, Zfp799, Zfp870, Cyp4f14, Cyp4f13, Zfp472, Cyp4f41-ps, Zfp952",8.0,"14256, 14809, 12383, 12287, 22674, 13381, 14756, 12319",22674.0,12287.0,14608.125,13818.5,17,0,0,0,0,1.959714836206344
chr17-g166,chr17,33200000,33400000,0.399175,"Olfr239, Olfr1564, Zfp955a, Olfr63, Zfp955b, Zfp81, Zfp101",7.0,"948, 1091, 15639, 951, 15146, 25151, 14459",25151.0,948.0,10483.57142857143,14459.0,17,0,0,0,0,2.2876544017432443
chr17-g167,chr17,33400000,33600000,0.44394,"Actl9, Adamts10, Myo1f",3.0,"1369, 29698, 52058",52058.0,1369.0,27708.33333333333,29698.0,17,0,0,0,0,6.254051148754431
chr17-g168,chr17,33600000,33800000,0.443655,"Myo1f, Zfp414, Pram1, Hnrnpm, March2, Rab11b, Angptl4",7.0,"52058, 2623, 7612, 39226, 27173, 18003, 6676",52058.0,2623.0,21910.14285714286,18003.0,17,0,0,0,0,2.54941465591989
chr17-g169,chr17,33800000,34000000,0.48988,"Ndufa7, Kank3, Rps28, Cd320, Kifc1, Tapbp, Daxx, Zbtb22, Smim40, BC051226, Rgl2, Wdr46, Pfdn6, B3galt4, Vps52, Rps18, H2-K2, AA388235, H2-K1",19.0,"13745, 12395, 1527, 6684, 14968, 9813, 6093, 3150, 3586, 997, 7794, 8973, 1435, 1577, 11239, 3643, 4133, 3867, 4336",14968.0,997.0,6313.421052631579,4336.0,17,0,0,0,0,2.052007771371449
chr17-g172,chr17,34400000,34600000,0.46852,"BC051142, Btnl4, Btnl5-ps, Btnl6, Notch4, Ager, Gpsm3, Pbx2",8.0,"61915, 6896, 10024, 9418, 24249, 3088, 1949, 5142",61915.0,1949.0,15335.125,8157.0,17,0,0,0,0,1.8364505884712323
chr17-g174,chr17,34800000,35000000,0.5036449999999999,"Cyp21a1, C4a, Stk19, Dxo, Mir6971, Mir6970, Skiv2l, Nelfe, Mir6972, Cfb, C2, Ehmt2, Zbtb12, Slc44a4, Neu1, Hspa1l, Hspa1b, 1110038B12Rik, Hspa1a, Snord52, Lsm2, D17H6S56E-5",22.0,"3079, 14369, 12911, 2168, 63, 67, 10979, 5982, 64, 6141, 19499, 15104, 2286, 15971, 6045, 6526, 2810, 2236, 2798, 59, 4040, 4023",19499.0,59.0,6237.272727272727,4031.5,17,0,0,0,0,3.0495233726559685
chr17-g175,chr17,35000000,35200000,0.5123449999999999,"D17H6S56E-5, Vwa7, Vars, Sapcd1, Msh5, Ddah2, G6bos, Ly6g6c, Clic1, Mpig6b, Ly6g6d, Abhd16a, Ly6g6e, Ly6g6f, Gpank1, Ly6g5c, Csnk2b, Ly6g5b, D17H6S53E, Bag6, Apom, Prrc2a, Aif1, Mir6973a, Ltb, Lst1, Tnf",27.0,"4023, 10163, 15423, 2044, 18141, 3065, 1160, 2724, 8477, 3492, 9897, 13697, 1863, 5058, 1864, 3880, 5859, 4613, 2454, 12109, 2805, 15792, 5067, 78, 1799, 3346, 2641",18141.0,78.0,5982.740740740741,3880.0,17,0,0,0,0,4.500597246128781
chr17-g178,chr17,35600000,35800000,0.488745,"Gm9573, Sfta2, Mucl3, Gtf2h4, Vars2, Ddr1, 4833427F10Rik",7.0,"8715, 862, 7941, 6016, 11958, 23033, 8238",23033.0,862.0,9537.57142857143,8238.0,17,0,0,0,0,2.918730984484988
chr17-g179,chr17,35800000,36000000,0.48965,"Flot1, Ier3, Mdc1, Tubb5, Ppp1r18, Nrm, Dhx16, 2310061I04Rik, Atat1, Mir1894, Ppp1r10, Mrps18b, Gm8801, Mir877, Abcf1, Gnl1, A930015D03Rik, Prr3",18.0,"9431, 1199, 18173, 4382, 10002, 4083, 12891, 4702, 12480, 81, 15088, 6061, 6164, 85, 12932, 9508, 43671, 2070",43671.0,81.0,9611.277777777776,7797.5,17,0,0,0,0,2.757772363288949
chr17-g181,chr17,36200000,36400000,0.43839,"Trim39, Rpp21, H2-M10.2, H2-M10.1, H2-M10.3",5.0,"13132, 2174, 2141, 3291, 3414",13132.0,2141.0,4830.4,3291.0,17,0,0,0,0,2.67982932670688
chr17-g217,chr17,43400000,43600000,0.44141,"Adgrf5, Mep1a, Ankrd66, Pla2g7, 1700071M16Rik",5.0,"99127, 28445, 9466, 43751, 3170",99127.0,3170.0,36791.8,28445.0,17,0,0,0,0,5.081065275328286
chr17-g218,chr17,43600000,43800000,0.431265,"Pla2g7, Tdrd6, Slc25a27, Cyp39a1",4.0,"43751, 14965, 29476, 84060",84060.0,14965.0,43063.0,36613.5,17,0,0,0,0,2.6597985695072484
chr17-g227,chr17,45400000,45600000,0.482285,"Cdc5l, B230354K17Rik, Spats1, Tcte1, Aars2, Tmem151b, Nfkbie, Slc35b2, Hsp90ab1, Slc29a1",10.0,"41820, 8714, 29058, 19244, 14003, 7738, 7469, 3734, 5484, 14404",41820.0,3734.0,15166.8,11358.5,17,0,0,0,0,3.561561397202492
chr17-g228,chr17,45600000,45800000,0.4973300000000001,"Mymx, Capn11, Tmem63b, Mrpl14, F630040K05Rik, 1600014C23Rik",6.0,"1136, 29106, 26042, 12147, 46747, 981",46747.0,981.0,19359.83333333333,19094.5,17,0,0,0,0,1.9406344138447127
chr17-g230,chr17,46000000,46200000,0.48541,"Vegfa, Mrps18a, Rsph9, Mad2l1bp, Gtpbp2, Polh",6.0,"15384, 17905, 14931, 6167, 8339, 31287",31287.0,6167.0,15668.833333333334,15157.5,17,0,0,0,0,2.133552994917697
chr17-g232,chr17,46400000,46600000,0.499195,"Zfp318, Crip3, Slc22a7, Ttbk1, Dnph1, Cul9, Srf, Mir6976, Ptk7",9.0,"37153, 2830, 6293, 45228, 2830, 45780, 9324, 63, 65054",65054.0,63.0,23839.444444444445,9324.0,17,0,0,0,0,2.635769587348693
chr17-g233,chr17,46600000,46800000,0.5042,"Ptk7, Mrpl2, Klc4, Cul7, Rrp36, Klhdc3, Mea1, Ppp2r5d, Pex6, Gnmt, Cnpy3, 2310039H08Rik, Ptcra, Rpl7l1, Bicral",15.0,"65054, 3904, 15452, 14027, 8004, 6380, 2006, 22036, 14068, 3502, 16504, 773, 8050, 8750, 33298",65054.0,773.0,14787.2,8750.0,17,0,0,0,0,2.635769587348693
chr17-g237,chr17,47400000,47600000,0.4907849999999999,"Guca1a, 1700001C19Rik, AI661453, Taf8, Ccnd3, Bysl",6.0,"6050, 24642, 34000, 14242, 94638, 12162",94638.0,6050.0,30955.666666666668,19442.0,17,0,0,0,0,2.6763326241712826
chr17-g238,chr17,47600000,47800000,0.4947999999999999,"Bysl, Gm20517, Med20, Usp49, Tomm6os, Frs3, Tomm6, Prickle4, Frs3os, Tfeb, Pgc",11.0,"12162, 38711, 12667, 56050, 3483, 9080, 1742, 6263, 2028, 54486, 7637",56050.0,1742.0,18573.545454545456,9080.0,17,0,0,0,0,7.792634437764594
chr17-g239,chr17,47800000,48000000,0.50499,"Mdfi, Foxp4",2.0,"19364, 57500",57500.0,19364.0,38432.0,38432.0,17,0,0,0,0,-5.068800216215159
chr17-g247,chr17,49400000,49600000,0.465425,"Mocs1, Daam2",2.0,"27067, 108316",108316.0,27067.0,67691.5,67691.5,17,0,0,0,0,6.067044168500844
chr17-g248,chr17,49600000,49800000,0.4448899999999999,Kif6,1.0,294676,294676.0,294676.0,294676.0,294676.0,17,0,0,0,0,2.609569080785177
chr17-g249,chr17,49800000,50000000,0.469865,"Kif6, Rftn1",2.0,"294676, 197191",294676.0,197191.0,245933.5,245933.5,17,0,0,0,0,3.1002406651139043
chr17-g250,chr17,50000000,50200000,0.4693199999999999,Rftn1,1.0,197191,197191.0,197191.0,197191.0,197191.0,17,0,0,0,0,3.9014413194506807
chr17-g252,chr17,50400000,50600000,0.4193599999999999,Plcl2,1.0,178948,178948.0,178948.0,178948.0,178948.0,17,0,0,0,0,8.277556241013478
chr17-g253,chr17,50600000,50800000,0.42884,"Plcl2, Tbc1d5",2.0,"178948, 446226",446226.0,178948.0,312587.0,312587.0,17,0,0,0,0,8.277556241013478
chr17-g267,chr17,53400000,53600000,0.42193,"Efhb, Rab5a, Pp2d1, Kat2b",4.0,"64433, 28445, 31992, 105751",105751.0,28445.0,57655.25,48212.5,17,0,0,0,0,2.103582654470013
chr17-g268,chr17,53600000,53800000,0.41813,"Kat2b, Sgo1, 4932415M13Rik",3.0,"105751, 14529, 17335",105751.0,14529.0,45871.66666666666,17335.0,17,0,0,0,0,2.103582654470013
chr17-g277,chr17,55400000,55600000,0.395715,"St6gal2, Vmn2r118",2.0,"69200, 32332",69200.0,32332.0,50766.0,50766.0,17,0,0,0,0,-3.2561387460729554
chr17-g279,chr17,55800000,56000000,0.426715,"Adgre4, Zfp119a, Zfp959, Zfp119b, Shd, Yju2, Ebi3, Gm16712, Fsd1, Stap2",10.0,"103679, 14062, 6843, 11126, 6138, 8765, 4400, 4631, 10371, 11058",103679.0,4400.0,18107.3,9568.0,17,0,0,0,0,5.647477385952075
chr17-g280,chr17,56000000,56200000,0.521345,"Stap2, Mpnd, Sh3gl1, Chaf1a, Ubxn6, Hdgfl2, Plin5, Lrg1, Plin4, Sema6b, Tnfaip8l1, Mydgf, Dpp9",13.0,"11058, 7583, 19910, 27611, 11085, 20974, 5948, 2269, 9194, 17259, 11465, 7380, 32208",32208.0,2269.0,14149.53846153846,11085.0,17,0,0,0,0,2.544457632038104
chr17-g281,chr17,56200000,56400000,0.5169400000000001,"Dpp9, Mir7b, A230051N06Rik, Fem1a, Ticam1, Plin3, Arrdc5, Uhrf1, Kdm4b",9.0,"32208, 111, 1090, 6816, 7306, 11550, 6176, 19174, 77725",77725.0,111.0,18017.33333333333,7306.0,17,0,0,0,0,2.3669731359023305
chr17-g285,chr17,57000000,57200000,0.48712,"Pspn, Gtf2f1, Khsrp, Slc25a41, Slc25a23, Crb3, Dennd1c, Tubb4a, Gm11110, Tnfsf9, Cd70, Tnfsf14",12.0,"793, 7887, 10459, 8882, 16153, 3684, 12456, 7540, 13920, 2373, 3781, 4708",16153.0,793.0,7719.666666666667,7713.5,17,0,0,0,0,4.613972994911309
chr17-g288,chr17,57600000,57800000,0.396235,Cntnap5c,1.0,642421,642421.0,642421.0,642421.0,642421.0,17,0,0,0,0,-4.92553029436071
chr17-g289,chr17,57800000,58000000,0.3909849999999999,Cntnap5c,1.0,642421,642421.0,642421.0,642421.0,642421.0,17,0,0,0,0,-4.92553029436071
chr17-g290,chr17,58000000,58200000,0.38633,Cntnap5c,1.0,642421,642421.0,642421.0,642421.0,642421.0,17,0,0,0,0,-4.92553029436071
chr17-g291,chr17,58200000,58400000,0.38826,Cntnap5c,1.0,642421,642421.0,642421.0,642421.0,642421.0,17,0,0,0,0,-4.92553029436071
chr17-g292,chr17,58400000,58600000,0.390665,Cntnap5c,1.0,642421,642421.0,642421.0,642421.0,642421.0,17,0,0,0,0,-4.92553029436071
chr17-g313,chr17,62600000,62800000,0.418635,Efna5,1.0,278361,278361.0,278361.0,278361.0,278361.0,17,0,0,0,0,-3.4650582854467378
chr17-g314,chr17,62800000,63000000,0.41485,Efna5,1.0,278361,278361.0,278361.0,278361.0,278361.0,17,0,0,0,0,-3.4650582854467378
chr17-g329,chr17,65800000,66000000,0.443445,"Ppp4r1, Ralbp1, Twsg1, Ankrd12",4.0,"58572, 37328, 28123, 109546",109546.0,28123.0,58392.25,47950.0,17,0,0,0,0,3.0484164479085605
chr17-g333,chr17,66600000,66800000,0.43959,"Ptprm, 1700016K05Rik",2.0,"687644, 6030",687644.0,6030.0,346837.0,346837.0,17,0,0,0,0,-6.457199765407011
chr17-g334,chr17,66800000,67000000,0.423745,Ptprm,1.0,687644,687644.0,687644.0,687644.0,687644.0,17,0,0,0,0,-6.457199765407011
chr17-g335,chr17,67000000,67200000,0.432455,"Ptprm, Mir5709",2.0,"687644, 89",687644.0,89.0,343866.5,343866.5,17,0,0,0,0,-6.457199765407011
chr17-g336,chr17,67200000,67400000,0.43642,Ptprm,1.0,687644,687644.0,687644.0,687644.0,687644.0,17,0,0,0,0,-6.457199765407011
chr17-g338,chr17,67600000,67800000,0.4510249999999999,"Gm36201, Lrrc30, Lama1",3.0,"69585, 1759, 125381",125381.0,1759.0,65575.0,69585.0,17,0,0,0,0,2.151029277047875
