200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,MLI1_pol_ass,MLI1_spk_ass,Bergmann_pol_ass,Bergmann_spk_ass,log2FC_B2M
chr13-g101,chr13,20200000,20400000,0.42329,Elmo1,1.0,517847,517847.0,517847.0,517847.0,517847.0,13,0,0,0,0,-4.357987548050184
chr13-g102,chr13,20400000,20600000,0.42079,Elmo1,1.0,517847,517847.0,517847.0,517847.0,517847.0,13,0,0,0,0,-4.357987548050184
chr13-g103,chr13,20600000,20800000,0.416735,"Elmo1, Aoah",2.0,"517847, 230142",517847.0,230142.0,373994.5,373994.5,13,0,0,0,1,-4.357987548050184
chr13-g174,chr13,34800000,35000000,0.4216799999999999,"Prpf4b, 4933417A18Rik, Fam217a, Eci3, Eci2",5.0,"27385, 28788, 10029, 17196, 16397",28788.0,10029.0,19959.0,17196.0,13,0,0,0,0,3.638484874958115
chr13-g203,chr13,40600000,40800000,0.44287,"Tfap2a, Gm26688",2.0,"19619, 7355",19619.0,7355.0,13487.0,13487.0,13,0,0,0,0,-7.1262386571320615
chr13-g206,chr13,41200000,41400000,0.440485,"Elovl2, Smim13, Nedd9",3.0,"38022, 26734, 177445",177445.0,26734.0,80733.66666666667,38022.0,13,0,0,0,0,3.427964816227841
chr13-g207,chr13,41400000,41600000,0.431455,Nedd9,1.0,177445,177445.0,177445.0,177445.0,177445.0,13,0,0,0,0,3.427964816227841
chr13-g213,chr13,42600000,42800000,0.41369,Phactr1,1.0,457714,457714.0,457714.0,457714.0,457714.0,13,0,0,0,0,-3.267434693183499
chr13-g214,chr13,42800000,43000000,0.44199,Phactr1,1.0,457714,457714.0,457714.0,457714.0,457714.0,13,0,0,0,0,-3.267434693183499
chr13-g215,chr13,43000000,43200000,0.45304,"Phactr1, Tbc1d7, Gfod1",3.0,"457714, 19760, 108654",457714.0,19760.0,195376.0,108654.0,13,0,0,0,0,-3.267434693183499
chr13-g218,chr13,43600000,43800000,0.44551,"Rnf182, Gm20751, Cd83",3.0,"55148, 2248, 18022",55148.0,2248.0,25139.33333333333,18022.0,13,0,0,0,0,3.6036555819868537
chr13-g235,chr13,47000000,47200000,0.44855,"Nhlrc1, Tpmt, Kdm1b, Dek, Rnf144b, A930002C04Rik",6.0,"2294, 19675, 41781, 21455, 125272, 4731",125272.0,2294.0,35868.0,20565.0,13,0,0,0,0,3.578255512658357
chr13-g240,chr13,48000000,48200000,0.4278349999999999,"4931429P17Rik, A330033J07Rik",2.0,"58279, 218393",218393.0,58279.0,138336.0,138336.0,13,0,0,0,0,8.125418263552156
chr13-g241,chr13,48200000,48400000,0.435375,"A330033J07Rik, Id4, A330048O09Rik",3.0,"218393, 4913, 1467",218393.0,1467.0,74924.33333333333,4913.0,13,0,0,0,0,6.8268050575710095
chr13-g266,chr13,53200000,53400000,0.46878,"Ror2, Sptlc1, Gm2762",3.0,"176808, 44614, 61942",176808.0,44614.0,94454.66666666669,61942.0,13,0,0,0,0,-5.905159843615857
chr13-g267,chr13,53400000,53600000,0.458005,"Gm2762, Msx2",2.0,"61942, 5900",61942.0,5900.0,33921.0,33921.0,13,0,0,0,0,-5.905159843615857
chr13-g273,chr13,54600000,54800000,0.49181,"Cltb, Faf2, Rnf44, Cdhr2, Gprin1, Sncb, Tspan17, Eif4e1b",8.0,"18988, 42280, 14562, 35200, 13204, 7736, 7371, 4461",42280.0,4461.0,17975.25,13883.0,13,0,0,0,0,-4.023760805396591
chr13-g283,chr13,56600000,56800000,0.481955,"Tgfbi, Smad5, Trpc7",3.0,"29774, 38711, 122692",122692.0,29774.0,63725.66666666666,38711.0,13,0,0,0,0,-7.251258997312644
chr13-g284,chr13,56800000,57000000,0.4537300000000001,Trpc7,1.0,122692,122692.0,122692.0,122692.0,122692.0,13,0,0,0,0,-7.251258997312644
chr13-g287,chr13,57400000,57600000,0.458485,Spock1,1.0,482242,482242.0,482242.0,482242.0,482242.0,13,0,0,0,0,-8.878022888174124
chr13-g288,chr13,57600000,57800000,0.46391,Spock1,1.0,482242,482242.0,482242.0,482242.0,482242.0,13,0,0,0,0,-8.878022888174124
chr13-g289,chr13,57800000,58000000,0.462355,Spock1,1.0,482242,482242.0,482242.0,482242.0,482242.0,13,0,0,0,0,-8.878022888174124
chr13-g298,chr13,59600000,59800000,0.4691100000000001,"Naa35, Golm1, 4921517D22Rik, Spata31d1b, Spata31d1a, 4930528D03Rik, Spata31d1d, Etohd2, Isca1, Tut7",10.0,"49449, 40789, 6700, 7006, 6115, 3821, 5828, 3715, 14375, 51269",51269.0,3715.0,18906.7,6853.0,13,0,0,1,0,3.0735934467662287
chr13-g300,chr13,60000000,60200000,0.458885,"A530065N20Rik, Gas1",2.0,"86959, 3131",86959.0,3131.0,45045.0,45045.0,13,0,0,0,0,4.236006251190966
chr13-g317,chr13,63400000,63600000,0.44332,"Fancc, Ptch1",2.0,"120209, 65133",120209.0,65133.0,92671.0,92671.0,13,0,0,0,0,3.552500827032502
chr13-g343,chr13,68600000,68800000,0.423295,"1700001L19Rik, Adcy2",2.0,"16793, 379499",379499.0,16793.0,198146.0,198146.0,13,0,0,0,0,3.850400537476875
chr13-g344,chr13,68800000,69000000,0.420245,Adcy2,1.0,379499,379499.0,379499.0,379499.0,379499.0,13,0,0,0,0,3.850400537476875
chr13-g353,chr13,70600000,70800000,0.4452299999999999,"Ice1, Adamts16",2.0,"48946, 114004",114004.0,48946.0,81475.0,81475.0,13,0,0,0,0,-6.475527154093886
chr13-g354,chr13,70800000,71000000,0.4275799999999999,"Adamts16, 8030423J24Rik",2.0,"114004, 1556",114004.0,1556.0,57780.0,57780.0,13,0,0,0,0,-6.475527154093886
chr13-g417,chr13,83400000,83600000,0.37379,Mef2c,1.0,142337,142337.0,142337.0,142337.0,142337.0,13,0,0,0,0,-4.877138623686633
chr13-g418,chr13,83600000,83800000,0.3943500000000001,"Mef2c, C130071C03Rik, Mir9-2, Mir9b-2",4.0,"142337, 19928, 72, 56",142337.0,56.0,40598.25,10000.0,13,0,0,0,0,-4.877138623686633
chr13-g465,chr13,93000000,93200000,0.41828,"Cmya5, Gm4814, A630019I02Rik, Tent2",4.0,"104010, 1452, 4136, 46563",104010.0,1452.0,39040.25,25349.5,13,0,0,0,0,5.042154533857769
chr13-g475,chr13,95000000,95200000,0.44371,"Wdr41, Pde8b",2.0,"46973, 226232",226232.0,46973.0,136602.5,136602.5,13,0,0,0,0,7.513388554656079
chr13-g476,chr13,95200000,95400000,0.4424949999999999,"Pde8b, Zbed3, Snora47, Aggf1",4.0,"226232, 14238, 126, 24675",226232.0,126.0,66317.75,19456.5,13,0,0,0,0,7.513388554656079
chr13-g485,chr13,97000000,97200000,0.431075,"1700029F12Rik, Fam169a, Gfm2, Nsa2, Hexb",5.0,"13391, 62236, 38507, 8500, 22027",62236.0,8500.0,28932.2,22027.0,13,0,0,0,0,-3.9649381772835457
chr13-g497,chr13,99400000,99600000,0.4517499999999999,"Mrps27, 6430562O15Rik, Map1b",3.0,"70776, 1991, 95139",95139.0,1991.0,55968.66666666666,70776.0,13,0,0,0,0,-5.825130745569744
chr13-g521,chr13,104200000,104400000,0.361705,"Trim23, Ppwd1, Cenpk, Adamts6",4.0,"24637, 23723, 20235, 208861",208861.0,20235.0,69364.0,24180.0,13,0,0,0,0,6.877203935960312
chr13-g522,chr13,104400000,104600000,0.404355,Adamts6,1.0,208861,208861.0,208861.0,208861.0,208861.0,13,0,1,0,0,6.877203935960312
chr13-g550,chr13,110000000,110200000,0.4182599999999999,Rab3c,1.0,226809,226809.0,226809.0,226809.0,226809.0,13,0,0,0,0,-7.361579628523279
chr13-g551,chr13,110200000,110400000,0.4098549999999999,"Rab3c, Gapt, Plk2",3.0,"226809, 4558, 5800",226809.0,4558.0,79055.66666666667,5800.0,13,0,0,0,0,-7.361579628523279
chr13-g561,chr13,112200000,112400000,0.445805,Ankrd55,1.0,95552,95552.0,95552.0,95552.0,95552.0,13,0,0,0,0,-4.509062545338341
chr13-g586,chr13,117200000,117400000,0.407105,Emb,1.0,53843,53843.0,53843.0,53843.0,53843.0,13,0,0,0,0,-5.168901306408109
chr13-g588,chr13,117600000,117800000,0.36549,"Hcn1, 4933413L06Rik",2.0,"378709, 13248",378709.0,13248.0,195978.5,195978.5,13,0,0,0,0,-8.259493869266127
chr13-g589,chr13,117800000,118000000,0.362255,Hcn1,1.0,378709,378709.0,378709.0,378709.0,378709.0,13,1,0,0,0,-8.259493869266127
chr14-g40,chr14,8000000,8200000,0.4507499999999999,"Abhd6, Pxk, Htd2, Rpp14, Pdhb",5.0,"53883, 66907, 11534, 11534, 7002",66907.0,7002.0,30172.0,11534.0,14,0,0,0,0,-2.9754508463975133
chr14-g41,chr14,8200000,8400000,0.4622050000000001,"Kctd6, Acox2, Fam107a, Oit1, 2610318M16Rik",5.0,"7322, 33509, 21338, 29816, 3779",33509.0,3779.0,19152.8,21338.0,14,0,0,0,0,7.50728460050763
chr14-g61,chr14,12200000,12400000,0.4202,"Ptprg, 3830406C13Rik, Fezf2, Cadps",4.0,"688487, 19029, 3974, 450520",688487.0,3974.0,290502.5,234774.5,14,0,0,0,0,-7.271974875651423
chr14-g62,chr14,12400000,12600000,0.423525,Cadps,1.0,450520,450520.0,450520.0,450520.0,450520.0,14,0,0,0,0,-7.271974875651423
chr14-g63,chr14,12600000,12800000,0.4146149999999999,Cadps,1.0,450520,450520.0,450520.0,450520.0,450520.0,14,0,0,0,0,-7.271974875651423
chr14-g64,chr14,12800000,13000000,0.40766,Cadps,1.0,450520,450520.0,450520.0,450520.0,450520.0,14,0,0,0,0,-7.271974875651423
chr14-g66,chr14,13200000,13400000,0.4049549999999999,"Gm5087, Synpr",2.0,"21506, 330690",330690.0,21506.0,176098.0,176098.0,14,0,0,0,0,-3.419723111803264
chr14-g67,chr14,13400000,13600000,0.39588,Synpr,1.0,330690,330690.0,330690.0,330690.0,330690.0,14,0,0,0,0,-3.419723111803264
chr14-g68,chr14,13600000,13800000,0.40651,"Synpr, Sntn",2.0,"330690, 12273",330690.0,12273.0,171481.5,171481.5,14,0,0,0,0,-3.419723111803264
chr14-g76,chr14,15200000,15400000,0.400685,Lrrc3b,1.0,81472,81472.0,81472.0,81472.0,81472.0,14,0,0,0,0,-4.395145285233454
chr14-g77,chr14,15400000,15600000,0.411915,"Lrrc3b, B230110C06Rik",2.0,"81472, 14262",81472.0,14262.0,47867.0,47867.0,14,0,0,0,0,-4.395145285233454
chr14-g103,chr14,20600000,20800000,0.46778,"Usp54, Myoz1, Sec24c, Synpo2l, Mir6946, Fut11, Zswim8, Chchd1, 6230400D17Rik, Ndst2, Camk2g, Gm30108",12.0,"69443, 7439, 20530, 9407, 69, 5230, 16068, 1399, 1088, 10833, 59216, 2316",69443.0,69.0,16919.833333333332,8423.0,14,0,0,0,0,3.058168939623994
chr14-g104,chr14,20800000,21000000,0.420095,"Plau, Vcl",2.0,"6727, 104279",104279.0,6727.0,55503.0,55503.0,14,0,0,0,0,3.5086109873439875
chr14-g105,chr14,21000000,21200000,0.399995,"Vcl, Ap3m1, Adk",3.0,"104279, 18701, 395996",395996.0,18701.0,172992.0,104279.0,14,0,0,0,0,3.5086109873439875
chr14-g116,chr14,23200000,23400000,0.410235,Kcnma1,1.0,705512,705512.0,705512.0,705512.0,705512.0,14,0,0,0,0,-6.507164954964805
chr14-g117,chr14,23400000,23600000,0.42467,Kcnma1,1.0,705512,705512.0,705512.0,705512.0,705512.0,14,0,0,0,0,-6.507164954964805
chr14-g118,chr14,23600000,23800000,0.43507,Kcnma1,1.0,705512,705512.0,705512.0,705512.0,705512.0,14,0,0,0,0,-6.507164954964805
chr14-g119,chr14,23800000,24000000,0.46453,Kcnma1,1.0,705512,705512.0,705512.0,705512.0,705512.0,14,0,0,0,0,-6.507164954964805
chr14-g120,chr14,24000000,24200000,0.46607,"Kcnma1, 4930519K11Rik, Mir7210, Dlg5",4.0,"705512, 847, 54, 111968",705512.0,54.0,204595.25,56407.5,14,0,0,0,0,-6.507164954964805
chr14-g128,chr14,25600000,25800000,0.507335,"Zmiz1, Gm45915, Ppif, Ppifos, Zcchc24",5.0,"207559, 2124, 6297, 4927, 57429",207559.0,2124.0,55667.2,6297.0,14,0,0,0,0,7.565495961069767
chr14-g138,chr14,27600000,27800000,0.426575,Erc2,1.0,856131,856131.0,856131.0,856131.0,856131.0,14,0,0,0,0,-4.158022719028409
chr14-g139,chr14,27800000,28000000,0.4093299999999999,Erc2,1.0,856131,856131.0,856131.0,856131.0,856131.0,14,0,0,0,0,-4.158022719028409
chr14-g140,chr14,28000000,28200000,0.412815,Erc2,1.0,856131,856131.0,856131.0,856131.0,856131.0,14,0,0,0,0,-4.158022719028409
chr14-g141,chr14,28200000,28400000,0.42351,Erc2,1.0,856131,856131.0,856131.0,856131.0,856131.0,14,0,0,0,0,-4.158022719028409
chr14-g142,chr14,28400000,28600000,0.443895,"Erc2, Wnt5a",2.0,"856131, 16043",856131.0,16043.0,436087.0,436087.0,14,0,0,0,0,-4.158022719028409
chr14-g144,chr14,28800000,29000000,0.423215,Cacna2d3,1.0,816922,816922.0,816922.0,816922.0,816922.0,14,0,0,0,0,-5.471887078674342
chr14-g145,chr14,29000000,29200000,0.43182,"Cacna2d3, Lrtm1",2.0,"816922, 15435",816922.0,15435.0,416178.5,416178.5,14,0,0,0,0,-5.597802238146018
chr14-g146,chr14,29200000,29400000,0.43047,Cacna2d3,1.0,816922,816922.0,816922.0,816922.0,816922.0,14,0,0,0,0,-5.471887078674342
chr14-g147,chr14,29400000,29600000,0.427925,Cacna2d3,1.0,816922,816922.0,816922.0,816922.0,816922.0,14,0,0,0,0,-5.471887078674342
chr14-g148,chr14,29600000,29800000,0.44469,Cacna2d3,1.0,816922,816922.0,816922.0,816922.0,816922.0,14,0,0,0,0,-5.471887078674342
chr14-g150,chr14,30000000,30200000,0.4721399999999999,"Il17rb, Chdh, Cacna1d",3.0,"12729, 31467, 451216",451216.0,12729.0,165137.33333333334,31467.0,14,0,0,0,0,-3.732797497936618
chr14-g151,chr14,30200000,30400000,0.44144,Cacna1d,1.0,451216,451216.0,451216.0,451216.0,451216.0,14,0,0,0,0,-3.732797497936618
chr14-g152,chr14,30400000,30600000,0.452485,"Cacna1d, 4831407H17Rik, Dcp1a, Tkt, Mir3076, Prkcd",6.0,"451216, 5247, 47492, 25596, 60, 30855",451216.0,60.0,93411.0,28225.5,14,0,0,0,0,-3.806319333215308
chr14-g153,chr14,30600000,30800000,0.45025,"Prkcd, Rft1, Sfmbt1",3.0,"30855, 36939, 107873",107873.0,30855.0,58555.66666666666,36939.0,14,0,0,0,0,-5.127772914835649
chr14-g154,chr14,30800000,31000000,0.4630249999999999,"Sfmbt1, Stimate, Mustn1, Itih4, Itih3, Itih1, Nek4, Spcs1",8.0,"107873, 51617, 2354, 15511, 15014, 14110, 37445, 1841",107873.0,1841.0,30720.625,15262.5,14,0,0,0,0,7.185173079429935
chr14-g158,chr14,31600000,31800000,0.411255,"Hacl1, Btd, Ankrd28",3.0,"33740, 27141, 130401",130401.0,27141.0,63760.66666666666,33740.0,14,0,0,0,0,5.858028751910454
chr14-g164,chr14,32800000,33000000,0.461215,"Tmem273, Fam170b, Vstm4, Wdfy4, Lrrc18",5.0,"32006, 2827, 82736, 225520, 23911",225520.0,2827.0,73400.0,32006.0,14,0,0,0,0,4.84467477709659
chr14-g185,chr14,37000000,37200000,0.433195,"Rgr, Lrit2, Lrit1, Cdhr1, 2610528A11Rik, Ghitm",6.0,"14106, 5715, 10109, 20499, 7962, 14878",20499.0,5715.0,12211.5,12107.5,14,0,0,0,0,-2.969119830683717
chr14-g191,chr14,38200000,38400000,0.3747,Nrg3,1.0,1104138,1104138.0,1104138.0,1104138.0,1104138.0,14,0,0,0,0,-5.909357541456179
chr14-g192,chr14,38400000,38600000,0.3812899999999999,Nrg3,1.0,1104138,1104138.0,1104138.0,1104138.0,1104138.0,14,0,0,0,0,-5.909357541456179
chr14-g193,chr14,38600000,38800000,0.374235,Nrg3,1.0,1104138,1104138.0,1104138.0,1104138.0,1104138.0,14,0,0,0,0,-5.909357541456179
chr14-g194,chr14,38800000,39000000,0.36943,"Nrg3, Nrg3os",2.0,"1104138, 60493",1104138.0,60493.0,582315.5,582315.5,14,0,0,0,0,-6.0880585244277485
chr14-g195,chr14,39000000,39200000,0.37175,Nrg3,1.0,1104138,1104138.0,1104138.0,1104138.0,1104138.0,14,0,0,0,0,-5.909357541456179
chr14-g196,chr14,39200000,39400000,0.36909,Nrg3,1.0,1104138,1104138.0,1104138.0,1104138.0,1104138.0,14,0,0,0,0,-5.909357541456179
chr14-g197,chr14,39400000,39600000,0.38632,"Nrg3, LOC432842",2.0,"1104138, 3827",1104138.0,3827.0,553982.5,553982.5,14,0,0,0,0,-5.909357541456179
chr14-g234,chr14,46800000,47000000,0.44615,"Gmfb, Cgrrf1, Samd4, Mir378c",4.0,"14094, 8281, 222853, 99",222853.0,99.0,61331.75,11187.5,14,0,0,0,0,3.6922755072699314
chr14-g235,chr14,47000000,47200000,0.458335,"Samd4, Gm10371, Gch1",3.0,"222853, 18483, 35519",222853.0,18483.0,92285.0,35519.0,14,0,0,0,0,3.6922755072699314
chr14-g274,chr14,54800000,55000000,0.47328,"Rnf212b, Homez, Bcl2l2, Pabpn1, Ppp1r3e, Slc22a17, Efs, Cmtm5, Il25, Mir208a, Myh6, Mhrt, Myh7, Mir208b",14.0,"39959, 11422, 4810, 4785, 1942, 6402, 10246, 2808, 3142, 83, 24687, 5563, 23941, 77",39959.0,77.0,9990.5,5186.5,14,0,0,0,0,5.577788140987358
chr14-g278,chr14,55600000,55800000,0.486005,"Rnf31, Irf9, Rec8, Ipo4, Tm9sf1, Tssk4, Gmpr2, Mdp1, Nedd8, Tinf2, Rabggta, Tgm1, Nop9, Dhrs1, Ltb4r2, Ltb4r1, Cideb, Adcy4, Ripk3",19.0,"11933, 5452, 7230, 10285, 7841, 2356, 6517, 2561, 9618, 2738, 6398, 13484, 9942, 6665, 1802, 2531, 4370, 15015, 3863",15015.0,1802.0,6873.736842105263,6517.0,14,0,0,0,0,-4.256469448463109
chr14-g279,chr14,55800000,56000000,0.46828,"Nfatc4, Nynrin, Khnyn, Cbln3, Sdr39u1, Cma1, Mcpt-ps1, Cma2",8.0,"9149, 20622, 13839, 5337, 2948, 3225, 2563, 23052",23052.0,2563.0,10091.875,7243.0,14,0,0,0,0,-5.531497176088022
chr14-g282,chr14,56400000,56600000,0.402995,"Rnf17, Cenpj, Parp4",3.0,"122335, 45086, 84180",122335.0,45086.0,83867.0,84180.0,14,0,0,0,0,4.731108472399116
chr14-g283,chr14,56600000,56800000,0.413595,"Parp4, Gm16573, Mphosph8, Gm16973, Pspc1, Zmym5",6.0,"84180, 13253, 29182, 4726, 55873, 21132",84180.0,4726.0,34724.333333333336,25157.0,14,0,0,0,0,4.731108472399116
chr14-g285,chr14,57000000,57200000,0.4525350000000001,"B020004C17Rik, Gja3, Gjb2, Gjb6",4.0,"3849, 23571, 6101, 10311",23571.0,3849.0,10958.0,8206.0,14,0,0,0,0,5.705691191336752
chr14-g305,chr14,61000000,61200000,0.43893,"Tnfrsf19, Sacs",2.0,"83022, 102237",102237.0,83022.0,92629.5,92629.5,14,0,0,0,0,-5.810981256525051
chr14-g306,chr14,61200000,61400000,0.435915,"Sacs, Sgcg, 1700109G14Rik, Arl11, Ebpl, Kpna3",6.0,"102237, 39376, 12352, 2184, 20683, 74762",102237.0,2184.0,41932.333333333336,30029.5,14,0,0,0,0,-5.810981256525051
chr14-g320,chr14,64000000,64200000,0.480165,"Rp1l1, Prss51, Prss55, 4930471C04Rik, Prss52, Msra",6.0,"41076, 3977, 9973, 4941, 9429, 333283",333283.0,3977.0,67113.16666666667,9701.0,14,0,0,0,0,-3.652635215582588
chr14-g321,chr14,64200000,64400000,0.44316,Msra,1.0,333283,333283.0,333283.0,333283.0,333283.0,14,0,0,0,0,-3.652635215582588
chr14-g322,chr14,64400000,64600000,0.4470099999999999,"Msra, Mir3078, Mir124a-1, Mir124a-1hg",4.0,"333283, 87, 85, 5847",333283.0,85.0,84825.5,2967.0,14,0,0,0,0,-4.263806498237873
chr14-g333,chr14,66600000,66800000,0.4403049999999999,Adra1a,1.0,135918,135918.0,135918.0,135918.0,135918.0,14,0,0,0,0,5.472544416087391
chr14-g340,chr14,68000000,68200000,0.43229,"Nefl, A230070E04Rik, Nefm",3.0,"5234, 7620, 5460",7620.0,5234.0,6104.666666666667,5460.0,14,0,0,0,0,-4.434825851651661
chr14-g352,chr14,70400000,70600000,0.498615,"Piwil2, Mir320, Polr3d, Phyhip, Bmp1, Sftpc, Lgi3, Reep4, Hr, Nudt18, Fam160b2",11.0,"64422, 82, 4724, 11308, 46118, 3140, 7504, 3685, 19493, 4865, 16541",64422.0,82.0,16534.727272727272,7504.0,14,0,0,0,0,-3.941182427645913
chr14-g353,chr14,70600000,70800000,0.448575,"Dmtn, Fgf17, Npm2, Xpo7, Dok2",5.0,"33865, 6066, 5783, 104503, 4114",104503.0,4114.0,30866.2,6066.0,14,0,0,0,0,-4.966595551580947
chr14-g385,chr14,77000000,77200000,0.40865,"Lacc1, Ccdc122, Enox1",3.0,"12417, 75492, 565001",565001.0,12417.0,217636.66666666663,75492.0,14,0,0,0,0,-3.389087309298939
chr14-g386,chr14,77200000,77400000,0.42584,Enox1,1.0,565001,565001.0,565001.0,565001.0,565001.0,14,0,0,0,0,-3.389087309298939
chr14-g387,chr14,77400000,77600000,0.427745,"Enox1, Gm6994",2.0,"565001, 27386",565001.0,27386.0,296193.5,296193.5,14,0,0,0,0,-3.4309836966806087
chr14-g388,chr14,77600000,77800000,0.4382899999999999,"Enox1, Gm1587",2.0,"565001, 5024",565001.0,5024.0,285012.5,285012.5,14,0,0,0,0,-3.389087309298939
chr14-g392,chr14,78400000,78600000,0.42232,"Akap11, Dgkh",2.0,"44615, 173380",173380.0,44615.0,108997.5,108997.5,14,0,0,0,0,-5.448364540828629
chr14-g393,chr14,78600000,78800000,0.4408,Dgkh,1.0,173380,173380.0,173380.0,173380.0,173380.0,14,0,0,0,0,-5.448364540828629
chr14-g422,chr14,84400000,84600000,0.36175,"Pcdh17, 9630013A20Rik",2.0,"93498, 17701",93498.0,17701.0,55599.5,55599.5,14,0,0,0,0,3.739905435737989
chr14-g433,chr14,86600000,86800000,0.40182,Diaph3,1.0,485868,485868.0,485868.0,485868.0,485868.0,14,0,0,0,0,3.5533538698900498
chr14-g434,chr14,86800000,87000000,0.387435,Diaph3,1.0,485868,485868.0,485868.0,485868.0,485868.0,14,1,0,0,0,3.5533538698900498
chr14-g435,chr14,87000000,87200000,0.40184,Diaph3,1.0,485868,485868.0,485868.0,485868.0,485868.0,14,1,0,0,0,3.5533538698900498
chr14-g507,chr14,101400000,101600000,0.4222499999999999,Tbc1d4,1.0,166832,166832.0,166832.0,166832.0,166832.0,14,0,0,0,0,-5.231199827369032
chr14-g508,chr14,101600000,101800000,0.417975,"Tbc1d4, Commd6, Uchl3, Lmo7",4.0,"166832, 6706, 42159, 204766",204766.0,6706.0,105115.75,104495.5,14,0,0,0,0,-5.231199827369032
chr14-g519,chr14,103800000,104000000,0.40715,"Ednrb, 4930432J09Rik",2.0,"29862, 49515",49515.0,29862.0,39688.5,39688.5,14,0,0,0,0,7.223688435373151
chr14-g584,chr14,116800000,117000000,0.395465,Gpc6,1.0,1054233,1054233.0,1054233.0,1054233.0,1054233.0,14,0,0,0,0,5.466022106134636
chr14-g585,chr14,117000000,117200000,0.39469,Gpc6,1.0,1054233,1054233.0,1054233.0,1054233.0,1054233.0,14,0,0,0,0,5.466022106134636
chr14-g586,chr14,117200000,117400000,0.3913499999999999,Gpc6,1.0,1054233,1054233.0,1054233.0,1054233.0,1054233.0,14,0,0,0,0,5.466022106134636
chr14-g587,chr14,117400000,117600000,0.39873,Gpc6,1.0,1054233,1054233.0,1054233.0,1054233.0,1054233.0,14,0,0,0,0,5.466022106134636
chr14-g588,chr14,117600000,117800000,0.4077400000000001,Gpc6,1.0,1054233,1054233.0,1054233.0,1054233.0,1054233.0,14,0,0,0,0,5.466022106134636
chr14-g589,chr14,117800000,118000000,0.435935,"Gpc6, Mir6239",2.0,"1054233, 105",1054233.0,105.0,527169.0,527169.0,14,0,0,0,0,5.466022106134636
chr14-g595,chr14,119000000,119200000,0.4106,"Uggt2, Gm16835, Hs6st3",3.0,"114450, 16110, 731551",731551.0,16110.0,287370.3333333333,114450.0,14,0,0,0,0,-3.92758595460016
chr14-g596,chr14,119200000,119400000,0.402875,Hs6st3,1.0,731551,731551.0,731551.0,731551.0,731551.0,14,0,0,0,0,-3.92758595460016
chr14-g597,chr14,119400000,119600000,0.404455,Hs6st3,1.0,731551,731551.0,731551.0,731551.0,731551.0,14,0,0,0,0,-3.92758595460016
chr14-g598,chr14,119600000,119800000,0.4056599999999999,"Hs6st3, 1700006F04Rik",2.0,"731551, 2338",731551.0,2338.0,366944.5,366944.5,14,0,0,0,0,-3.92758595460016
chr14-g599,chr14,119800000,120000000,0.4206499999999999,Hs6st3,1.0,731551,731551.0,731551.0,731551.0,731551.0,14,0,0,1,0,-3.92758595460016
chr14-g611,chr14,122200000,122400000,0.443,"Clybl, 1700108J01Rik, Gm5089",3.0,"220541, 3734, 85468",220541.0,3734.0,103247.66666666669,85468.0,14,0,0,0,0,3.848854167803167
chr14-g612,chr14,122400000,122600000,0.43445,"Clybl, Gm5089, Zic5, 2610035F20Rik, Zic2, Pcca",6.0,"220541, 85468, 6499, 4823, 4945, 405580",405580.0,4823.0,121309.33333333331,45983.5,14,0,0,0,0,3.848854167803167
chr14-g616,chr14,123200000,123400000,0.39444,Nalcn,1.0,350504,350504.0,350504.0,350504.0,350504.0,14,0,0,1,0,-5.792404637648387
chr14-g617,chr14,123400000,123600000,0.3816549999999999,Nalcn,1.0,350504,350504.0,350504.0,350504.0,350504.0,14,0,0,1,0,-5.792404637648387
chr14-g618,chr14,123600000,123800000,0.390935,"Nalcn, Itgbl1",2.0,"350504, 313940",350504.0,313940.0,332222.0,332222.0,14,0,0,0,0,-5.792404637648387
chr14-g619,chr14,123800000,124000000,0.376045,"Itgbl1, 1700024B18Rik, Fgf14",3.0,"313940, 28050, 698837",698837.0,28050.0,346942.3333333333,313940.0,14,0,0,0,0,-4.562707709604412
chr14-g620,chr14,124000000,124200000,0.370915,"1700024B18Rik, Fgf14",2.0,"28050, 698837",698837.0,28050.0,363443.5,363443.5,14,0,0,0,0,-4.562707709604412
chr14-g621,chr14,124200000,124400000,0.373895,Fgf14,1.0,698837,698837.0,698837.0,698837.0,698837.0,14,0,0,0,0,-4.562707709604412
chr14-g622,chr14,124400000,124600000,0.3804949999999999,Fgf14,1.0,698837,698837.0,698837.0,698837.0,698837.0,14,0,0,0,0,-4.562707709604412
chr14-g623,chr14,124600000,124800000,0.38985,Fgf14,1.0,698837,698837.0,698837.0,698837.0,698837.0,14,0,0,0,0,-4.562707709604412
chr15-g21,chr15,4200000,4400000,0.3856499999999999,Plcxd3,1.0,200089,200089.0,200089.0,200089.0,200089.0,15,0,0,0,0,-4.274962319075549
chr15-g22,chr15,4400000,4600000,0.387145,Plcxd3,1.0,200089,200089.0,200089.0,200089.0,200089.0,15,0,0,0,0,-4.274962319075549
chr15-g43,chr15,8600000,8800000,0.43127,Slc1a3,1.0,76684,76684.0,76684.0,76684.0,76684.0,15,1,0,0,0,8.84969700523668
chr15-g44,chr15,8800000,9000000,0.411265,Ranbp3l,1.0,99385,99385.0,99385.0,99385.0,99385.0,15,1,0,0,0,4.141658947204488
