200kb name,chrom,start,end,H4K20me3_cat5
chr7-g284,chr7,56800000,57000000,0
chr7-g285,chr7,57000000,57200000,0
chr7-g286,chr7,57200000,57400000,0
chr7-g287,chr7,57400000,57600000,0
chr7-g288,chr7,57600000,57800000,0
chr7-g289,chr7,57800000,58000000,0
chr7-g290,chr7,58000000,58200000,0
chr7-g291,chr7,58200000,58400000,0
chr7-g292,chr7,58400000,58600000,0
chr7-g293,chr7,58600000,58800000,0
chr7-g294,chr7,58800000,59000000,0
chr7-g295,chr7,59000000,59200000,0
chr7-g296,chr7,59200000,59400000,0
chr7-g298,chr7,59600000,59800000,0
chr7-g299,chr7,59800000,60000000,0
chr7-g300,chr7,60000000,60200000,0
chr7-g301,chr7,60200000,60400000,0
chr7-g302,chr7,60400000,60600000,0
chr7-g303,chr7,60600000,60800000,0
chr7-g304,chr7,60800000,61000000,0
chr7-g305,chr7,61000000,61200000,0
chr7-g306,chr7,61200000,61400000,0
chr7-g307,chr7,61400000,61600000,0
chr7-g308,chr7,61600000,61800000,0
chr7-g309,chr7,61800000,62000000,0
chr7-g310,chr7,62000000,62200000,0
chr7-g311,chr7,62200000,62400000,0
chr7-g312,chr7,62400000,62600000,0
chr7-g313,chr7,62600000,62800000,0
chr7-g314,chr7,62800000,63000000,0
chr7-g315,chr7,63000000,63200000,0
chr7-g316,chr7,63200000,63400000,0
chr7-g317,chr7,63400000,63600000,0
chr7-g318,chr7,63600000,63800000,0
chr7-g319,chr7,63800000,64000000,0
chr7-g320,chr7,64000000,64200000,0
chr7-g321,chr7,64200000,64400000,0
chr7-g322,chr7,64400000,64600000,0
chr7-g323,chr7,64600000,64800000,0
chr7-g324,chr7,64800000,65000000,0
chr7-g325,chr7,65000000,65200000,0
chr7-g326,chr7,65200000,65400000,0
chr7-g327,chr7,65400000,65600000,0
chr7-g328,chr7,65600000,65800000,0
chr7-g329,chr7,65800000,66000000,0
chr7-g330,chr7,66000000,66200000,0
chr7-g331,chr7,66200000,66400000,0
chr7-g332,chr7,66400000,66600000,0
chr7-g333,chr7,66600000,66800000,0
chr7-g334,chr7,66800000,67000000,0
chr7-g335,chr7,67000000,67200000,0
chr7-g336,chr7,67200000,67400000,0
chr7-g337,chr7,67400000,67600000,0
chr7-g338,chr7,67600000,67800000,0
chr7-g339,chr7,67800000,68000000,0
chr7-g340,chr7,68000000,68200000,0
chr7-g341,chr7,68200000,68400000,0
chr7-g342,chr7,68400000,68600000,0
chr7-g343,chr7,68600000,68800000,0
chr7-g344,chr7,68800000,69000000,0
chr7-g345,chr7,69000000,69200000,0
chr7-g346,chr7,69200000,69400000,0
chr7-g347,chr7,69400000,69600000,0
chr7-g348,chr7,69600000,69800000,0
chr7-g349,chr7,69800000,70000000,0
chr7-g350,chr7,70000000,70200000,0
chr7-g351,chr7,70200000,70400000,0
chr7-g352,chr7,70400000,70600000,0
chr7-g353,chr7,70600000,70800000,0
chr7-g354,chr7,70800000,71000000,0
chr7-g355,chr7,71000000,71200000,0
chr7-g356,chr7,71200000,71400000,0
chr7-g357,chr7,71400000,71600000,0
chr7-g358,chr7,71600000,71800000,0
chr7-g359,chr7,71800000,72000000,0
chr7-g360,chr7,72000000,72200000,0
chr7-g361,chr7,72200000,72400000,0
chr7-g362,chr7,72400000,72600000,0
chr7-g363,chr7,72600000,72800000,0
chr7-g364,chr7,72800000,73000000,0
chr7-g365,chr7,73000000,73200000,0
chr7-g366,chr7,73200000,73400000,0
chr7-g367,chr7,73400000,73600000,0
chr7-g368,chr7,73600000,73800000,0
chr7-g369,chr7,73800000,74000000,0
chr7-g370,chr7,74000000,74200000,0
chr7-g371,chr7,74200000,74400000,0
chr7-g372,chr7,74400000,74600000,0
chr7-g373,chr7,74600000,74800000,0
chr7-g374,chr7,74800000,75000000,0
chr7-g375,chr7,75000000,75200000,0
chr7-g376,chr7,75200000,75400000,0
chr7-g377,chr7,75400000,75600000,0
chr7-g378,chr7,75600000,75800000,0
chr7-g379,chr7,75800000,76000000,0
chr7-g380,chr7,76000000,76200000,0
chr7-g381,chr7,76200000,76400000,0
chr7-g382,chr7,76400000,76600000,0
chr7-g383,chr7,76600000,76800000,0
chr7-g384,chr7,76800000,77000000,0
chr7-g385,chr7,77000000,77200000,0
chr7-g386,chr7,77200000,77400000,0
chr7-g387,chr7,77400000,77600000,0
chr7-g388,chr7,77600000,77800000,0
chr7-g389,chr7,77800000,78000000,0
chr7-g390,chr7,78000000,78200000,0
chr7-g391,chr7,78200000,78400000,0
chr7-g392,chr7,78400000,78600000,0
chr7-g393,chr7,78600000,78800000,0
chr7-g394,chr7,78800000,79000000,0
chr7-g395,chr7,79000000,79200000,0
chr7-g396,chr7,79200000,79400000,0
chr7-g397,chr7,79400000,79600000,0
chr7-g398,chr7,79600000,79800000,0
chr7-g399,chr7,79800000,80000000,0
chr7-g400,chr7,80000000,80200000,0
chr7-g401,chr7,80200000,80400000,0
chr7-g402,chr7,80400000,80600000,0
chr7-g403,chr7,80600000,80800000,0
chr7-g404,chr7,80800000,81000000,0
chr7-g405,chr7,81000000,81200000,0
chr7-g406,chr7,81200000,81400000,0
chr7-g407,chr7,81400000,81600000,0
chr7-g408,chr7,81600000,81800000,0
chr7-g409,chr7,81800000,82000000,0
chr7-g410,chr7,82000000,82200000,0
chr7-g411,chr7,82200000,82400000,0
chr7-g412,chr7,82400000,82600000,0
chr7-g413,chr7,82600000,82800000,0
chr7-g414,chr7,82800000,83000000,0
chr7-g415,chr7,83000000,83200000,0
chr7-g416,chr7,83200000,83400000,0
chr7-g417,chr7,83400000,83600000,0
chr7-g418,chr7,83600000,83800000,0
chr7-g419,chr7,83800000,84000000,0
chr7-g420,chr7,84000000,84200000,0
chr7-g421,chr7,84200000,84400000,0
chr7-g422,chr7,84400000,84600000,0
chr7-g423,chr7,84600000,84800000,0
chr7-g424,chr7,84800000,85000000,0
chr7-g425,chr7,85000000,85200000,0
chr7-g426,chr7,85200000,85400000,0
chr7-g427,chr7,85400000,85600000,0
chr7-g428,chr7,85600000,85800000,0
chr7-g429,chr7,85800000,86000000,1
chr7-g430,chr7,86000000,86200000,1
chr7-g431,chr7,86200000,86400000,1
chr7-g432,chr7,86400000,86600000,1
chr7-g433,chr7,86600000,86800000,1
chr7-g434,chr7,86800000,87000000,1
chr7-g435,chr7,87000000,87200000,1
chr7-g436,chr7,87200000,87400000,1
chr7-g437,chr7,87400000,87600000,1
chr7-g438,chr7,87600000,87800000,1
chr7-g439,chr7,87800000,88000000,1
chr7-g440,chr7,88000000,88200000,1
chr7-g441,chr7,88200000,88400000,1
chr7-g442,chr7,88400000,88600000,0
chr7-g443,chr7,88600000,88800000,0
chr7-g444,chr7,88800000,89000000,0
chr7-g445,chr7,89000000,89200000,0
chr7-g446,chr7,89200000,89400000,0
chr7-g447,chr7,89400000,89600000,0
chr7-g448,chr7,89600000,89800000,0
chr7-g449,chr7,89800000,90000000,0
chr7-g450,chr7,90000000,90200000,0
chr7-g451,chr7,90200000,90400000,0
chr7-g452,chr7,90400000,90600000,0
chr7-g453,chr7,90600000,90800000,0
chr7-g454,chr7,90800000,91000000,0
chr7-g455,chr7,91000000,91200000,0
chr7-g456,chr7,91200000,91400000,0
chr7-g457,chr7,91400000,91600000,0
chr7-g458,chr7,91600000,91800000,0
chr7-g459,chr7,91800000,92000000,0
chr7-g460,chr7,92000000,92200000,0
chr7-g461,chr7,92200000,92400000,0
chr7-g462,chr7,92400000,92600000,0
chr7-g463,chr7,92600000,92800000,0
chr7-g464,chr7,92800000,93000000,0
chr7-g465,chr7,93000000,93200000,0
chr7-g466,chr7,93200000,93400000,0
chr7-g467,chr7,93400000,93600000,0
chr7-g468,chr7,93600000,93800000,0
chr7-g469,chr7,93800000,94000000,0
chr7-g470,chr7,94000000,94200000,0
chr7-g471,chr7,94200000,94400000,0
chr7-g472,chr7,94400000,94600000,0
chr7-g473,chr7,94600000,94800000,0
chr7-g474,chr7,94800000,95000000,0
chr7-g475,chr7,95000000,95200000,0
chr7-g476,chr7,95200000,95400000,0
chr7-g477,chr7,95400000,95600000,0
chr7-g478,chr7,95600000,95800000,0
chr7-g479,chr7,95800000,96000000,0
chr7-g480,chr7,96000000,96200000,0
chr7-g481,chr7,96200000,96400000,0
chr7-g482,chr7,96400000,96600000,0
chr7-g483,chr7,96600000,96800000,0
chr7-g484,chr7,96800000,97000000,0
chr7-g485,chr7,97000000,97200000,0
chr7-g486,chr7,97200000,97400000,0
chr7-g487,chr7,97400000,97600000,0
chr7-g488,chr7,97600000,97800000,0
chr7-g489,chr7,97800000,98000000,0
chr7-g490,chr7,98000000,98200000,0
chr7-g491,chr7,98200000,98400000,0
chr7-g492,chr7,98400000,98600000,0
chr7-g493,chr7,98600000,98800000,0
chr7-g494,chr7,98800000,99000000,0
chr7-g495,chr7,99000000,99200000,0
chr7-g496,chr7,99200000,99400000,0
chr7-g497,chr7,99400000,99600000,0
chr7-g498,chr7,99600000,99800000,0
chr7-g499,chr7,99800000,100000000,0
chr7-g500,chr7,100000000,100200000,0
chr7-g501,chr7,100200000,100400000,0
chr7-g502,chr7,100400000,100600000,0
chr7-g503,chr7,100600000,100800000,0
chr7-g504,chr7,100800000,101000000,0
chr7-g505,chr7,101000000,101200000,0
chr7-g506,chr7,101200000,101400000,0
chr7-g507,chr7,101400000,101600000,0
chr7-g508,chr7,101600000,101800000,0
chr7-g509,chr7,101800000,102000000,0
chr7-g510,chr7,102000000,102200000,0
chr7-g511,chr7,102200000,102400000,0
chr7-g512,chr7,102400000,102600000,0
chr7-g513,chr7,102600000,102800000,0
chr7-g514,chr7,102800000,103000000,0
chr7-g515,chr7,103000000,103200000,0
chr7-g516,chr7,103200000,103400000,0
chr7-g517,chr7,103400000,103600000,0
chr7-g518,chr7,103600000,103800000,0
chr7-g519,chr7,103800000,104000000,0
chr7-g520,chr7,104000000,104200000,0
chr7-g521,chr7,104200000,104400000,0
chr7-g522,chr7,104400000,104600000,0
chr7-g523,chr7,104600000,104800000,0
chr7-g524,chr7,104800000,105000000,0
chr7-g525,chr7,105000000,105200000,0
chr7-g526,chr7,105200000,105400000,0
chr7-g527,chr7,105400000,105600000,0
chr7-g528,chr7,105600000,105800000,0
chr7-g529,chr7,105800000,105975000,0
chr7-g530,chr7,106025000,106200000,0
chr7-g531,chr7,106200000,106400000,0
chr7-g532,chr7,106400000,106600000,0
chr7-g533,chr7,106600000,106800000,0
chr7-g534,chr7,106800000,107000000,0
chr7-g535,chr7,107000000,107200000,0
chr7-g536,chr7,107200000,107400000,0
chr7-g537,chr7,107400000,107600000,0
chr7-g538,chr7,107600000,107800000,0
chr7-g539,chr7,107800000,108000000,0
chr7-g540,chr7,108000000,108200000,0
chr7-g541,chr7,108200000,108400000,0
chr7-g542,chr7,108400000,108600000,0
chr7-g543,chr7,108600000,108800000,0
chr7-g544,chr7,108800000,109000000,0
chr7-g545,chr7,109000000,109200000,0
chr7-g546,chr7,109200000,109400000,0
chr7-g547,chr7,109400000,109600000,0
chr7-g548,chr7,109600000,109800000,0
chr7-g549,chr7,109800000,110000000,0
chr7-g550,chr7,110000000,110200000,0
chr7-g551,chr7,110200000,110400000,0
chr7-g552,chr7,110400000,110600000,0
chr7-g553,chr7,110600000,110800000,0
chr7-g554,chr7,110800000,111000000,0
chr7-g555,chr7,111000000,111200000,0
chr7-g556,chr7,111200000,111400000,0
chr7-g557,chr7,111400000,111600000,0
chr7-g558,chr7,111600000,111800000,0
chr7-g559,chr7,111800000,112000000,0
chr7-g560,chr7,112000000,112200000,0
chr7-g561,chr7,112200000,112400000,0
chr7-g562,chr7,112400000,112600000,0
chr7-g563,chr7,112600000,112800000,0
chr7-g564,chr7,112800000,113000000,0
chr7-g565,chr7,113000000,113200000,0
chr7-g566,chr7,113200000,113400000,0
chr7-g567,chr7,113400000,113600000,0
chr7-g568,chr7,113600000,113800000,0
chr7-g569,chr7,113800000,114000000,0
chr7-g570,chr7,114000000,114200000,0
chr7-g571,chr7,114200000,114400000,0
chr7-g572,chr7,114400000,114600000,0
chr7-g573,chr7,114600000,114800000,0
chr7-g574,chr7,114800000,115000000,0
chr7-g575,chr7,115000000,115200000,0
chr7-g576,chr7,115200000,115400000,0
chr7-g577,chr7,115400000,115600000,0
chr7-g578,chr7,115600000,115800000,0
chr7-g579,chr7,115800000,116000000,0
chr7-g580,chr7,116000000,116200000,0
chr7-g581,chr7,116200000,116400000,0
chr7-g582,chr7,116400000,116600000,0
chr7-g583,chr7,116600000,116800000,0
chr7-g584,chr7,116800000,117000000,0
chr7-g585,chr7,117000000,117200000,0
chr7-g586,chr7,117200000,117400000,0
chr7-g587,chr7,117400000,117600000,0
chr7-g588,chr7,117600000,117800000,0
chr7-g589,chr7,117800000,118000000,0
chr7-g590,chr7,118000000,118200000,0
chr7-g591,chr7,118200000,118400000,0
chr7-g592,chr7,118400000,118600000,0
chr7-g593,chr7,118600000,118800000,0
chr7-g594,chr7,118800000,119000000,0
chr7-g595,chr7,119000000,119200000,0
chr7-g596,chr7,119200000,119400000,0
chr7-g597,chr7,119400000,119600000,0
chr7-g598,chr7,119600000,119800000,0
chr7-g599,chr7,119800000,120000000,0
chr7-g600,chr7,120000000,120200000,0
chr7-g601,chr7,120200000,120400000,0
chr7-g602,chr7,120400000,120600000,0
chr7-g603,chr7,120600000,120800000,0
chr7-g604,chr7,120800000,121000000,0
chr7-g605,chr7,121000000,121200000,0
chr7-g606,chr7,121200000,121400000,0
chr7-g607,chr7,121400000,121600000,0
chr7-g608,chr7,121600000,121800000,0
chr7-g609,chr7,121800000,122000000,0
chr7-g610,chr7,122000000,122200000,0
chr7-g611,chr7,122200000,122400000,0
chr7-g612,chr7,122400000,122600000,0
chr7-g613,chr7,122600000,122800000,0
chr7-g614,chr7,122800000,123000000,0
chr7-g615,chr7,123000000,123200000,0
chr7-g616,chr7,123200000,123400000,0
chr7-g617,chr7,123400000,123600000,0
chr7-g618,chr7,123600000,123800000,0
chr7-g619,chr7,123800000,124000000,0
chr7-g620,chr7,124000000,124200000,0
chr7-g621,chr7,124200000,124400000,0
chr7-g622,chr7,124400000,124600000,0
chr7-g623,chr7,124600000,124800000,0
chr7-g624,chr7,124800000,125000000,0
chr7-g625,chr7,125000000,125200000,0
chr7-g626,chr7,125200000,125400000,0
chr7-g627,chr7,125400000,125600000,0
chr7-g628,chr7,125600000,125800000,0
chr7-g629,chr7,125800000,126000000,0
chr7-g630,chr7,126000000,126200000,0
chr7-g631,chr7,126200000,126400000,0
chr7-g632,chr7,126400000,126600000,0
chr7-g633,chr7,126600000,126800000,0
chr7-g634,chr7,126800000,127000000,0
chr7-g635,chr7,127000000,127200000,0
chr7-g636,chr7,127200000,127400000,0
chr7-g637,chr7,127400000,127600000,0
chr7-g638,chr7,127600000,127800000,0
chr7-g639,chr7,127800000,128000000,0
chr7-g640,chr7,128000000,128200000,0
chr7-g641,chr7,128200000,128400000,0
chr7-g642,chr7,128400000,128600000,0
chr7-g643,chr7,128600000,128800000,0
chr7-g644,chr7,128800000,129000000,0
chr7-g645,chr7,129000000,129200000,0
chr7-g646,chr7,129200000,129400000,0
chr7-g647,chr7,129400000,129600000,0
chr7-g648,chr7,129600000,129800000,0
chr7-g649,chr7,129800000,130000000,0
chr7-g650,chr7,130000000,130200000,0
chr7-g651,chr7,130200000,130400000,0
chr7-g652,chr7,130400000,130600000,0
chr7-g653,chr7,130600000,130800000,0
chr7-g654,chr7,130800000,131000000,0
chr7-g655,chr7,131000000,131200000,0
chr7-g656,chr7,131200000,131400000,0
chr7-g657,chr7,131400000,131600000,0
chr7-g658,chr7,131600000,131800000,0
chr7-g659,chr7,131800000,132000000,0
chr7-g660,chr7,132000000,132200000,0
chr7-g661,chr7,132200000,132400000,0
chr7-g662,chr7,132400000,132600000,0
chr7-g663,chr7,132600000,132800000,0
chr7-g664,chr7,132800000,133000000,0
chr7-g665,chr7,133000000,133200000,0
chr7-g666,chr7,133200000,133400000,0
chr7-g667,chr7,133400000,133600000,0
chr7-g668,chr7,133600000,133800000,0
chr7-g669,chr7,133800000,134000000,0
chr7-g670,chr7,134000000,134200000,0
chr7-g671,chr7,134200000,134400000,0
chr7-g672,chr7,134400000,134600000,0
chr7-g673,chr7,134600000,134800000,0
chr7-g674,chr7,134800000,135000000,0
chr7-g675,chr7,135000000,135200000,0
chr7-g676,chr7,135200000,135400000,0
chr7-g677,chr7,135400000,135600000,0
chr7-g678,chr7,135600000,135800000,0
chr7-g679,chr7,135800000,136000000,0
chr7-g680,chr7,136000000,136200000,0
chr7-g681,chr7,136200000,136400000,0
chr7-g682,chr7,136400000,136600000,0
chr7-g683,chr7,136600000,136800000,0
chr7-g684,chr7,136800000,137000000,0
chr7-g685,chr7,137000000,137200000,0
chr7-g686,chr7,137200000,137400000,0
chr7-g687,chr7,137400000,137600000,0
chr7-g688,chr7,137600000,137800000,0
chr7-g689,chr7,137800000,138000000,0
chr7-g690,chr7,138000000,138200000,0
chr7-g691,chr7,138200000,138400000,0
chr7-g692,chr7,138400000,138600000,0
chr7-g693,chr7,138600000,138800000,0
chr7-g694,chr7,138800000,139000000,0
chr7-g695,chr7,139000000,139200000,0
chr7-g696,chr7,139200000,139400000,0
chr7-g697,chr7,139400000,139600000,0
chr7-g698,chr7,139600000,139800000,0
chr7-g699,chr7,139800000,140000000,0
chr7-g700,chr7,140000000,140200000,0
chr7-g701,chr7,140200000,140400000,0
chr7-g702,chr7,140400000,140600000,0
chr7-g703,chr7,140600000,140800000,0
chr7-g704,chr7,140800000,141000000,0
chr7-g705,chr7,141000000,141200000,0
chr7-g706,chr7,141200000,141400000,0
chr7-g707,chr7,141400000,141600000,0
chr7-g708,chr7,141600000,141800000,0
chr7-g709,chr7,141800000,142000000,0
chr7-g710,chr7,142000000,142200000,0
chr7-g711,chr7,142200000,142400000,0
chr7-g712,chr7,142400000,142600000,0
chr7-g713,chr7,142600000,142800000,0
chr7-g714,chr7,142800000,143000000,0
chr7-g715,chr7,143000000,143200000,0
chr7-g716,chr7,143200000,143400000,0
chr7-g717,chr7,143400000,143600000,0
chr7-g718,chr7,143600000,143800000,0
chr7-g719,chr7,143800000,144000000,0
chr7-g720,chr7,144000000,144200000,0
chr7-g721,chr7,144200000,144400000,0
chr7-g722,chr7,144400000,144600000,0
chr7-g723,chr7,144600000,144800000,0
chr7-g724,chr7,144800000,145000000,0
chr7-g725,chr7,145000000,145200000,0
chr8-g15,chr8,3000000,3200000,0
chr8-g16,chr8,3200000,3400000,0
chr8-g17,chr8,3400000,3600000,0
chr8-g18,chr8,3600000,3800000,0
chr8-g19,chr8,3800000,4000000,0
chr8-g20,chr8,4000000,4200000,0
chr8-g21,chr8,4200000,4400000,0
chr8-g22,chr8,4400000,4600000,0
chr8-g23,chr8,4600000,4800000,0
chr8-g24,chr8,4800000,5000000,0
chr8-g25,chr8,5000000,5200000,0
chr8-g26,chr8,5200000,5400000,0
chr8-g27,chr8,5400000,5600000,0
chr8-g28,chr8,5600000,5800000,0
chr8-g29,chr8,5800000,6000000,0
chr8-g30,chr8,6000000,6200000,0
chr8-g31,chr8,6200000,6400000,0
chr8-g32,chr8,6400000,6600000,0
chr8-g33,chr8,6600000,6800000,0
chr8-g34,chr8,6800000,7000000,0
chr8-g35,chr8,7000000,7200000,0
chr8-g36,chr8,7200000,7400000,0
chr8-g37,chr8,7400000,7600000,0
chr8-g38,chr8,7600000,7800000,0
chr8-g39,chr8,7800000,8000000,0
chr8-g40,chr8,8000000,8200000,0
chr8-g41,chr8,8200000,8400000,0
chr8-g42,chr8,8400000,8600000,0
chr8-g43,chr8,8600000,8800000,0
chr8-g44,chr8,8800000,9000000,0
chr8-g45,chr8,9000000,9200000,0
chr8-g46,chr8,9200000,9400000,0
chr8-g47,chr8,9400000,9600000,0
chr8-g48,chr8,9600000,9800000,0
chr8-g49,chr8,9800000,10000000,0
chr8-g50,chr8,10000000,10200000,0
chr8-g51,chr8,10200000,10400000,0
chr8-g52,chr8,10400000,10600000,0
chr8-g53,chr8,10600000,10800000,0
chr8-g54,chr8,10800000,11000000,0
chr8-g55,chr8,11000000,11200000,0
chr8-g56,chr8,11200000,11400000,0
chr8-g57,chr8,11400000,11600000,0
chr8-g58,chr8,11600000,11800000,0
chr8-g59,chr8,11800000,12000000,0
chr8-g60,chr8,12000000,12200000,0
chr8-g61,chr8,12200000,12400000,0
chr8-g62,chr8,12400000,12600000,0
chr8-g63,chr8,12600000,12800000,0
chr8-g64,chr8,12800000,13000000,0
chr8-g65,chr8,13000000,13200000,0
chr8-g66,chr8,13200000,13400000,0
chr8-g67,chr8,13400000,13600000,0
chr8-g68,chr8,13600000,13800000,0
chr8-g69,chr8,13800000,14000000,0
chr8-g70,chr8,14000000,14200000,0
chr8-g71,chr8,14200000,14400000,0
chr8-g72,chr8,14400000,14600000,0
chr8-g73,chr8,14600000,14800000,0
chr8-g74,chr8,14800000,15000000,0
chr8-g75,chr8,15000000,15200000,0
chr8-g76,chr8,15200000,15400000,0
chr8-g77,chr8,15400000,15600000,0
chr8-g78,chr8,15600000,15800000,0
chr8-g79,chr8,15800000,16000000,0
chr8-g80,chr8,16000000,16200000,0
chr8-g81,chr8,16200000,16400000,0
chr8-g82,chr8,16400000,16600000,0
chr8-g83,chr8,16600000,16800000,0
chr8-g84,chr8,16800000,17000000,0
chr8-g85,chr8,17000000,17200000,0
chr8-g86,chr8,17200000,17400000,0
chr8-g87,chr8,17400000,17600000,0
chr8-g88,chr8,17600000,17800000,0
chr8-g89,chr8,17800000,18000000,0
chr8-g90,chr8,18000000,18200000,0
chr8-g91,chr8,18200000,18400000,0
chr8-g92,chr8,18400000,18600000,0
chr8-g93,chr8,18600000,18800000,0
chr8-g94,chr8,18800000,19000000,0
chr8-g95,chr8,19000000,19200000,0
chr8-g96,chr8,19200000,19400000,0
chr8-g97,chr8,19400000,19600000,0
chr8-g104,chr8,20800000,21000000,0
chr8-g105,chr8,21000000,21200000,0
chr8-g106,chr8,21200000,21400000,0
chr8-g107,chr8,21400000,21600000,0
chr8-g108,chr8,21600000,21800000,0
chr8-g109,chr8,21800000,22000000,0
chr8-g110,chr8,22000000,22200000,0
chr8-g111,chr8,22200000,22400000,0
chr8-g112,chr8,22400000,22600000,0
chr8-g113,chr8,22600000,22800000,0
chr8-g114,chr8,22800000,23000000,0
chr8-g115,chr8,23000000,23200000,0
chr8-g116,chr8,23200000,23400000,0
chr8-g117,chr8,23400000,23600000,0
chr8-g118,chr8,23600000,23800000,0
chr8-g119,chr8,23800000,24000000,0
chr8-g120,chr8,24000000,24200000,0
chr8-g121,chr8,24200000,24400000,0
chr8-g122,chr8,24400000,24600000,0
chr8-g123,chr8,24600000,24800000,0
chr8-g124,chr8,24800000,25000000,0
chr8-g125,chr8,25000000,25200000,0
chr8-g126,chr8,25200000,25400000,0
chr8-g127,chr8,25400000,25600000,0
chr8-g128,chr8,25600000,25800000,0
chr8-g129,chr8,25800000,26000000,0
chr8-g130,chr8,26000000,26200000,0
chr8-g131,chr8,26200000,26400000,0
chr8-g132,chr8,26400000,26600000,0
chr8-g133,chr8,26600000,26800000,0
chr8-g134,chr8,26800000,27000000,0
chr8-g135,chr8,27000000,27200000,0
chr8-g136,chr8,27200000,27400000,0
chr8-g137,chr8,27400000,27600000,0
chr8-g138,chr8,27600000,27800000,0
chr8-g139,chr8,27800000,28000000,0
chr8-g140,chr8,28000000,28200000,0
chr8-g141,chr8,28200000,28400000,0
chr8-g142,chr8,28400000,28600000,0
chr8-g143,chr8,28600000,28800000,0
chr8-g144,chr8,28800000,29000000,0
chr8-g145,chr8,29000000,29200000,0
chr8-g146,chr8,29200000,29400000,0
chr8-g147,chr8,29400000,29600000,0
chr8-g148,chr8,29600000,29800000,0
chr8-g149,chr8,29800000,30000000,0
chr8-g150,chr8,30000000,30200000,0
chr8-g151,chr8,30200000,30400000,0
chr8-g152,chr8,30400000,30600000,0
chr8-g153,chr8,30600000,30800000,0
chr8-g154,chr8,30800000,31000000,0
chr8-g155,chr8,31000000,31200000,0
chr8-g156,chr8,31200000,31400000,0
chr8-g157,chr8,31400000,31600000,0
chr8-g158,chr8,31600000,31800000,0
chr8-g159,chr8,31800000,32000000,0
chr8-g160,chr8,32000000,32200000,0
chr8-g161,chr8,32200000,32400000,0
chr8-g162,chr8,32400000,32600000,0
chr8-g163,chr8,32600000,32800000,0
chr8-g164,chr8,32800000,33000000,0
chr8-g165,chr8,33000000,33200000,0
chr8-g166,chr8,33200000,33400000,0
chr8-g167,chr8,33400000,33600000,0
chr8-g168,chr8,33600000,33800000,0
chr8-g169,chr8,33800000,34000000,0
chr8-g170,chr8,34025000,34200000,0
chr8-g171,chr8,34200000,34400000,0
chr8-g172,chr8,34400000,34600000,0
chr8-g173,chr8,34600000,34800000,0
chr8-g174,chr8,34800000,35000000,0
chr8-g175,chr8,35000000,35200000,0
chr8-g176,chr8,35200000,35400000,0
chr8-g177,chr8,35400000,35600000,0
chr8-g178,chr8,35600000,35800000,0
chr8-g179,chr8,35800000,36000000,0
chr8-g180,chr8,36000000,36200000,0
chr8-g181,chr8,36200000,36400000,0
chr8-g182,chr8,36400000,36600000,0
chr8-g183,chr8,36600000,36800000,0
chr8-g184,chr8,36800000,37000000,0
chr8-g185,chr8,37000000,37200000,0
chr8-g186,chr8,37200000,37400000,0
chr8-g187,chr8,37400000,37600000,0
chr8-g188,chr8,37600000,37800000,0
chr8-g189,chr8,37800000,38000000,0
chr8-g190,chr8,38000000,38200000,0
chr8-g191,chr8,38200000,38400000,0
chr8-g192,chr8,38400000,38600000,0
chr8-g193,chr8,38600000,38800000,0
chr8-g194,chr8,38800000,39000000,0
chr8-g195,chr8,39000000,39200000,0
chr8-g196,chr8,39200000,39400000,0
chr8-g197,chr8,39400000,39600000,0
chr8-g198,chr8,39600000,39800000,0
chr8-g199,chr8,39800000,40000000,0
chr8-g200,chr8,40000000,40200000,0
chr8-g201,chr8,40200000,40400000,0
chr8-g202,chr8,40400000,40600000,0
chr8-g203,chr8,40600000,40800000,0
chr8-g204,chr8,40800000,41000000,0
chr8-g205,chr8,41000000,41200000,0
chr8-g206,chr8,41200000,41400000,0
chr8-g207,chr8,41400000,41600000,0
chr8-g208,chr8,41600000,41800000,0
chr8-g209,chr8,41800000,42000000,0
chr8-g210,chr8,42000000,42200000,0
chr8-g211,chr8,42200000,42400000,0
chr8-g212,chr8,42400000,42600000,0
chr8-g213,chr8,42600000,42800000,0
chr8-g214,chr8,42800000,43000000,0
chr8-g215,chr8,43000000,43200000,0
chr8-g216,chr8,43200000,43400000,0
chr8-g217,chr8,43400000,43600000,0
chr8-g218,chr8,43600000,43800000,0
chr8-g219,chr8,43800000,44000000,0
chr8-g220,chr8,44000000,44200000,0
chr8-g221,chr8,44200000,44400000,0
chr8-g222,chr8,44400000,44600000,0
chr8-g223,chr8,44600000,44800000,0
chr8-g224,chr8,44800000,45000000,0
chr8-g225,chr8,45000000,45200000,0
chr8-g226,chr8,45200000,45400000,0
chr8-g227,chr8,45400000,45600000,0
chr8-g228,chr8,45600000,45800000,0
chr8-g229,chr8,45800000,46000000,0
chr8-g230,chr8,46000000,46200000,0
chr8-g231,chr8,46200000,46400000,0
chr8-g232,chr8,46400000,46600000,0
chr8-g233,chr8,46600000,46800000,0
chr8-g234,chr8,46800000,47000000,0
chr8-g235,chr8,47000000,47200000,0
chr8-g236,chr8,47200000,47400000,0
chr8-g237,chr8,47400000,47600000,0
chr8-g238,chr8,47600000,47800000,0
chr8-g239,chr8,47800000,48000000,0
chr8-g240,chr8,48000000,48200000,0
chr8-g241,chr8,48200000,48400000,0
chr8-g242,chr8,48400000,48600000,0
chr8-g243,chr8,48600000,48800000,0
chr8-g244,chr8,48800000,49000000,0
