200kb name,category,Granule_mean,MLI1_mean,gene,chrom,chrom_id,group,log2FC_G2M
chr8-g86,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,86,-2.9499723876388195
chr8-g87,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,87,-2.9499723876388195
chr8-g113,Granule,1.2091064812092325,0.09090236192371462,Plat,chr8,8,113,3.7334797118102707
chr8-g114,Granule,13.366587995225164,1.2191932758787338,Ank1,chr8,8,114,3.4546324884492448
chr8-g115,Granule,13.366587995225164,1.2191932758787338,Ank1,chr8,8,115,3.4546324884492448
chr8-g127,Granule,5.764524742485424,0.03896971038651013,Fgfr1,chr8,8,127,7.20870464945846
chr8-g155,Granule,1.4167100230125076,0.15258405515258974,Rnf122,chr8,8,155,3.2148683774923867
chr8-g187,MLI1,0.9288766604067773,16.899272073542303,Sgcz,chr8,8,187,-4.185330251284404
chr8-g188,MLI1,0.9288766604067773,16.899272073542303,Sgcz,chr8,8,188,-4.185330251284404
chr8-g189,MLI1,0.9288766604067773,16.899272073542303,Sgcz,chr8,8,189,-4.185330251284404
chr8-g190,MLI1,0.9288766604067773,16.899272073542303,Sgcz,chr8,8,190,-4.185330251284404
chr8-g191,MLI1,0.9288766604067773,16.899272073542303,Sgcz,chr8,8,191,-4.185330251284404
chr8-g192,MLI1,0.9288766604067773,16.899272073542303,Sgcz,chr8,8,192,-4.185330251284404
chr8-g193,MLI1,0.9288766604067773,16.899272073542303,Sgcz,chr8,8,193,-4.185330251284404
chr8-g202,Granule,3.9533715045896822,0.8859579431739005,Zdhhc2,chr8,8,202,2.1577734137394553
chr8-g227,MLI1,2.399272468874505,12.821512068038242,Sorbs2,chr8,8,227,-2.417897503065698
chr8-g228,"MLI1,MLI1",3.684593902210566,18.916822832327412,"Sorbs2,Sorbs2os",chr8,8,228,-2.3600922752807816
chr8-g229,"MLI1,MLI1",3.684593902210566,18.916822832327412,"Sorbs2,Sorbs2os",chr8,8,229,-2.3600922752807816
chr8-g267,MLI1,0.03336508256952824,0.3495706257419888,Aga,chr8,8,267,-3.3891729816877234
chr8-g303,MLI1,0.41281035894394064,3.1614398402669925,Mfap3l,chr8,8,303,-2.937030687511557
chr8-g307,MLI1,0.11398305082315319,0.6302801581702238,Palld,chr8,8,307,-2.4671739331227633
chr8-g308,MLI1,0.11398305082315319,0.6302801581702238,Palld,chr8,8,308,-2.4671739331227633
chr8-g309,MLI1,0.11398305082315319,0.6302801581702238,Palld,chr8,8,309,-2.4671739331227633
chr8-g314,MLI1,0.6622668887098008,21.359919765036903,Spock3,chr8,8,314,-5.011349687810798
chr8-g315,MLI1,0.6622668887098008,21.359919765036903,Spock3,chr8,8,315,-5.011349687810798
chr8-g316,MLI1,0.6622668887098008,21.359919765036903,Spock3,chr8,8,316,-5.011349687810798
chr8-g320,Granule,11.404058438989342,0.8481670822348654,Tll1,chr8,8,320,3.749055034787934
chr8-g321,Granule,11.404058438989342,0.8481670822348654,Tll1,chr8,8,321,3.749055034787934
chr8-g338,Granule,9.11565456869273,1.558502632727488,Psd3,chr8,8,338,2.548185663664074
chr8-g339,Granule,9.11565456869273,1.558502632727488,Psd3,chr8,8,339,2.548185663664074
chr8-g340,Granule,9.11565456869273,1.558502632727488,Psd3,chr8,8,340,2.548185663664074
chr8-g341,Granule,9.11565456869273,1.558502632727488,Psd3,chr8,8,341,2.548185663664074
chr8-g351,"MLI1,Granule",3.4153989119545742,4.090062696217459,"Homer3,Crtc1",chr8,8,351,-0.2600688659507956
chr8-g352,Granule,3.2083116142188386,0.8550636226369133,Crtc1,chr8,8,352,1.9077105979043203
chr8-g353,MLI1,0.0977300141399457,0.4691851286211395,Mast3,chr8,8,353,-2.2632836806669654
chr8-g354,MLI1,0.0977300141399457,0.4691851286211395,Mast3,chr8,8,354,-2.2632836806669654
chr8-g356,MLI1,0.042349611643885926,0.3659506690509741,Ushbp1,chr8,8,356,-3.1112285383048004
chr8-g357,MLI1,0.32635049547023703,1.3127486195744467,Plvap,chr8,8,357,-2.008096543858183
chr8-g403,Granule,1.111460496745401,0.1368687419590705,Gab1,chr8,8,403,3.0215917662857943
chr8-g404,Granule,1.111460496745401,0.1368687419590705,Gab1,chr8,8,404,3.0215917662857943
chr8-g421,MLI1,0.01799478460119114,0.23949245651048073,Gm26532,chr8,8,421,-3.734329476613202
chr8-g424,Granule,0.7006982458669646,0.179369079865172,Dnase2a,chr8,8,424,1.9658620686278854
chr8-g428,Granule,5.065083927775169,0.20965082972880214,Neto2,chr8,8,428,4.594525729472596
chr8-g437,"Granule,Granule",14.918038549060066,0.36966997317691797,"Cbln1,Gm2694",chr8,8,437,5.334676185761261
chr8-g438,MLI1,1.3104015648537515,8.567874307264692,Zfp423,chr8,8,438,-2.7089283306387557
chr8-g439,MLI1,1.3104015648537515,8.567874307264692,Zfp423,chr8,8,439,-2.7089283306387557
chr8-g473,MLI1,0.06452922563353841,1.6358652480189873,Cx3cl1,chr8,8,473,-4.663957390184623
chr8-g495,Granule,20.37470347722511,1.467477759448254,Cdh8,chr8,8,495,3.7953685196080045
chr8-g496,Granule,20.37470347722511,1.467477759448254,Cdh8,chr8,8,496,3.7953685196080045
chr8-g497,"Granule,Granule",24.731035807641177,1.7425268058365242,"Cdh8,A330008L17Rik",chr8,8,497,3.827069910446181
chr8-g498,Granule,4.356332330416066,0.2750490463882702,A330008L17Rik,chr8,8,498,3.98535321056922
chr8-g513,MLI1,0.03502781191319399,2.547281167945303,Cdh11,chr8,8,513,-6.184313532377637
chr8-g545,MLI1,0.04158891128981375,1.283152703435398,D030068K23Rik,chr8,8,545,-4.947350141662136
chr8-g546,MLI1,0.04158891128981375,1.283152703435398,D030068K23Rik,chr8,8,546,-4.947350141662136
chr8-g550,Granule,4.44843721918334,0.41697642402764,Calb2,chr8,8,550,3.41526087110464
chr8-g554,Granule,3.8430185451041274,0.7345938130099947,St3gal2,chr8,8,554,2.38722128799188
chr8-g556,Granule,1.4269472371643461,0.02596632576860225,Fa2h,chr8,8,556,5.780146293132662
chr8-g571,Granule,9.203707923190283,0.2794784073113353,Vat1l,chr8,8,571,5.041406471906808
chr8-g578,Granule,5.0977159105402245,0.11545650759506276,Maf,chr8,8,578,5.464429579338373
chr8-g591,Granule,1.075444339424657,0.234976171571419,Cdh13,chr8,8,591,2.194346490015367
chr8-g592,Granule,1.075444339424657,0.234976171571419,Cdh13,chr8,8,592,2.194346490015367
chr8-g593,Granule,1.075444339424657,0.234976171571419,Cdh13,chr8,8,593,2.194346490015367
chr8-g594,Granule,1.075444339424657,0.234976171571419,Cdh13,chr8,8,594,2.194346490015367
chr8-g595,Granule,1.075444339424657,0.234976171571419,Cdh13,chr8,8,595,2.194346490015367
chr8-g596,Granule,1.075444339424657,0.234976171571419,Cdh13,chr8,8,596,2.194346490015367
chr8-g599,MLI1,0.45963382432179745,6.115667462907416,Cotl1,chr8,8,599,-3.7339530883180645
chr8-g612,Granule,0.6826622466194875,0.13580950710509201,Galns,chr8,8,612,2.3295874920469517
chr8-g613,Granule,0.6826622466194875,0.13580950710509201,Galns,chr8,8,613,2.3295874920469517
chr8-g623,MLI1,0.5269302962484769,7.6942266155979615,Trim67,chr8,8,623,-3.8680922854654503
chr8-g624,MLI1,0.5269302962484769,7.6942266155979615,Trim67,chr8,8,624,-3.8680922854654503
chr8-g627,Granule,0.5826430969227825,0.02596632576860225,Sipa1l2,chr8,8,627,4.487898626210143
chr8-g635,Granule,2.6577436890122947,0.2598628768910585,Pard3,chr8,8,635,3.354379523562535
chr8-g636,Granule,2.6577436890122947,0.2598628768910585,Pard3,chr8,8,636,3.354379523562535
chr8-g637,Granule,2.6577436890122947,0.2598628768910585,Pard3,chr8,8,637,3.354379523562535
chr8-g638,Granule,2.6577436890122947,0.2598628768910585,Pard3,chr8,8,638,3.354379523562535
chr9-g39,MLI1,0.05373275763758022,0.33227364849823254,Yap1,chr9,9,39,-2.628498096178854
chr9-g40,MLI1,0.05373275763758022,0.33227364849823254,Yap1,chr9,9,40,-2.628498096178854
chr9-g42,MLI1,0.07695063931152887,1.4998242148154317,Trpc6,chr9,9,42,-4.2847162983601095
chr9-g43,MLI1,0.07695063931152887,1.4998242148154317,Trpc6,chr9,9,43,-4.2847162983601095
chr9-g66,Granule,2.1967387191095025,0.05,Maml2,chr9,9,66,5.457291380187326
chr9-g67,Granule,2.1967387191095025,0.05,Maml2,chr9,9,67,5.457291380187326
chr9-g68,Granule,2.1967387191095025,0.05,Maml2,chr9,9,68,5.457291380187326
chr9-g72,MLI1,0.0540247025570193,0.3252159903290024,Amotl1,chr9,9,72,-2.5897070648758147
chr9-g73,MLI1,0.0540247025570193,0.3252159903290024,Amotl1,chr9,9,73,-2.5897070648758147
chr9-g79,MLI1,1.259233421860634,8.121309481045628,Fat3,chr9,9,79,-2.689166628849741
chr9-g80,MLI1,1.259233421860634,8.121309481045628,Fat3,chr9,9,80,-2.689166628849741
chr9-g81,MLI1,1.259233421860634,8.121309481045628,Fat3,chr9,9,81,-2.689166628849741
chr9-g82,MLI1,1.259233421860634,8.121309481045628,Fat3,chr9,9,82,-2.689166628849741
chr9-g103,MLI1,0.12237605397403262,0.6942744774120262,Olfm2,chr9,9,103,-2.5041848515302116
chr9-g108,Granule,5.752334933514586,0.31476411936300425,Kank2,chr9,9,108,4.191804680668908
chr9-g122,MLI1,0.2822075391219363,1.1292596575344351,Dpy19l1,chr9,9,122,-2.0005488169989882
chr9-g133,MLI1,0.007602853856495425,1.1127815713406715,B3gat1,chr9,9,133,-7.193413657951133
chr9-g138,Granule,30.941465200372036,4.244022265912126,Opcml,chr9,9,138,2.866037385337444
chr9-g139,Granule,30.941465200372036,4.244022265912126,Opcml,chr9,9,139,2.866037385337444
chr9-g140,Granule,30.941465200372036,4.244022265912126,Opcml,chr9,9,140,2.866037385337444
chr9-g141,Granule,30.941465200372036,4.244022265912126,Opcml,chr9,9,141,2.866037385337444
chr9-g142,Granule,30.941465200372036,4.244022265912126,Opcml,chr9,9,142,2.866037385337444
chr9-g143,Granule,30.941465200372036,4.244022265912126,Opcml,chr9,9,143,2.866037385337444
chr9-g144,Granule,30.941465200372036,4.244022265912126,Opcml,chr9,9,144,2.866037385337444
chr9-g160,MLI1,0.08744250476848121,8.214359699598356,Arhgap32,chr9,9,160,-6.55366958558688
chr9-g161,MLI1,0.08744250476848121,8.214359699598356,Arhgap32,chr9,9,161,-6.55366958558688
chr9-g175,MLI1,0.7240811790453362,10.574610909988607,St3gal4,chr9,9,175,-3.8683093190057143
chr9-g177,Granule,2.836682421902273,0.017583604751994875,Cdon,chr9,9,177,7.333829971310153
chr9-g180,MLI1,0.019667571722091288,2.2372030178163382,Gm5916,chr9,9,180,-6.829733526581978
chr9-g203,MLI1,2.3534327246930236,23.714644724802664,Clmp,chr9,9,203,-3.332939737393228
chr9-g204,Granule,6.365267159583657,0.9289056204410957,Crtam,chr9,9,204,2.7766171403381255
chr9-g205,Granule,6.365267159583657,0.9289056204410957,Crtam,chr9,9,205,2.7766171403381255
chr9-g223,Granule,0.6528713104777704,0.13266562889540237,Phldb1,chr9,9,223,2.2990040009562223
chr9-g227,MLI1,3.558424866817105,17.01062990978155,Dscaml1,chr9,9,227,-2.257125885414453
chr9-g228,MLI1,3.558424866817105,17.01062990978155,Dscaml1,chr9,9,228,-2.257125885414453
chr9-g237,Granule,15.961924588040286,3.977527862338926,Cadm1,chr9,9,237,2.0046906714083264
chr9-g238,Granule,15.961924588040286,3.977527862338926,Cadm1,chr9,9,238,2.0046906714083264
chr9-g239,Granule,15.961924588040286,3.977527862338926,Cadm1,chr9,9,239,2.0046906714083264
chr9-g241,MLI1,0.029626680151320525,0.30187230470131676,Nxpe2,chr9,9,241,-3.348969524986504
chr9-g244,Granule,3.043668342898811,0.6489811669908185,Usp28,chr9,9,244,2.229562644471308
chr9-g245,Granule,3.043668342898811,0.6489811669908185,Usp28,chr9,9,245,2.229562644471308
chr9-g253,Granule,7.7498349812491245,0.7060339411933946,Dixdc1,chr9,9,253,3.456356146123063
chr9-g254,Granule,1.0338629125521486,0.200638697699229,Ppp2r1b,chr9,9,254,2.365373106657725
chr9-g266,Granule,12.162924963526862,0.8788269845952958,Exph5,chr9,9,266,3.790767233608699
chr9-g276,Granule,12.11227115292866,0.8124860418249482,Tmem266,chr9,9,276,3.8979825693164667
chr9-g277,Granule,12.11227115292866,0.8124860418249482,Tmem266,chr9,9,277,3.8979825693164667
chr9-g291,Granule,0.8454271638276999,0.03896971038651013,Pml,chr9,9,291,4.439255352438886
chr9-g299,Granule,0.8634484692550739,0.14297987446102087,Thsd4,chr9,9,299,2.594297989399352
chr9-g300,Granule,0.8634484692550739,0.14297987446102087,Thsd4,chr9,9,300,2.594297989399352
chr9-g301,Granule,0.8634484692550739,0.14297987446102087,Thsd4,chr9,9,301,2.594297989399352
chr9-g302,Granule,0.8634484692550739,0.14297987446102087,Thsd4,chr9,9,302,2.594297989399352
chr9-g312,Granule,7.85254362548798,0.20053976883918026,Coro2b,chr9,9,312,5.2911997833548154
chr9-g318,MLI1,0.20608622597014975,4.184822074122781,Smad3,chr9,9,318,-4.343846296194204
chr9-g325,MLI1,0.060265284954463864,0.6243271791821676,Igdcc4,chr9,9,325,-3.3729031723045844
chr9-g332,"Granule,Granule",28.00875125115614,4.011148588571698,"Usp3,Gm15563",chr9,9,332,2.8037903480863533
chr9-g335,Granule,2.182594693695735,0.42547363028101504,Tpm1,chr9,9,335,2.3589026223332024
chr9-g343,MLI1,78.58086798630636,513.1049126928524,Rora,chr9,9,343,-2.7070038299174857
chr9-g344,MLI1,78.58086798630636,513.1049126928524,Rora,chr9,9,344,-2.7070038299174857
chr9-g345,MLI1,78.58086798630636,513.1049126928524,Rora,chr9,9,345,-2.7070038299174857
chr9-g346,"MLI1,MLI1",78.92538098096875,514.5109993432058,"Rora,Gm15511",chr9,9,346,-2.7046406950340613
chr9-g358,Granule,1.8842127971216622,0.05,Cgnl1,chr9,9,358,5.235890002521496
chr9-g364,"MLI1,MLI1",0.24773062361033887,2.740063973493016,"Prtg,Pygo1",chr9,9,364,-3.4673654510867817
chr9-g389,MLI1,0.7210205461882129,3.1082069325274797,Elovl5,chr9,9,389,-2.1079702798841886
chr9-g399,MLI1,0.09936220354200705,0.7379702303372802,Filip1,chr9,9,399,-2.892793545775212
chr9-g400,MLI1,0.09936220354200705,0.7379702303372802,Filip1,chr9,9,400,-2.892793545775212
chr9-g409,MLI1,0.3716093779067642,2.108901363765834,Mei4,chr9,9,409,-2.5046328048288053
chr9-g410,MLI1,0.3716093779067642,2.108901363765834,Mei4,chr9,9,410,-2.5046328048288053
chr9-g411,MLI1,0.3716093779067642,2.108901363765834,Mei4,chr9,9,411,-2.5046328048288053
chr9-g432,MLI1,0.11167200015900153,1.1250936098611597,Me1,chr9,9,432,-3.33270563611313
chr9-g433,MLI1,0.11167200015900153,1.1250936098611597,Me1,chr9,9,433,-3.33270563611313
chr9-g441,MLI1,0.2030112334400417,1.200052791158104,Nt5e,chr9,9,441,-2.563466407453306
chr9-g449,MLI1,1.1278421739606699,9.896833777988688,Rasgrf1,chr9,9,449,-3.133401851598525
chr9-g450,MLI1,1.1278421739606699,9.896833777988688,Rasgrf1,chr9,9,450,-3.133401851598525
chr9-g477,MLI1,0.1859309599863835,0.9221394965509495,Paqr9,chr9,9,477,-2.310217992457768
chr9-g478,"MLI1,MLI1",0.16932132831244928,1.1858756238159498,"Gm16126,Pcolce2",chr9,9,478,-2.8081170893236886
chr9-g484,"Granule,MLI1",3.643542712436561,0.7382345763239935,"Pxylp1,Spsb4",chr9,9,484,2.30319068812007
chr9-g485,MLI1,0.0410689669090123,0.5247374161632283,Spsb4,chr9,9,485,-3.675475102510604
chr9-g487,Granule,16.934693251361978,0.3274476086312469,Clstn2,chr9,9,487,5.692573949407022
chr9-g488,Granule,16.934693251361978,0.3274476086312469,Clstn2,chr9,9,488,5.692573949407022
chr9-g489,Granule,16.934693251361978,0.3274476086312469,Clstn2,chr9,9,489,5.692573949407022
chr9-g490,Granule,16.934693251361978,0.3274476086312469,Clstn2,chr9,9,490,5.692573949407022
chr9-g509,Granule,14.817790446698762,1.4154489428787709,Ephb1,chr9,9,509,3.387998720987866
chr9-g510,Granule,14.817790446698762,1.4154489428787709,Ephb1,chr9,9,510,3.387998720987866
chr9-g511,Granule,14.817790446698762,1.4154489428787709,Ephb1,chr9,9,511,3.387998720987866
chr9-g517,Granule,32.64367240559979,3.5389713695834883,Tmem108,chr9,9,517,3.2054013738344196
chr9-g518,Granule,32.64367240559979,3.5389713695834883,Tmem108,chr9,9,518,3.2054013738344196
chr9-g531,Granule,0.8425183269135195,0.21942910628279297,Twf2,chr9,9,531,1.9409531634827615
chr9-g540,Granule,14.903619087925561,3.506024207004886,Bsn,chr9,9,540,2.087754844750165
chr9-g560,Granule,21.942281627234987,0.161401349422039,Arpp21,chr9,9,560,7.086917098718371
chr9-g561,Granule,21.942281627234987,0.161401349422039,Arpp21,chr9,9,561,7.086917098718371
chr9-g573,MLI1,0.13717917026579549,0.5955459175107243,Cmtm7,chr9,9,573,-2.1181513117915562
chr9-g574,MLI1,0.9184376659655458,7.629108217280097,Osbpl10,chr9,9,574,-3.0542607126394428
chr9-g575,MLI1,0.9184376659655458,7.629108217280097,Osbpl10,chr9,9,575,-3.0542607126394428
chr9-g576,MLI1,0.9184376659655458,7.629108217280097,Osbpl10,chr9,9,576,-3.0542607126394428
chr9-g601,MLI1,1.0650298826512443,6.61310707305664,Myrip,chr9,9,601,-2.6344343502768788
chr9-g602,MLI1,1.0650298826512443,6.61310707305664,Myrip,chr9,9,602,-2.6344343502768788
chr9-g610,Granule,9.161836937106338,1.508728005750833,Snrk,chr9,9,610,2.6023041464026937
chr10-g33,Granule,7.10664639624592,1.3453071939307606,Oprm1,chr10,10,33,2.4012332749021184
chr10-g34,"Granule,Granule",11.690745496779508,1.866643789575768,"Oprm1,Ipcef1",chr10,10,34,2.646848380360781
chr10-g35,"Granule,Granule,Granule",23.232343245186716,2.013782413139943,"Oprm1,Ipcef1,Cnksr3",chr10,10,35,3.5281549582873075
chr10-g36,Granule,11.541597748407208,0.14713862356417537,Cnksr3,chr10,10,36,6.2935231449142455
chr10-g48,MLI1,0.0020105585191626,0.17493114488577563,Samd5,chr10,10,48,-6.443047032800469
chr10-g66,MLI1,0.13703195889175135,11.705824998495762,Phactr2,chr10,10,66,-6.416570404591405
chr10-g67,"MLI1,MLI1",0.3134224852243273,12.738486464321602,"Phactr2,Fuca2",chr10,10,67,-5.34494137851039
chr10-g90,MLI1,0.0719590863795192,0.6665285776910412,Abracl,chr10,10,90,-3.2114179579902307
chr10-g131,MLI1,0.514399024620562,2.205651447278784,L3mbtl3,chr10,10,131,-2.1002450118050726
chr10-g140,MLI1,0.524086313860562,37.976565016069614,Ptprk,chr10,10,140,-6.179161174741055
chr10-g141,MLI1,0.524086313860562,37.976565016069614,Ptprk,chr10,10,141,-6.179161174741055
chr10-g142,MLI1,0.524086313860562,37.976565016069614,Ptprk,chr10,10,142,-6.179161174741055
chr10-g154,MLI1,0.0077020391868493744,0.505415046904726,Hey2,chr10,10,154,-6.036084342347775
chr10-g158,MLI1,6.115709694933096,34.842733598000535,Nkain2,chr10,10,158,-2.51026598497288
chr10-g159,MLI1,6.115709694933096,34.842733598000535,Nkain2,chr10,10,159,-2.51026598497288
chr10-g160,MLI1,6.115709694933096,34.842733598000535,Nkain2,chr10,10,160,-2.51026598497288
chr10-g161,MLI1,6.115709694933096,34.842733598000535,Nkain2,chr10,10,161,-2.51026598497288
chr10-g162,MLI1,6.115709694933096,34.842733598000535,Nkain2,chr10,10,162,-2.51026598497288
chr10-g163,MLI1,6.115709694933096,34.842733598000535,Nkain2,chr10,10,163,-2.51026598497288
chr10-g164,MLI1,6.115709694933096,34.842733598000535,Nkain2,chr10,10,164,-2.51026598497288
chr10-g165,Granule,1.337897773198255,0.22981493946315587,Trdn,chr10,10,165,2.541423395294128
chr10-g166,Granule,1.337897773198255,0.22981493946315587,Trdn,chr10,10,166,2.541423395294128
chr10-g167,Granule,1.337897773198255,0.22981493946315587,Trdn,chr10,10,167,2.541423395294128
chr10-g171,MLI1,1.5150487801577102,6.157165550875521,Tspyl4,chr10,10,171,-2.022902114533658
chr10-g182,Granule,2.87134265423822,0.3767419460838691,Hs3st5,chr10,10,182,2.9300769305078282
chr10-g183,Granule,2.87134265423822,0.3767419460838691,Hs3st5,chr10,10,183,2.9300769305078282
chr10-g184,Granule,2.87134265423822,0.3767419460838691,Hs3st5,chr10,10,184,2.9300769305078282
chr10-g185,Granule,1.3234030211335708,0.18747308826033823,Marcks,chr10,10,185,2.8194970612490966
chr10-g203,"MLI1,MLI1",0.22446337506116731,2.9398864991931313,"Ddo,Mettl24",chr10,10,203,-3.7112084881577823
chr10-g204,MLI1,0.05967715633307143,1.3546432715537768,Mettl24,chr10,10,204,-4.504590383991151
chr10-g245,Granule,143.8393559138135,1.6759959319380613,Grik2,chr10,10,245,6.423296008371801
chr10-g246,Granule,143.8393559138135,1.6759959319380613,Grik2,chr10,10,246,6.423296008371801
chr10-g247,Granule,143.8393559138135,1.6759959319380613,Grik2,chr10,10,247,6.423296008371801
chr10-g248,Granule,143.8393559138135,1.6759959319380613,Grik2,chr10,10,248,6.423296008371801
chr10-g269,MLI1,0.14627759340355329,4.060372598131946,Man1a,chr10,10,269,-4.7948314201879425
chr10-g270,MLI1,0.14627759340355329,4.060372598131946,Man1a,chr10,10,270,-4.7948314201879425
chr10-g288,Granule,9.752023823037081,0.38800842358347415,Pkib,chr10,10,288,4.6515417718161
chr10-g294,MLI1,0.24322917064455213,2.635770522742189,Sh3rf3,chr10,10,294,-3.4378366032143535
chr10-g295,MLI1,0.24322917064455213,2.635770522742189,Sh3rf3,chr10,10,295,-3.4378366032143535
chr10-g317,Granule,75.79971045481074,1.5505678024940988,Ctnna3,chr10,10,317,5.611323819568949
chr10-g318,Granule,75.79971045481074,1.5505678024940988,Ctnna3,chr10,10,318,5.611323819568949
chr10-g319,"Granule,Granule",123.67482084613931,1.836110063848907,"Ctnna3,Lrrtm3",chr10,10,319,6.073755457093862
chr10-g320,"Granule,Granule",123.67482084613931,1.836110063848907,"Ctnna3,Lrrtm3",chr10,10,320,6.073755457093862
chr10-g321,Granule,75.79971045481074,1.5505678024940988,Ctnna3,chr10,10,321,5.611323819568949
chr10-g322,Granule,75.79971045481074,1.5505678024940988,Ctnna3,chr10,10,322,5.611323819568949
chr10-g323,Granule,75.79971045481074,1.5505678024940988,Ctnna3,chr10,10,323,5.611323819568949
chr10-g324,Granule,75.79971045481074,1.5505678024940988,Ctnna3,chr10,10,324,5.611323819568949
chr10-g325,Granule,75.79971045481074,1.5505678024940988,Ctnna3,chr10,10,325,5.611323819568949
chr10-g339,MLI1,0.03948637452554569,0.4403175251896414,Zfp365,chr10,10,339,-3.479117449747716
chr10-g381,MLI1,0.1436979521846213,0.645268356750467,Prmt2,chr10,10,381,-2.1668597767038666
chr10-g389,"MLI1,MLI1",0.41449532519780063,2.921479908073435,"Trpm2,Pfkl",chr10,10,389,-2.8172716316748465
chr10-g390,MLI1,0.2773839533132611,1.423562959492083,Pfkl,chr10,10,390,-2.359550064982289
chr10-g399,MLI1,0.12000851652721653,0.9907002663885401,Plppr3,chr10,10,399,-3.045311848255796
chr10-g401,Granule,2.25417228308324,0.11435970735430362,Plk5,chr10,10,401,4.300947044438696
chr10-g407,Granule,2.2643161878199636,0.040689437430586624,Tle2,chr10,10,407,5.798277285178177
chr10-g408,MLI1,0.49522288635308587,2.4352542061211815,Ankrd24,chr10,10,408,-2.297922482869319
chr10-g417,MLI1,0.7216716024762053,3.280965247566575,Aldh1l2,chr10,10,417,-2.1847059212631237
chr10-g418,Granule,5.8623548662358385,0.9750933220149324,Appl2,chr10,10,418,2.587868096645873
chr10-g422,MLI1,0.19050210584437366,0.9426909399503185,Ckap4,chr10,10,422,-2.306977917030429
chr10-g426,MLI1,1.2888880926308488,16.707974590956926,Btbd11,chr10,10,426,-3.696337941969922
chr10-g427,MLI1,1.2888880926308488,16.707974590956926,Btbd11,chr10,10,427,-3.696337941969922
chr10-g428,MLI1,1.2888880926308488,16.707974590956926,Btbd11,chr10,10,428,-3.696337941969922
chr10-g431,MLI1,0.8020885339679807,3.968072366863879,Timp3,chr10,10,431,-2.306604942558803
chr10-g444,MLI1,0.22472614591709997,1.7293913436917698,Ano4,chr10,10,444,-2.944024482418381
chr10-g445,MLI1,0.22472614591709997,1.7293913436917698,Ano4,chr10,10,445,-2.944024482418381
chr10-g446,MLI1,0.22472614591709997,1.7293913436917698,Ano4,chr10,10,446,-2.944024482418381
chr10-g460,MLI1,0.049458152255949454,6.666623924489382,Rmst,chr10,10,460,-7.074604192309137
chr10-g470,Granule,0.359980284621724,0.05,Fgd6,chr10,10,470,2.8479178952845507
chr10-g472,MLI1,0.012014137119990612,0.22562336044185774,Tmcc3os,chr10,10,472,-4.2311115082928215
chr10-g473,MLI1,0.012014137119990612,0.22562336044185774,Tmcc3os,chr10,10,473,-4.2311115082928215
chr10-g476,MLI1,0.043710226184858286,17.4587108015756,Socs2,chr10,10,476,-8.641760471482751
chr10-g477,MLI1,0.043710226184858286,17.4587108015756,Socs2,chr10,10,477,-8.641760471482751
chr10-g483,Granule,13.598057686087186,1.3043292653835192,Btg1,chr10,10,483,3.382020579944242
chr10-g508,MLI1,0.4391311205673928,16.842737566467974,Mgat4c,chr10,10,508,-5.261331058694666
chr10-g509,MLI1,0.4391311205673928,16.842737566467974,Mgat4c,chr10,10,509,-5.261331058694666
chr10-g510,MLI1,0.4391311205673928,16.842737566467974,Mgat4c,chr10,10,510,-5.261331058694666
chr10-g511,MLI1,0.4391311205673928,16.842737566467974,Mgat4c,chr10,10,511,-5.261331058694666
chr10-g542,Granule,70.72519178741929,2.0718959502365357,Syt1,chr10,10,542,5.093200725418066
chr10-g543,Granule,70.72519178741929,2.0718959502365357,Syt1,chr10,10,543,5.093200725418066
chr10-g544,Granule,70.72519178741929,2.0718959502365357,Syt1,chr10,10,544,5.093200725418066
chr10-g545,Granule,70.72519178741929,2.0718959502365357,Syt1,chr10,10,545,5.093200725418066
chr10-g548,Granule,16.402495036245025,1.0030751173243537,Nav3,chr10,10,548,4.031413730249505
chr10-g549,Granule,16.402495036245025,1.0030751173243537,Nav3,chr10,10,549,4.031413730249505
chr10-g550,Granule,16.402495036245025,1.0030751173243537,Nav3,chr10,10,550,4.031413730249505
chr10-g551,Granule,16.402495036245025,1.0030751173243537,Nav3,chr10,10,551,4.031413730249505
chr10-g552,Granule,16.402495036245025,1.0030751173243537,Nav3,chr10,10,552,4.031413730249505
chr10-g571,Granule,31.9715549596872,2.2933237614893365,Trhde,chr10,10,571,3.8012769645108193
chr10-g572,Granule,31.9715549596872,2.2933237614893365,Trhde,chr10,10,572,3.8012769645108193
chr10-g573,Granule,31.9715549596872,2.2933237614893365,Trhde,chr10,10,573,3.8012769645108193
chr10-g574,Granule,31.9715549596872,2.2933237614893365,Trhde,chr10,10,574,3.8012769645108193
chr10-g580,Granule,21.59001180095983,3.3820544802607486,Ptprr,chr10,10,580,2.674392227041512
chr10-g581,Granule,21.59001180095983,3.3820544802607486,Ptprr,chr10,10,581,2.674392227041512
chr10-g582,Granule,3.8978575155090174,0.019329460525564,Kcnmb4,chr10,10,582,7.6557361709438165
chr10-g591,"MLI1,MLI1",0.23314505588021528,1.5791123153459818,"Il22,Iltifb",chr10,10,591,-2.7598140463891485
chr10-g606,MLI1,0.7599291942600375,3.751384985243196,Tbc1d30,chr10,10,606,-2.303486418850631
chr10-g636,MLI1,0.2750491878275375,1.2188263212876003,Mars,chr10,10,636,-2.1477310132663483
